id,longitud,latitud,demanda
1766,-56.190727,-34.901882,1869
1767,-56.190723,-34.901905,1869
1768,-56.19063,-34.902813,1803
1769,-56.1906,-34.903236,1925
1770,-56.190468,-34.904366,1747
1771,-56.19026,-34.90507,1954
1772,-56.1903,-34.906094,2307
1773,-56.190113,-34.906464,2377
1774,-56.19011,-34.906483,2377
1775,-56.190136,-34.90743,2640
1776,-56.190136,-34.90744,2640
1777,-56.190067,-34.90819,2528
1778,-56.190063,-34.908203,2528
1779,-56.189835,-34.908756,2695
1780,-56.189835,-34.908768,2695
1781,-56.189835,-34.908783,2695
1782,-56.18985,-34.910313,2396
1783,-56.18985,-34.91033,2396
1784,-56.189808,-34.910625,2543
1785,-56.189808,-34.910652,2978
1786,-56.18977,-34.91073,3098
1787,-56.190865,-34.911343,2903
1788,-56.19086,-34.91138,2903
1789,-56.190823,-34.910446,2602
1790,-56.190826,-34.910423,2602
1791,-56.190956,-34.908924,2915
1792,-56.19096,-34.9089,2915
1793,-56.19127,-34.907635,2357
1794,-56.191166,-34.90708,2448
1795,-56.19117,-34.90705,2533
1796,-56.193417,-34.90871,2772
1797,-56.193413,-34.90873,2772
1798,-56.193214,-34.909107,3031
1799,-56.19331,-34.909706,2774
1800,-56.193092,-34.91042,2935
1801,-56.19309,-34.91044,2935
1802,-56.193127,-34.91133,2777
1803,-56.195473,-34.91057,3050
1804,-56.195477,-34.910553,3050
1805,-56.195576,-34.90981,3225
1806,-56.195576,-34.909794,3618
1807,-56.195854,-34.907063,3199
1808,-56.196026,-34.90544,2133
1809,-56.19603,-34.905407,2133
1810,-56.19607,-34.905083,2133
1811,-56.196075,-34.905045,2389
1812,-56.196125,-34.904488,2361
1813,-56.19617,-34.90406,2532
1814,-56.19617,-34.904045,2532
1815,-56.19622,-34.9036,2194
1816,-56.19622,-34.90356,2194
1817,-56.193325,-34.903107,1352
1818,-56.19336,-34.903107,1352
1819,-56.194035,-34.902813,1586
1820,-56.194035,-34.902805,1586
1821,-56.191517,-34.900448,1790
1822,-56.19151,-34.90042,1790
1823,-56.19212,-34.899788,1671
1824,-56.192265,-34.901085,1986
1825,-56.193058,-34.89976,1449
1826,-56.193058,-34.89978,1449
1827,-56.193054,-34.899796,1464
1828,-56.192978,-34.90068,1611
1829,-56.192974,-34.90071,1674
1830,-56.19157,-34.901245,2161
1831,-56.19161,-34.901245,1986
1832,-56.19255,-34.902534,1604
1833,-56.192566,-34.902565,1604
1834,-56.19369,-34.905792,2137
1835,-56.193687,-34.905823,2068
1836,-56.193512,-34.9063,2253
1837,-56.193455,-34.906834,2233
1838,-56.19345,-34.90686,2233
1839,-56.193546,-34.907482,2635
1840,-56.193325,-34.90813,3351
1841,-56.19332,-34.908154,3351
1842,-56.19129,-34.90532,1795
1843,-56.19133,-34.90532,1795
1844,-56.191433,-34.90462,1692
1845,-56.191437,-34.904606,1692
1846,-56.19152,-34.90369,1817
1847,-56.191555,-34.90327,2029
1848,-56.19163,-34.902676,1590
1849,-56.18668,-34.91317,1463
1850,-56.186974,-34.91434,1074
1851,-56.190296,-34.913784,1702
1852,-56.19032,-34.91377,1702
1853,-56.19035,-34.91376,1702
1854,-56.19037,-34.913746,1702
1855,-56.191708,-34.91272,2190
1856,-56.19171,-34.91266,2190
1857,-56.191715,-34.912617,2190
1858,-56.191776,-34.912067,2456
1859,-56.191784,-34.912025,2456
1860,-56.190784,-34.91212,2710
1861,-56.190773,-34.912155,2710
1862,-56.189793,-34.91272,2305
1863,-56.1898,-34.912766,2142
1864,-56.189545,-34.9128,2386
1865,-56.189503,-34.912807,2386
1866,-56.18865,-34.912876,1842
1867,-56.1884,-34.91203,1787
1868,-56.188385,-34.911976,1667
1869,-56.188427,-34.911503,1818
1870,-56.18852,-34.91068,2245
1871,-56.188812,-34.909393,2636
1872,-56.188812,-34.90938,2636
1873,-56.188812,-34.909367,2636
1874,-56.18879,-34.908115,2487
1875,-56.18879,-34.90809,2487
1876,-56.189175,-34.90599,2527
1877,-56.18914,-34.904903,2487
1878,-56.189194,-34.904366,2374
1879,-56.1892,-34.904343,2374
1880,-56.18928,-34.903446,2151
1881,-56.189365,-34.902634,2356
1882,-56.189476,-34.90174,2793
1883,-56.189564,-34.900887,2270
1884,-56.189648,-34.89995,2359
1885,-56.18987,-34.899334,1413
1886,-56.188637,-34.90033,1926
1887,-56.188385,-34.901142,2643
1888,-56.18833,-34.90173,2460
1889,-56.18831,-34.90202,2658
1890,-56.188255,-34.902412,2543
1891,-56.18835,-34.903057,2841
1892,-56.18814,-34.904938,2894
1893,-56.188034,-34.90594,2421
1894,-56.188034,-34.90597,2196
1895,-56.187897,-34.90724,2706
1896,-56.18789,-34.907284,2985
1897,-56.187893,-34.907326,2985
1898,-56.18779,-34.90829,2615
1899,-56.187717,-34.908924,2345
1900,-56.187637,-34.909683,2897
1901,-56.187527,-34.910805,1694
1902,-56.18744,-34.91174,1144
1903,-56.187435,-34.911755,1144
1904,-56.185047,-34.91233,2182
1905,-56.184807,-34.91263,2331
1906,-56.184765,-34.91314,2305
1907,-56.184982,-34.914505,1196
1908,-56.18582,-34.914486,932
1909,-56.186,-34.912846,1675
1910,-56.186005,-34.912823,1675
1911,-56.186012,-34.912792,1675
1912,-56.186287,-34.911774,1714
1913,-56.186287,-34.91176,1714
1914,-56.186367,-34.90971,2245
1915,-56.186523,-34.909546,2791
1916,-56.186527,-34.909523,2791
1917,-56.186626,-34.908607,2592
1918,-56.186626,-34.90856,2354
1919,-56.186554,-34.907722,2210
1920,-56.186966,-34.9053,2641
1921,-56.187023,-34.904793,2735
1922,-56.187023,-34.904774,2735
1923,-56.187107,-34.904053,3059
1924,-56.18716,-34.90344,3225
1925,-56.187183,-34.903187,2703
1926,-56.187252,-34.902565,3134
1927,-56.18742,-34.901066,2879
1928,-56.187428,-34.90104,2879
1929,-56.18748,-34.900475,2014
1930,-56.187595,-34.899437,1644
1931,-56.1876,-34.899414,1644
1932,-56.186565,-34.899498,2324
1933,-56.18656,-34.89951,2324
1934,-56.186516,-34.901573,3094
1935,-56.186344,-34.903114,2758
1936,-56.186337,-34.903133,2758
1937,-56.18422,-34.903393,3427
1938,-56.184208,-34.903408,3427
1939,-56.185146,-34.90498,2357
1940,-56.185436,-34.90458,3148
1941,-56.185467,-34.904583,3373
1942,-56.18497,-34.904465,3356
1943,-56.18534,-34.904037,2685
1944,-56.185753,-34.90194,2737
1945,-56.185757,-34.901917,2737
1946,-56.18424,-34.901222,2584
1947,-56.183083,-34.899834,1868
1948,-56.18247,-34.90217,2872
1949,-56.181744,-34.901443,2613
1950,-56.182255,-34.90078,2418
1951,-56.182415,-34.900246,2218
1952,-56.18304,-34.899364,1748
1953,-56.18378,-34.897842,1473
1954,-56.18347,-34.89685,1792
1955,-56.183025,-34.897556,1449
1956,-56.183006,-34.897587,1373
1957,-56.181984,-34.89933,1690
1958,-56.18154,-34.900066,2269
1959,-56.181526,-34.90009,2269
1960,-56.18112,-34.90076,2452
1961,-56.180992,-34.90098,2612
1962,-56.179787,-34.900875,2054
1963,-56.17998,-34.900585,2358
1964,-56.179993,-34.900562,2358
1965,-56.1806,-34.899544,1924
1966,-56.180603,-34.899536,1924
1967,-56.180607,-34.89953,1924
1968,-56.18118,-34.89864,1405
1969,-56.18172,-34.897865,1425
1970,-56.182175,-34.897186,1664
1971,-56.182198,-34.89716,1664
1972,-56.182484,-34.896725,1994
1973,-56.182503,-34.8967,1994
1974,-56.180786,-34.89695,1282
1975,-56.181652,-34.8973,1615
1976,-56.18286,-34.897865,1514
1977,-56.182854,-34.897877,1514
1978,-56.186028,-34.900993,2818
1979,-56.18451,-34.90113,2752
1980,-56.18506,-34.90035,2531
1981,-56.186,-34.901028,2920
1982,-56.185524,-34.901516,3131
1983,-56.185097,-34.902046,3718
1984,-56.18459,-34.902794,2978
1985,-56.184578,-34.902805,3401
1986,-56.18345,-34.902367,2951
1987,-56.18356,-34.902138,2418
1988,-56.182777,-34.901615,2535
1989,-56.18004,-34.898376,1354
1990,-56.18528,-34.899784,2383
1991,-56.18582,-34.899155,1750
1992,-56.186115,-34.898655,1977
1993,-56.186123,-34.89865,1977
1994,-56.184856,-34.898174,1620
1995,-56.18457,-34.898983,1712
1996,-56.184155,-34.899693,1901
1997,-56.183773,-34.900494,2324
1998,-56.18808,-34.90407,2704
1999,-56.188072,-34.904125,2679
2000,-56.18544,-34.907078,1768
2001,-56.18511,-34.908413,2680
2002,-56.18511,-34.908447,2680
2003,-56.185146,-34.909466,2735
2004,-56.185143,-34.90948,2735
2005,-56.185062,-34.91027,2397
2006,-56.185043,-34.910297,2397
2007,-56.18485,-34.910873,2372
2008,-56.18447,-34.91354,1688
2009,-56.182636,-34.903965,3578
2010,-56.182808,-34.903633,3801
2011,-56.183033,-34.903156,3162
2012,-56.182228,-34.90275,3039
2013,-56.181774,-34.90379,2729
2014,-56.181763,-34.90381,2630
2015,-56.1809,-34.903328,2318
2016,-56.1822,-34.90328,3282
2017,-56.18266,-34.90345,3640
2018,-56.183304,-34.90373,3958
2019,-56.179802,-34.902702,2619
2020,-56.178772,-34.902447,2278
2021,-56.179,-34.9021,3000
2022,-56.17901,-34.902092,3000
2023,-56.17943,-34.901352,3172
2024,-56.179443,-34.901318,3172
2025,-56.177917,-34.901585,2976
2026,-56.17793,-34.901592,2976
2027,-56.181393,-34.902065,2358
2028,-56.17704,-34.90057,1858
2029,-56.177032,-34.900593,1858
2030,-56.177017,-34.900616,1858
2031,-56.1767,-34.90119,2370
2032,-56.176697,-34.901207,2370
2033,-56.176533,-34.9018,2505
2034,-56.176525,-34.90181,2505
2035,-56.177418,-34.898983,1080
2036,-56.178123,-34.898453,1654
2037,-56.18149,-34.895653,2115
2038,-56.181473,-34.895645,2115
2039,-56.18146,-34.895638,2115
2040,-56.18042,-34.89557,1466
2041,-56.180412,-34.895576,1466
2042,-56.179096,-34.89653,1590
2043,-56.179077,-34.89655,1590
2044,-56.17759,-34.89764,1426
2045,-56.177574,-34.897655,1426
2046,-56.17678,-34.89826,1522
2047,-56.175873,-34.898808,869
2048,-56.17521,-34.899296,1253
2049,-56.175156,-34.899338,1253
2050,-56.17401,-34.900696,2180
2051,-56.17401,-34.900703,2180
2052,-56.174007,-34.900707,2180
2053,-56.178093,-34.89975,1753
2054,-56.178112,-34.89976,1753
2055,-56.1764,-34.897297,1592
2056,-56.175003,-34.897797,977
2057,-56.17497,-34.897823,977
2058,-56.17369,-34.898914,1739
2059,-56.173668,-34.898933,1739
2060,-56.173042,-34.899906,2013
2061,-56.173054,-34.899887,2013
2062,-56.173298,-34.899754,1972
2063,-56.173306,-34.899742,1972
2064,-56.173283,-34.898197,1452
2065,-56.173386,-34.89749,1650
2066,-56.173435,-34.897198,1053
2067,-56.17376,-34.89498,1562
2068,-56.17383,-34.894527,1477
2069,-56.17387,-34.894093,1432
2070,-56.174057,-34.89275,1435
2071,-56.172928,-34.893875,1205
2072,-56.172745,-34.89667,1461
2073,-56.172615,-34.89789,938
2074,-56.17207,-34.898632,1847
2075,-56.171448,-34.899178,3225
2076,-56.171432,-34.8992,3225
2077,-56.17126,-34.899433,3475
2078,-56.169987,-34.899353,2983
2079,-56.169994,-34.899334,2983
2080,-56.170002,-34.899326,2983
2081,-56.17001,-34.89932,2983
2082,-56.17095,-34.897667,1924
2083,-56.170963,-34.89765,1924
2084,-56.17169,-34.892628,1150
2085,-56.17016,-34.89304,1857
2086,-56.170162,-34.893063,1857
2087,-56.170097,-34.893703,1471
2088,-56.170147,-34.89433,1622
2089,-56.169968,-34.8946,1099
2090,-56.169895,-34.8953,1399
2091,-56.16983,-34.89589,1940
2092,-56.169888,-34.89659,1287
2093,-56.16981,-34.896942,1287
2094,-56.169228,-34.8979,2704
2095,-56.169224,-34.89792,2704
2096,-56.16898,-34.89847,3851
2097,-56.168976,-34.89849,3851
2098,-56.168797,-34.898907,3567
2099,-56.170193,-34.898705,2959
2100,-56.169125,-34.89651,1486
2101,-56.167305,-34.896065,2599
2102,-56.167263,-34.896442,3465
2103,-56.16726,-34.896454,3465
2104,-56.16706,-34.89697,3645
2105,-56.167053,-34.89702,3645
2106,-56.16699,-34.897617,3932
2107,-56.16698,-34.89766,3879
2108,-56.168076,-34.898064,3510
2109,-56.168106,-34.89803,3510
2110,-56.164886,-34.89737,3243
2111,-56.164886,-34.897408,3243
2112,-56.165833,-34.897694,3437
2113,-56.16581,-34.89764,3437
2114,-56.16578,-34.89759,3437
2115,-56.16511,-34.89577,2361
2116,-56.165123,-34.89579,2361
2117,-56.16513,-34.895805,2361
2118,-56.165134,-34.89582,2361
2119,-56.166565,-34.89709,3926
2120,-56.166042,-34.895912,2736
2121,-56.166042,-34.895924,2736
2122,-56.16597,-34.89658,2537
2123,-56.165966,-34.8966,2484
2124,-56.165966,-34.896618,2484
2125,-56.17112,-34.89646,1728
2126,-56.17112,-34.89645,1728
2127,-56.17125,-34.89539,1665
2128,-56.171352,-34.894444,1824
2129,-56.171352,-34.894432,1824
2130,-56.17145,-34.893562,1321
2131,-56.17183,-34.893364,1286
2132,-56.17455,-34.893562,1007
2133,-56.176086,-34.893677,1492
2134,-56.17318,-34.892918,1201
2135,-56.17292,-34.89511,1700
2136,-56.17334,-34.895363,1700
2137,-56.174057,-34.895294,1768
2138,-56.174942,-34.89609,1028
2139,-56.173622,-34.895863,1513
2140,-56.17365,-34.89565,1600
2141,-56.17534,-34.895416,1259
2142,-56.176888,-34.89564,1508
2143,-56.177685,-34.897404,1628
2144,-56.176033,-34.895157,1113
2145,-56.176205,-34.894917,975
2146,-56.176266,-34.89436,1163
2147,-56.176205,-34.893776,1343
2148,-56.178444,-34.895218,1058
2149,-56.17844,-34.895237,1058
2150,-56.177593,-34.89655,1568
2151,-56.177605,-34.89656,1568
2152,-56.179085,-34.89778,1435
2153,-56.179108,-34.89777,1435
2154,-56.178997,-34.895042,1251
