id,longitud,latitud,demanda
2688,-56.186584,-34.89412,1644
2689,-56.18647,-34.89409,1644
2690,-56.18517,-34.893986,1607
2691,-56.185085,-34.894512,2035
2692,-56.185883,-34.89483,1401
2693,-56.186466,-34.895607,1575
2694,-56.186012,-34.895912,1365
2695,-56.1854,-34.89568,1652
2696,-56.184174,-34.89521,1831
2697,-56.183723,-34.89501,2038
2698,-56.183685,-34.895004,2038
2699,-56.18569,-34.89157,787
2700,-56.184696,-34.891434,1066
2701,-56.18409,-34.892445,1262
2702,-56.183746,-34.893093,1820
2703,-56.183613,-34.893314,1870
2704,-56.183228,-34.89401,2325
2705,-56.18295,-34.894417,2168
2706,-56.18294,-34.894432,2168
2707,-56.184025,-34.89413,1902
2708,-56.18458,-34.89494,1770
2709,-56.183895,-34.896122,1916
2710,-56.183624,-34.89659,1424
2711,-56.18301,-34.89555,2291
2712,-56.18303,-34.89556,2291
2713,-56.183445,-34.89573,2088
2714,-56.18445,-34.89613,1642
2715,-56.185474,-34.89652,1525
2716,-56.186,-34.896736,1170
2717,-56.187508,-34.897312,1798
2718,-56.18753,-34.897324,1798
2719,-56.189125,-34.89846,1768
2720,-56.189278,-34.89795,1902
2721,-56.189266,-34.897926,1945
2722,-56.18974,-34.89895,1869
2723,-56.188717,-34.89603,2682
2724,-56.18828,-34.89625,2306
2725,-56.18737,-34.897938,1382
2726,-56.187138,-34.898315,1398
2727,-56.186195,-34.897854,1263
2728,-56.185738,-34.897247,1412
2729,-56.18704,-34.89531,1573
2730,-56.187332,-34.89541,1441
2731,-56.190193,-34.89402,1739
2732,-56.189,-34.894196,2076
2733,-56.188953,-34.894203,2076
2734,-56.166035,-34.890606,1427
2735,-56.16608,-34.890617,1523
2736,-56.167404,-34.890755,1527
2737,-56.168285,-34.890842,1509
2738,-56.169327,-34.890926,2126
2739,-56.17059,-34.89103,2247
2740,-56.17136,-34.891098,1813
2741,-56.172855,-34.891235,1925
2742,-56.173264,-34.89216,1366
2743,-56.17326,-34.89218,1477
2744,-56.173992,-34.891335,1775
2745,-56.17481,-34.89139,1365
2746,-56.175922,-34.891502,1657
2747,-56.17702,-34.891598,1559
2748,-56.177658,-34.892487,1638
2749,-56.177654,-34.892517,1638
2750,-56.17759,-34.89327,1525
2751,-56.176365,-34.892605,1595
2752,-56.176575,-34.891106,1571
2753,-56.17682,-34.889202,1665
2754,-56.178024,-34.889156,1758
2755,-56.177773,-34.890995,1616
2756,-56.178246,-34.891697,1639
2757,-56.17874,-34.89174,1615
2758,-56.179707,-34.89181,1362
2759,-56.181164,-34.892426,1565
2760,-56.180458,-34.892933,1194
2761,-56.17983,-34.892284,1673
2762,-56.17974,-34.89097,1497
2763,-56.17897,-34.891182,1673
2764,-56.18165,-34.892056,1352
2765,-56.182785,-34.891632,1318
2766,-56.18213,-34.8917,1266
2767,-56.181625,-34.89433,1793
2768,-56.18166,-34.894264,1921
2769,-56.18147,-34.89315,1301
2770,-56.18127,-34.893074,1523
2771,-56.180973,-34.893456,1329
2772,-56.180817,-34.895042,1357
2773,-56.17976,-34.89307,1438
2774,-56.18262,-34.89259,1541
2775,-56.183357,-34.891247,1406
2776,-56.182938,-34.89103,1065
2777,-56.18184,-34.890762,926
2778,-56.18054,-34.890476,1063
2779,-56.178673,-34.88997,1909
2780,-56.17761,-34.889874,1894
2781,-56.177097,-34.88983,1887
2782,-56.176414,-34.88976,1754
2783,-56.175385,-34.889656,1948
2784,-56.17389,-34.889572,1863
2785,-56.172592,-34.889526,2200
2786,-56.17164,-34.88949,2017
2787,-56.170544,-34.88937,1930
2788,-56.169807,-34.889305,1886
2789,-56.168953,-34.88922,1652
2790,-56.16826,-34.889153,1867
2791,-56.166977,-34.888367,1314
2792,-56.168167,-34.88889,1867
2793,-56.16594,-34.888924,1294
2794,-56.1658,-34.888992,1294
2795,-56.16646,-34.889732,1956
2796,-56.169388,-34.89001,2114
2797,-56.170418,-34.89011,1763
2798,-56.170467,-34.891624,1715
2799,-56.16904,-34.891457,1617
2800,-56.16939,-34.888687,1698
2801,-56.170815,-34.888866,1656
2802,-56.17199,-34.88884,1596
2803,-56.173607,-34.88886,1578
2804,-56.17461,-34.88882,1847
2805,-56.175823,-34.888947,1811
2806,-56.17554,-34.890846,1889
2807,-56.178806,-34.892597,1516
2808,-56.17871,-34.893326,1357
2809,-56.174793,-34.89228,1261
2810,-56.17438,-34.892105,1396
2811,-56.17437,-34.890648,1683
2812,-56.172897,-34.890434,1972
2813,-56.17135,-34.890312,2228
2814,-56.168407,-34.891537,1571
2815,-56.168137,-34.89001,1725
2816,-56.167793,-34.891453,1747
2817,-56.166615,-34.89088,1493
2818,-56.166748,-34.890015,1355
2819,-56.165638,-34.890324,1635
2820,-56.165604,-34.89075,1635
2821,-56.165554,-34.891148,1666
2822,-56.16334,-34.915703,2203
2823,-56.164783,-34.915817,1675
2824,-56.165253,-34.915844,1545
2825,-56.165325,-34.916885,2068
2826,-56.16274,-34.916817,2164
2827,-56.16268,-34.917336,1711
2828,-56.16265,-34.917686,1537
2829,-56.162624,-34.91784,1931
2830,-56.162525,-34.918625,1671
2831,-56.16248,-34.919064,1750
2832,-56.16241,-34.9197,1764
2833,-56.162407,-34.91974,1764
2834,-56.1623,-34.920937,898
2835,-56.16268,-34.92104,898
2836,-56.163094,-34.920834,855
2837,-56.163105,-34.92083,855
2838,-56.16334,-34.92025,1015
2839,-56.16344,-34.91933,1939
2840,-56.16344,-34.91932,1939
2841,-56.16351,-34.918743,2520
2842,-56.163628,-34.917747,2387
2843,-56.163727,-34.91683,2151
2844,-56.163807,-34.916157,2091
2845,-56.163883,-34.915405,1728
2846,-56.163906,-34.915245,1600
2847,-56.163963,-34.914665,1644
2848,-56.16523,-34.914604,1015
2849,-56.165173,-34.915154,1189
2850,-56.165066,-34.916138,1545
2851,-56.16498,-34.916924,2068
2852,-56.16493,-34.917416,2253
2853,-56.16484,-34.918182,2044
2854,-56.164803,-34.918438,2274
2855,-56.1648,-34.91847,2274
2856,-56.164715,-34.919434,1898
2857,-56.164616,-34.919994,1101
2858,-56.16461,-34.920033,1101
2859,-56.16522,-34.919785,1275
2860,-56.165646,-34.919117,1480
2861,-56.165695,-34.91819,1464
2862,-56.16571,-34.91698,1614
2863,-56.165707,-34.91662,1591
2864,-56.165676,-34.915203,1059
2865,-56.165676,-34.915184,1059
2866,-56.165665,-34.91469,775
2867,-56.165665,-34.91466,775
2868,-56.164654,-34.914368,881
2869,-56.163406,-34.91418,1439
2870,-56.182133,-34.88958,1112
2871,-56.183247,-34.889915,1099
2872,-56.18474,-34.89037,958
2873,-56.184765,-34.890377,958
2874,-56.184814,-34.889503,959
2875,-56.184753,-34.889484,959
2876,-56.183582,-34.889153,1201
2877,-56.182976,-34.88898,1193
2878,-56.185783,-34.887676,933
2879,-56.185814,-34.88766,933
2880,-56.18711,-34.88717,1261
2881,-56.186634,-34.88613,1125
2882,-56.186066,-34.885128,734
2883,-56.185417,-34.884293,796
2884,-56.184,-34.88519,1242
2885,-56.18349,-34.885387,1534
2886,-56.184242,-34.88595,1031
2887,-56.18427,-34.885937,1093
2888,-56.18469,-34.8858,991
2889,-56.18513,-34.885628,1048
2890,-56.18571,-34.88594,1046
2891,-56.18548,-34.886864,1050
2892,-56.18545,-34.886875,1050
2893,-56.186447,-34.888767,640
2894,-56.187424,-34.8884,828
2895,-56.18745,-34.888393,828
2896,-56.18816,-34.88812,953
2897,-56.188183,-34.888107,1119
2898,-56.188168,-34.88728,1563
2899,-56.18794,-34.886776,1609
2900,-56.18749,-34.88585,913
2901,-56.187275,-34.885406,1058
2902,-56.186977,-34.884823,965
2903,-56.18668,-34.883762,1050
2904,-56.187447,-34.882187,1179
2905,-56.188084,-34.882496,1271
2906,-56.188282,-34.883617,1442
2907,-56.188133,-34.88367,1170
2908,-56.18804,-34.8837,1170
2909,-56.188416,-34.88486,1254
2910,-56.18872,-34.88553,1633
2911,-56.189068,-34.886303,1339
2912,-56.18922,-34.8866,1490
2913,-56.189236,-34.88663,1490
2914,-56.189625,-34.887375,1531
2915,-56.190113,-34.886223,1555
2916,-56.18955,-34.88496,1238
2917,-56.189625,-34.8842,1236
2918,-56.19085,-34.884117,1207
2919,-56.190678,-34.88576,1311
2920,-56.190598,-34.886414,1318
2921,-56.19142,-34.88638,1689
2922,-56.192863,-34.88523,1421
2923,-56.192696,-34.884727,1269
2924,-56.192062,-34.88443,1418
2925,-56.190903,-34.883602,1274
2926,-56.191257,-34.883007,1327
2927,-56.191265,-34.88299,1580
2928,-56.19021,-34.882458,1267
2929,-56.189007,-34.881916,1649
2930,-56.187862,-34.88139,1298
2931,-56.187836,-34.88138,1298
2932,-56.186794,-34.883194,1299
2933,-56.186775,-34.88322,1217
2934,-56.187527,-34.885563,1146
2935,-56.18835,-34.88722,1729
2936,-56.19338,-34.883896,1330
2937,-56.19335,-34.883884,1330
2938,-56.194828,-34.884266,621
2939,-56.192383,-34.886585,874
2940,-56.192314,-34.887325,672
2941,-56.192036,-34.889584,783
2942,-56.191868,-34.89104,1119
2943,-56.191868,-34.891068,1119
2944,-56.19288,-34.8909,1023
2945,-56.192883,-34.890877,1023
2946,-56.193115,-34.888763,156
2947,-56.19337,-34.886425,1022
2948,-56.19337,-34.886402,1022
2949,-56.193478,-34.8857,992
2950,-56.193497,-34.88534,1242
2951,-56.194397,-34.884983,661
2952,-56.19442,-34.88498,661
2953,-56.194565,-34.887066,527
2954,-56.192013,-34.887634,623
2955,-56.189205,-34.888103,1543
2956,-56.189247,-34.888126,1543
2957,-56.18929,-34.888145,1543
2958,-56.190033,-34.888306,1514
2959,-56.19086,-34.88839,1188
2960,-56.190952,-34.889023,842
2961,-56.193085,-34.890812,1004
2962,-56.19308,-34.890835,1023
2963,-56.193607,-34.891357,877
2964,-56.19364,-34.89136,877
2965,-56.190617,-34.891083,714
2966,-56.190704,-34.89039,917
2967,-56.190125,-34.889355,763
2968,-56.18881,-34.88926,670
2969,-56.188206,-34.88922,674
2970,-56.188908,-34.89011,746
2971,-56.189957,-34.890175,616
2972,-56.186596,-34.877586,972
2973,-56.18661,-34.87759,972
2974,-56.18742,-34.87862,1356
2975,-56.18653,-34.878956,825
2976,-56.186462,-34.878956,825
2977,-56.18603,-34.880188,1236
2978,-56.185074,-34.880554,1666
2979,-56.183865,-34.881012,1379
2980,-56.18317,-34.881264,1297
2981,-56.18206,-34.881702,1044
2982,-56.181595,-34.881878,1440
2983,-56.179996,-34.88249,1824
2984,-56.17931,-34.882744,1554
2985,-56.178814,-34.88294,1912
2986,-56.17842,-34.8831,1921
2987,-56.178856,-34.88384,2164
2988,-56.179737,-34.88351,1927
2989,-56.18027,-34.883316,2203
2990,-56.18109,-34.883003,2118
2991,-56.181904,-34.882694,1571
2992,-56.18377,-34.881985,1443
2993,-56.184643,-34.881657,1221
2994,-56.185352,-34.88139,1306
2995,-56.186104,-34.881107,1427
2996,-56.18682,-34.880833,1268
2997,-56.187325,-34.88063,1153
2998,-56.187176,-34.88189,1397
2999,-56.186565,-34.882114,1010
3000,-56.185543,-34.882504,1454
3001,-56.184227,-34.882996,1044
3002,-56.18421,-34.883,1044
3003,-56.183674,-34.883205,1134
3004,-56.182426,-34.883675,1706
3005,-56.18143,-34.88405,1951
3006,-56.18097,-34.88423,2296
3007,-56.180603,-34.884365,2130
3008,-56.179768,-34.884697,1635
3009,-56.17955,-34.885315,1795
3010,-56.180252,-34.885452,1861
3011,-56.180717,-34.885273,1622
3012,-56.181404,-34.88501,2025
3013,-56.18249,-34.884594,1826
3014,-56.1834,-34.88424,1419
3015,-56.183895,-34.88406,1571
3016,-56.184586,-34.883797,1056
3017,-56.18491,-34.88298,1132
3018,-56.181877,-34.885998,1590
3019,-56.181858,-34.886005,1590
3020,-56.181007,-34.886303,1731
3021,-56.180355,-34.886562,1235
3022,-56.181206,-34.88712,1045
3023,-56.181232,-34.88711,1045
3024,-56.182896,-34.88787,928
3025,-56.18258,-34.88798,1028
3026,-56.181763,-34.88829,1101
3027,-56.18154,-34.888374,1101
3028,-56.184605,-34.88795,642
3029,-56.18459,-34.887928,642
3030,-56.184605,-34.88824,802
3031,-56.18384,-34.888515,802
3032,-56.183796,-34.88853,802
3033,-56.182312,-34.8891,1436
3034,-56.181896,-34.88926,1153
3035,-56.180164,-34.88909,1305
3036,-56.18018,-34.888966,1432
3037,-56.1801,-34.888256,1319
3038,-56.178986,-34.88815,1843
3039,-56.17855,-34.888107,1847
3040,-56.17688,-34.88795,1594
3041,-56.175713,-34.887856,1965
3042,-56.17576,-34.883446,1568
3043,-56.176582,-34.883713,1690
3044,-56.176517,-34.884075,2015
3045,-56.176384,-34.88502,1765
3046,-56.176205,-34.886265,1644
3047,-56.17607,-34.887222,1632
3048,-56.17588,-34.88854,1866
3049,-56.176743,-34.888832,1939
3050,-56.177113,-34.887012,1817
3051,-56.177223,-34.88621,1473
3052,-56.177296,-34.885525,1716
3053,-56.17737,-34.88512,1453
3054,-56.17754,-34.883877,1890
3055,-56.17759,-34.88351,1655
3056,-56.177696,-34.882782,1618
3057,-56.176693,-34.882874,1708
3058,-56.176926,-34.88474,1445
3059,-56.176952,-34.88474,1445
3060,-56.178368,-34.884876,2007
3061,-56.178596,-34.885147,1766
3062,-56.17844,-34.886166,1789
3063,-56.178417,-34.886337,1789
3064,-56.17823,-34.887688,1836
3065,-56.178074,-34.888855,1835
3066,-56.179283,-34.88908,1698
3067,-56.17932,-34.88698,1447
3068,-56.179413,-34.886295,1341
3069,-56.178734,-34.885868,1798
3070,-56.178528,-34.884453,1924
3071,-56.178585,-34.88405,1997
3072,-56.166924,-34.87853,1658
3073,-56.16687,-34.879032,1479
3074,-56.166294,-34.88432,1496
3075,-56.166256,-34.884964,1393
3076,-56.167515,-34.883827,1266
3077,-56.167526,-34.883694,1266
3078,-56.16882,-34.884136,1838
3079,-56.16925,-34.88416,1514
3080,-56.1702,-34.88421,1918
3081,-56.171505,-34.884296,2113
3082,-56.171604,-34.884315,2113
3083,-56.17268,-34.884544,1945
3084,-56.17322,-34.884697,1699
3085,-56.173267,-34.88471,1699
3086,-56.174026,-34.885365,1542
3087,-56.173805,-34.8856,2265
3088,-56.172626,-34.885532,1941
3089,-56.17203,-34.885494,2088
3090,-56.1714,-34.885456,2002
3091,-56.170982,-34.885437,1742
3092,-56.16967,-34.885353,1931
3093,-56.169544,-34.885345,1720
3094,-56.167927,-34.88525,1722
3095,-56.167263,-34.885216,1678
3096,-56.166416,-34.88516,1393
3097,-56.16616,-34.88559,1800
3098,-56.16623,-34.88603,1621
3099,-56.167717,-34.886147,1740
3100,-56.16863,-34.886208,2079
3101,-56.169247,-34.88625,1650
3102,-56.170372,-34.886326,1634
3103,-56.171303,-34.886406,2218
3104,-56.172504,-34.886497,2212
3105,-56.17366,-34.886604,1982
3106,-56.173813,-34.887188,1657
3107,-56.173416,-34.887623,2044
3108,-56.172432,-34.887524,2127
3109,-56.17145,-34.88746,2023
3110,-56.17071,-34.88739,1952
3111,-56.169857,-34.887337,1801
3112,-56.16924,-34.887295,1668
3113,-56.168503,-34.887257,2115
3114,-56.167416,-34.887173,1589
3115,-56.165997,-34.887123,1708
3116,-56.166027,-34.88799,1443
3117,-56.16798,-34.88818,1709
3118,-56.168995,-34.88829,1675
3119,-56.169495,-34.88792,1735
3120,-56.170933,-34.88814,1957
3121,-56.171505,-34.88851,1810
3122,-56.172695,-34.888565,1921
3123,-56.173306,-34.888588,2153
3124,-56.174316,-34.888634,1847
3125,-56.174736,-34.888004,2074
3126,-56.17489,-34.88692,1587
3127,-56.17496,-34.88652,1788
3128,-56.17506,-34.885902,2006
3129,-56.17516,-34.885174,1580
3130,-56.175186,-34.88497,1836
3131,-56.175247,-34.884544,2108
3132,-56.175316,-34.88408,1729
3133,-56.17546,-34.883175,2001
3134,-56.17555,-34.882557,1868
3135,-56.17562,-34.88199,1479
3136,-56.175716,-34.88126,1995
3137,-56.175865,-34.88035,1819
3138,-56.17584,-34.879673,1754
3139,-56.173607,-34.879494,1617
3140,-56.172367,-34.879414,1768
3141,-56.17158,-34.879345,1547
3142,-56.170803,-34.87929,1629
3143,-56.169662,-34.879196,1247
3144,-56.16964,-34.879192,1247
3145,-56.1692,-34.87982,1167
3146,-56.169624,-34.879944,1344
3147,-56.170856,-34.880024,1772
3148,-56.17108,-34.880043,1705
3149,-56.17263,-34.880157,1907
3150,-56.173218,-34.880196,2032
3151,-56.17437,-34.880276,1941
3152,-56.174355,-34.881172,2259
3153,-56.17308,-34.88113,2097
3154,-56.1726,-34.88112,1794
3155,-56.171978,-34.88111,1776
3156,-56.171738,-34.881256,2185
3157,-56.170216,-34.881832,1253
3158,-56.170372,-34.880642,1178
3159,-56.17446,-34.88185,1534
3160,-56.174095,-34.882282,1860
3161,-56.173122,-34.882256,1781
3162,-56.171955,-34.88223,1820
3163,-56.17135,-34.88221,1760
3164,-56.168995,-34.8821,1600
3165,-56.168888,-34.88238,989
3166,-56.16884,-34.88296,1223
3167,-56.16888,-34.883175,1486
3168,-56.170254,-34.883236,2157
3169,-56.171246,-34.88327,1889
3170,-56.171814,-34.883293,1895
3171,-56.1724,-34.883316,1895
3172,-56.173252,-34.883347,1904
3173,-56.174034,-34.883366,2091
3174,-56.174225,-34.88381,1630
3175,-56.1741,-34.884747,1570
3176,-56.161587,-34.878605,1772
3177,-56.16108,-34.87798,1572
3178,-56.160755,-34.877598,1708
3179,-56.159657,-34.8763,1488
3180,-56.158974,-34.87553,1587
3181,-56.158775,-34.87529,1587
3182,-56.158356,-34.874817,1311
3183,-56.15833,-34.874798,1311
3184,-56.157326,-34.873905,924
3185,-56.157787,-34.87345,998
3186,-56.15594,-34.873287,143
3187,-56.153618,-34.87506,461
3188,-56.15184,-34.876995,283
3189,-56.15187,-34.87701,283
3190,-56.151897,-34.877033,283
3191,-56.152584,-34.8769,439
3192,-56.153496,-34.876514,802
3193,-56.1543,-34.87682,932
3194,-56.154667,-34.877335,956
3195,-56.15372,-34.87818,487
3196,-56.1543,-34.87861,818
3197,-56.15525,-34.877724,1306
3198,-56.15588,-34.87784,1151
3199,-56.156605,-34.877357,1390
3200,-56.156807,-34.876865,1090
3201,-56.156372,-34.876602,948
3202,-56.155685,-34.87616,991
3203,-56.154915,-34.875443,695
3204,-56.154945,-34.875416,695
3205,-56.156353,-34.874943,600
3206,-56.15678,-34.875206,1045
3207,-56.157497,-34.87563,1253
3208,-56.156746,-34.878155,1415
3209,-56.15698,-34.878414,1268
3210,-56.15759,-34.879147,1140
3211,-56.157787,-34.879395,1285
3212,-56.158516,-34.880173,1500
3213,-56.159096,-34.88065,1311
3214,-56.159355,-34.880836,1659
3215,-56.15971,-34.881145,1316
3216,-56.161114,-34.882282,1505
3217,-56.161724,-34.88283,1772
3218,-56.162914,-34.884098,2068
3219,-56.163845,-34.884872,1891
3220,-56.165554,-34.884872,1332
3221,-56.16508,-34.884483,1628
3222,-56.164513,-34.88401,1323
3223,-56.1645,-34.884003,1323
3224,-56.16364,-34.883335,1403
3225,-56.162937,-34.882736,1202
3226,-56.16244,-34.882343,1130
3227,-56.16225,-34.88216,1649
3228,-56.161278,-34.88135,1559
3229,-56.16052,-34.88072,1484
3230,-56.160244,-34.88045,1273
3231,-56.159515,-34.879787,1415
3232,-56.158997,-34.87916,1401
3233,-56.15839,-34.87844,1188
3234,-56.157665,-34.87756,1452
3235,-56.157127,-34.87711,1009
3236,-56.155437,-34.87936,1082
3237,-56.15546,-34.87937,1082
3238,-56.15644,-34.880028,1260
3239,-56.15694,-34.88037,1750
3240,-56.158222,-34.88121,1461
3241,-56.158855,-34.881725,1528
3242,-56.159847,-34.88256,1683
3243,-56.16084,-34.883377,1546
3244,-56.16175,-34.884117,1870
3245,-56.16258,-34.884804,1918
3246,-56.162987,-34.885136,1813
3247,-56.16556,-34.887608,1976
3248,-56.16556,-34.8876,1976
3249,-56.165535,-34.88688,1369
3250,-56.16493,-34.886242,1543
3251,-56.16574,-34.885967,1449
3252,-56.165745,-34.885937,1609
3253,-56.165756,-34.88584,1450
3254,-56.165756,-34.885822,1450
3255,-56.16576,-34.8858,1450
3256,-56.16598,-34.883713,1254
3257,-56.16601,-34.88347,1254
3258,-56.166054,-34.882977,853
3259,-56.166058,-34.88295,631
3260,-56.16614,-34.882156,470
3261,-56.166256,-34.881275,1606
3262,-56.16628,-34.881092,1606
3263,-56.166374,-34.88023,1387
3264,-56.165367,-34.878666,1820
3265,-56.16535,-34.87879,1820
3266,-56.165264,-34.879642,1475
3267,-56.165165,-34.880554,1765
3268,-56.16509,-34.881176,2114
3269,-56.165085,-34.881218,2114
3270,-56.164204,-34.882004,1320
3271,-56.16352,-34.881508,1142
3272,-56.1635,-34.881493,1142
3273,-56.163452,-34.88146,1142
3274,-56.161766,-34.880222,1428
3275,-56.160576,-34.879192,1529
3276,-56.16002,-34.87851,1912
3277,-56.1591,-34.87753,1726
3278,-56.159046,-34.87642,1210
3279,-56.158676,-34.876606,1323
3280,-56.164898,-34.87054,1431
3281,-56.16595,-34.869907,969
3282,-56.16694,-34.86986,934
3283,-56.166203,-34.871006,1489
3284,-56.166904,-34.871655,1491
3285,-56.16742,-34.87047,1021
3286,-56.16516,-34.871613,1155
3287,-56.165325,-34.87274,1297
3288,-56.164436,-34.87229,1053
3289,-56.163853,-34.871628,1155
3290,-56.16374,-34.872498,1175
3291,-56.164536,-34.87341,1198
3292,-56.165318,-34.87402,785
3293,-56.165848,-34.874237,741
3294,-56.165768,-34.87498,1094
3295,-56.165657,-34.87602,1232
3296,-56.165516,-34.877346,1139
3297,-56.165497,-34.877533,1044
3298,-56.166664,-34.877342,896
3299,-56.16678,-34.876446,950
3300,-56.16688,-34.87551,804
3301,-56.16699,-34.874496,1150
3302,-56.167084,-34.873657,1146
3303,-56.167225,-34.872322,1134
3304,-56.16591,-34.873615,1120
3305,-56.16478,-34.875477,881
3306,-56.16368,-34.874256,917
3307,-56.163105,-34.873596,1184
3308,-56.162178,-34.87254,1330
3309,-56.16206,-34.872143,1122
3310,-56.161312,-34.871143,1496
3311,-56.160927,-34.870632,1359
3312,-56.160465,-34.87002,939
3313,-56.159657,-34.870438,853
3314,-56.15758,-34.872047,560
3315,-56.15743,-34.87247,726
3316,-56.158028,-34.87299,880
3317,-56.159122,-34.87389,1846
3318,-56.15916,-34.87392,1846
3319,-56.15979,-34.87462,1534
3320,-56.160324,-34.87524,1434
3321,-56.160946,-34.87595,1364
3322,-56.161396,-34.87649,1320
3323,-56.16222,-34.87748,1219
3324,-56.163258,-34.878628,1301
3325,-56.1638,-34.87914,1092
3326,-56.163742,-34.879917,2259
3327,-56.16374,-34.879955,2259
3328,-56.16287,-34.880028,1267
3329,-56.162144,-34.879265,1605
3330,-56.16302,-34.877884,1419
3331,-56.163998,-34.87733,1355
3332,-56.164833,-34.876854,1255
3333,-56.164833,-34.8781,1064
3334,-56.1632,-34.87717,1499
3335,-56.16272,-34.87659,1361
3336,-56.161915,-34.875618,1369
3337,-56.16117,-34.874763,1335
3338,-56.160725,-34.874233,1401
3339,-56.160255,-34.873676,1497
3340,-56.15995,-34.873318,1476
3341,-56.159924,-34.873287,1476
3342,-56.158924,-34.87211,1097
3343,-56.159283,-34.871605,1075
3344,-56.15997,-34.871246,1178
3345,-56.161972,-34.87044,1485
3346,-56.16229,-34.87105,1325
3347,-56.1653,-34.86913,1076
3348,-56.164433,-34.86882,933
3349,-56.16365,-34.868538,891
3350,-56.163948,-34.86954,1203
3351,-56.164364,-34.87045,988
3352,-56.16269,-34.87084,1379
3353,-56.162685,-34.87083,1379
3354,-56.162262,-34.869823,1161
3355,-56.162117,-34.869186,1055
3356,-56.16228,-34.868412,579
3357,-56.16136,-34.869343,851
3358,-56.161377,-34.869385,851
3359,-56.160366,-34.871464,1256
3360,-56.16086,-34.872112,1141
3361,-56.161263,-34.873013,1645
3362,-56.16222,-34.874096,1297
3363,-56.16305,-34.87509,962
3364,-56.163654,-34.87579,977
3365,-56.16406,-34.876274,1038
3366,-56.168674,-34.873173,1341
3367,-56.1687,-34.87244,1550
3368,-56.17341,-34.87037,1118
3369,-56.172127,-34.87028,1094
3370,-56.17048,-34.87016,630
3371,-56.169437,-34.870087,904
3372,-56.16844,-34.870014,887
3373,-56.168114,-34.870815,1171
3374,-56.169235,-34.870888,1156
3375,-56.170376,-34.87098,1078
3376,-56.171623,-34.871082,1165
3377,-56.172855,-34.871166,1116
3378,-56.17271,-34.872185,1500
3379,-56.171856,-34.872124,1386
3380,-56.16938,-34.87194,1488
3381,-56.168293,-34.871853,1414
3382,-56.167606,-34.872158,1276
3383,-56.167454,-34.873543,1212
3384,-56.1723,-34.873238,1643
3385,-56.17149,-34.87318,1623
3386,-56.170044,-34.873142,1990
3387,-56.168232,-34.873062,1246
3388,-56.167614,-34.873043,1192
3389,-56.174114,-34.874268,1599
3390,-56.173527,-34.87424,1742
3391,-56.17275,-34.874195,1919
3392,-56.17164,-34.87413,1843
3393,-56.170097,-34.874046,1661
3394,-56.169334,-34.874023,1566
3395,-56.16809,-34.87398,1129
3396,-56.167496,-34.874844,1147
3397,-56.168385,-34.87488,1586
3398,-56.169094,-34.874905,1814
3399,-56.17132,-34.87498,1832
3400,-56.172573,-34.87504,1640
3401,-56.17385,-34.875103,1345
3402,-56.17499,-34.875153,1653
3403,-56.17599,-34.87518,1621
3404,-56.177376,-34.875378,1303
3405,-56.17679,-34.87624,1610
3406,-56.17591,-34.876198,2083
3407,-56.17504,-34.877186,1707
3408,-56.174973,-34.877926,1821
3409,-56.176052,-34.877583,2103
3410,-56.17609,-34.877346,2188
3411,-56.174896,-34.876175,2075
3412,-56.17335,-34.876095,1792
3413,-56.172554,-34.876064,1368
3414,-56.17111,-34.876022,2039
3415,-56.16939,-34.87594,1657
3416,-56.16862,-34.87591,1317
3417,-56.16739,-34.875866,1386
3418,-56.167274,-34.87665,1302
3419,-56.168175,-34.87668,1741
3420,-56.16852,-34.876713,1482
3421,-56.170467,-34.876766,1881
3422,-56.171234,-34.876816,1673
3423,-56.172035,-34.87685,1574
3424,-56.173046,-34.878647,1691
3425,-56.172314,-34.8786,1350
3426,-56.171104,-34.87852,1697
3427,-56.169525,-34.878407,1423
3428,-56.168217,-34.87832,950
3429,-56.168217,-34.87763,1497
3430,-56.168217,-34.877617,1497
3431,-56.169254,-34.87745,1454
3432,-56.170654,-34.877525,1731
3433,-56.171577,-34.877598,1688
3434,-56.171944,-34.87763,1436
3435,-56.175602,-34.87827,2216
3436,-56.175926,-34.878857,1337
3437,-56.17655,-34.87993,1372
3438,-56.17694,-34.88063,1638
3439,-56.17745,-34.88154,1604
3440,-56.177517,-34.881657,1506
3441,-56.177704,-34.881992,1658
3442,-56.178123,-34.882095,1482
3443,-56.179256,-34.881664,1752
3444,-56.18056,-34.881157,1517
3445,-56.180386,-34.880417,1670
3446,-56.179745,-34.879227,1898
3447,-56.179665,-34.879097,1988
3448,-56.179478,-34.87876,1673
3449,-56.17917,-34.878193,1492
3450,-56.179157,-34.878178,1492
3451,-56.177948,-34.876293,1484
3452,-56.17733,-34.876408,1546
3453,-56.177402,-34.87738,1963
3454,-56.17772,-34.877922,1811
3455,-56.178104,-34.878643,1992
3456,-56.17859,-34.879494,1994
3457,-56.178646,-34.8796,1820
3458,-56.178658,-34.87963,1820
3459,-56.179367,-34.880886,1698
3460,-56.179672,-34.881443,1490
3461,-56.181404,-34.88084,1616
3462,-56.181393,-34.880283,1642
3463,-56.180923,-34.879288,1891
3464,-56.18054,-34.878468,1733
3465,-56.18026,-34.878036,1708
3466,-56.180004,-34.877327,1642
3467,-56.178997,-34.875835,1128
3468,-56.17807,-34.87471,1345
3469,-56.17793,-34.87454,1432
