Poblacion,Generaciones,Greedy,Cruce,Mutacion,Fitness
100,100,0.50,0.70,0.01,-46.44
200,200,0.50,1.00,0.20,-51.31
100,200,0.50,0.70,0.10,-49.36
50,200,0.90,1.00,0.05,-51.00
50,200,0.90,1.00,0.01,-50.99
100,200,0.50,0.70,0.20,-47.41
100,100,0.90,0.90,0.10,-51.66
500,500,0.30,0.90,0.20,-55.09
50,200,0.90,0.80,0.10,-53.84
100,200,0.50,0.70,0.05,-47.43
200,200,0.50,1.00,0.05,-47.87
100,100,0.90,0.90,0.20,-51.74
50,200,0.90,0.80,0.20,-51.54
500,100,0.50,0.90,0.01,-50.23
500,500,0.50,0.90,0.20,-55.37
100,200,0.50,0.70,0.01,-46.97
50,200,0.90,0.80,0.05,-51.82
500,200,0.50,0.90,0.05,-53.43
100,100,0.90,0.90,0.05,-52.47
50,200,0.90,0.80,0.01,-51.00
200,200,0.50,1.00,0.01,-51.11
100,200,0.90,0.90,0.10,-51.73
50,200,0.90,0.70,0.10,-52.40
100,100,0.90,0.90,0.01,-51.23
50,200,0.90,0.70,0.20,-51.30
100,200,0.90,0.90,0.20,-52.15
50,200,0.90,0.70,0.05,-52.17
200,200,0.50,0.80,0.10,-47.61
100,100,0.90,1.00,0.10,-53.14
50,200,0.90,0.70,0.01,-50.94
50,200,0.30,0.90,0.10,-43.92
100,200,0.90,0.90,0.05,-52.14
50,200,0.30,0.90,0.20,-45.47
500,100,0.50,1.00,0.10,-49.56
100,100,0.90,1.00,0.20,-53.50
50,200,0.30,0.90,0.05,-44.77
200,200,0.50,0.80,0.20,-50.28
50,200,0.30,0.90,0.01,-45.09
100,200,0.90,0.90,0.01,-51.18
50,200,0.30,1.00,0.10,-45.06
100,100,0.90,1.00,0.05,-53.18
500,200,0.50,0.90,0.01,-51.37
50,200,0.30,1.00,0.20,-46.15
50,200,0.30,1.00,0.05,-43.83
500,500,0.30,0.90,0.05,-52.71
50,200,0.30,1.00,0.01,-45.26
100,100,0.90,1.00,0.01,-51.87
100,200,0.90,1.00,0.10,-51.47
50,200,0.30,0.80,0.10,-42.89
200,200,0.50,0.80,0.05,-49.32
50,200,0.30,0.80,0.20,-45.11
100,100,0.90,0.80,0.10,-52.20
50,200,0.30,0.80,0.05,-44.52
50,200,0.30,0.80,0.01,-43.39
100,200,0.90,1.00,0.20,-52.40
50,200,0.30,0.70,0.10,-43.99
500,100,0.50,1.00,0.20,-52.19
100,100,0.90,0.80,0.20,-53.65
50,200,0.30,0.70,0.20,-45.72
200,200,0.50,0.80,0.01,-48.19
50,200,0.30,0.70,0.05,-43.57
100,200,0.90,1.00,0.05,-51.46
50,200,0.30,0.70,0.01,-43.34
500,500,0.50,0.90,0.05,-56.09
50,200,0.10,0.90,0.10,-44.17
100,100,0.90,0.80,0.05,-52.09
50,200,0.10,0.90,0.20,-43.89
50,200,0.10,0.90,0.05,-40.49
50,200,0.10,0.90,0.01,-41.35
200,200,0.50,0.70,0.10,-48.68
50,200,0.10,1.00,0.10,-43.49
100,200,0.90,1.00,0.01,-51.81
100,100,0.90,0.80,0.01,-51.13
50,200,0.10,1.00,0.20,-42.79
500,200,0.50,1.00,0.10,-51.56
50,200,0.10,1.00,0.05,-43.41
50,200,0.10,1.00,0.01,-42.23
50,200,0.10,0.80,0.10,-40.62
50,200,0.10,0.80,0.20,-43.31
100,100,0.90,0.70,0.10,-51.26
100,200,0.90,0.80,0.10,-52.37
50,200,0.10,0.80,0.05,-41.89
200,200,0.50,0.70,0.20,-48.06
500,100,0.50,1.00,0.05,-51.83
50,200,0.10,0.80,0.01,-40.94
50,200,0.10,0.70,0.10,-40.66
50,200,0.10,0.70,0.20,-41.81
100,100,0.90,0.70,0.20,-51.66
50,200,0.10,0.70,0.05,-43.55
100,200,0.90,0.80,0.20,-52.06
50,200,0.10,0.70,0.01,-42.28
50,500,0.50,0.90,0.10,-47.56
500,500,0.30,0.90,0.01,-49.14
200,200,0.50,0.70,0.05,-49.21
100,100,0.90,0.70,0.05,-51.28
100,200,0.90,0.80,0.05,-51.02
50,500,0.50,0.90,0.20,-48.97
100,100,0.90,0.70,0.01,-51.46
50,500,0.50,0.90,0.05,-46.43
100,100,0.30,0.90,0.10,-42.95
100,200,0.90,0.80,0.01,-51.45
200,200,0.50,0.70,0.01,-47.56
500,200,0.50,1.00,0.20,-51.57
500,100,0.50,1.00,0.01,-50.72
100,100,0.30,0.90,0.20,-44.69
50,500,0.50,0.90,0.01,-46.17
100,100,0.30,0.90,0.05,-43.25
50,500,0.50,1.00,0.10,-46.95
100,200,0.90,0.70,0.10,-52.41
100,100,0.30,0.90,0.01,-44.19
50,500,0.50,1.00,0.20,-48.02
100,100,0.30,1.00,0.10,-47.05
500,500,0.50,0.90,0.01,-49.97
100,100,0.30,1.00,0.20,-46.49
100,200,0.90,0.70,0.20,-52.26
50,500,0.50,1.00,0.05,-47.15
200,200,0.90,0.90,0.10,-54.59
100,100,0.30,1.00,0.05,-45.42
50,500,0.50,1.00,0.01,-46.32
100,100,0.30,1.00,0.01,-44.77
100,200,0.90,0.70,0.05,-52.07
50,500,0.50,0.80,0.10,-46.62
100,100,0.30,0.80,0.10,-46.86
500,100,0.50,0.80,0.10,-50.97
100,100,0.30,0.80,0.20,-44.80
50,500,0.50,0.80,0.20,-48.34
100,200,0.90,0.70,0.01,-52.59
100,100,0.30,0.80,0.05,-43.76
200,200,0.90,0.90,0.20,-53.67
500,200,0.50,1.00,0.05,-52.12
50,500,0.50,0.80,0.05,-47.66
100,100,0.30,0.80,0.01,-44.69
100,200,0.30,0.90,0.10,-44.97
100,100,0.30,0.70,0.10,-43.60
50,500,0.50,0.80,0.01,-45.98
500,500,0.30,1.00,0.10,-52.78
100,200,0.30,0.90,0.20,-48.08
100,100,0.30,0.70,0.20,-46.51
50,500,0.50,0.70,0.10,-46.81
100,200,0.30,0.90,0.05,-43.98
100,100,0.30,0.70,0.05,-44.74
50,500,0.50,0.70,0.20,-48.03
100,100,0.30,0.70,0.01,-45.34
100,200,0.30,0.90,0.01,-46.06
200,200,0.90,0.90,0.05,-51.59
100,100,0.10,0.90,0.10,-42.50
500,100,0.50,0.80,0.20,-51.80
50,500,0.50,0.70,0.05,-46.31
100,100,0.10,0.90,0.20,-43.80
100,200,0.30,1.00,0.10,-46.30
100,100,0.10,0.90,0.05,-45.27
100,100,0.10,0.90,0.01,-43.76
50,500,0.50,0.70,0.01,-48.01
100,200,0.30,1.00,0.20,-46.65
100,100,0.10,1.00,0.10,-45.35
500,500,0.50,1.00,0.10,-53.75
100,100,0.10,1.00,0.20,-43.82
50,500,0.90,0.90,0.10,-52.14
100,100,0.10,1.00,0.05,-45.30
100,200,0.30,1.00,0.05,-48.15
100,100,0.10,1.00,0.01,-43.38
200,200,0.90,0.90,0.01,-55.07
500,200,0.50,1.00,0.01,-52.81
100,100,0.10,0.80,0.10,-43.99
100,200,0.30,1.00,0.01,-47.14
50,500,0.90,0.90,0.20,-52.23
100,100,0.10,0.80,0.20,-43.81
100,100,0.10,0.80,0.05,-42.01
100,200,0.30,0.80,0.10,-45.27
500,100,0.50,0.80,0.05,-50.30
100,100,0.10,0.80,0.01,-44.31
50,500,0.90,0.90,0.05,-53.22
100,100,0.10,0.70,0.10,-42.22
100,200,0.30,0.80,0.20,-45.61
100,100,0.10,0.70,0.20,-40.89
100,100,0.10,0.70,0.05,-46.03
50,500,0.90,0.90,0.01,-50.98
100,100,0.10,0.70,0.01,-44.89
100,200,0.30,0.80,0.05,-46.88
200,200,0.90,1.00,0.10,-52.65
100,50,0.50,0.90,0.10,-47.70
100,200,0.30,0.80,0.01,-43.56
50,500,0.90,1.00,0.10,-51.84
100,50,0.50,0.90,0.20,-47.27
100,200,0.30,0.70,0.10,-46.25
500,500,0.30,1.00,0.20,-54.19
50,500,0.90,1.00,0.20,-52.02
100,50,0.50,0.90,0.05,-46.90
100,200,0.30,0.70,0.20,-46.64
100,50,0.50,0.90,0.01,-49.92
500,100,0.50,0.80,0.01,-49.59
50,500,0.90,1.00,0.05,-51.51
100,200,0.30,0.70,0.05,-44.62
500,200,0.50,0.80,0.10,-49.47
200,200,0.90,1.00,0.20,-52.72
100,50,0.50,1.00,0.10,-48.58
100,200,0.30,0.70,0.01,-46.07
50,500,0.90,1.00,0.01,-51.08
100,50,0.50,1.00,0.20,-47.26
100,200,0.10,0.90,0.10,-44.97
100,50,0.50,1.00,0.05,-49.20
100,200,0.10,0.90,0.20,-46.24
50,500,0.90,0.80,0.10,-51.76
100,200,0.10,0.90,0.05,-43.78
100,50,0.50,1.00,0.01,-47.29
50,500,0.90,0.80,0.20,-52.81
100,200,0.10,0.90,0.01,-43.77
200,200,0.90,1.00,0.05,-53.09
100,50,0.50,0.80,0.10,-46.27
500,500,0.50,1.00,0.20,-57.68
100,200,0.10,1.00,0.10,-44.69
100,50,0.50,0.80,0.20,-48.17
50,500,0.90,0.80,0.05,-52.04
500,100,0.50,0.70,0.10,-50.16
100,200,0.10,1.00,0.20,-45.37
100,50,0.50,0.80,0.05,-46.88
100,200,0.10,1.00,0.05,-46.23
50,500,0.90,0.80,0.01,-51.44
100,50,0.50,0.80,0.01,-46.16
100,200,0.10,1.00,0.01,-45.94
500,200,0.50,0.80,0.20,-51.82
100,50,0.50,0.70,0.10,-49.10
100,200,0.10,0.80,0.10,-43.76
50,500,0.90,0.70,0.10,-52.71
200,200,0.90,1.00,0.01,-53.27
100,200,0.10,0.80,0.20,-43.32
100,50,0.50,0.70,0.20,-46.09
50,500,0.90,0.70,0.20,-52.69
100,200,0.10,0.80,0.05,-42.55
100,50,0.50,0.70,0.05,-47.79
100,200,0.10,0.80,0.01,-43.10
500,500,0.30,1.00,0.05,-51.09
500,100,0.50,0.70,0.20,-49.25
100,50,0.50,0.70,0.01,-46.36
50,500,0.90,0.70,0.05,-51.18
100,200,0.10,0.70,0.10,-44.53
100,200,0.10,0.70,0.20,-44.99
100,50,0.90,0.90,0.10,-51.59
200,200,0.90,0.80,0.10,-52.71
50,500,0.90,0.70,0.01,-50.76
100,200,0.10,0.70,0.05,-43.76
50,500,0.30,0.90,0.10,-48.04
100,200,0.10,0.70,0.01,-43.42
100,50,0.90,0.90,0.20,-51.13
50,500,0.30,0.90,0.20,-48.65
50,500,0.30,0.90,0.05,-47.56
100,50,0.90,0.90,0.05,-51.91
100,500,0.50,0.90,0.10,-50.05
500,200,0.50,0.80,0.05,-49.69
50,500,0.30,0.90,0.01,-44.24
500,500,0.50,1.00,0.05,-52.78
200,200,0.90,0.80,0.20,-52.28
500,100,0.50,0.70,0.05,-50.88
100,50,0.90,0.90,0.01,-51.23
50,500,0.30,1.00,0.10,-45.02
100,500,0.50,0.90,0.20,-52.18
50,500,0.30,1.00,0.20,-47.27
100,50,0.90,1.00,0.10,-52.82
50,500,0.30,1.00,0.05,-45.38
50,500,0.30,1.00,0.01,-44.94
100,50,0.90,1.00,0.20,-51.24
100,500,0.50,0.90,0.05,-51.42
200,200,0.90,0.80,0.05,-52.94
50,500,0.30,0.80,0.10,-45.30
100,50,0.90,1.00,0.05,-51.97
500,100,0.50,0.70,0.01,-49.78
50,500,0.30,0.80,0.20,-48.09
100,500,0.50,0.90,0.01,-48.51
500,500,0.30,1.00,0.01,-52.88
50,500,0.30,0.80,0.05,-44.68
500,200,0.50,0.80,0.01,-50.52
100,50,0.90,1.00,0.01,-52.12
50,500,0.30,0.80,0.01,-43.23
200,200,0.90,0.80,0.01,-51.46
100,500,0.50,1.00,0.10,-48.71
50,500,0.30,0.70,0.10,-47.53
100,50,0.90,0.80,0.10,-52.18
50,500,0.30,0.70,0.20,-47.56
100,50,0.90,0.80,0.20,-51.86
50,500,0.30,0.70,0.05,-45.57
100,500,0.50,1.00,0.20,-48.58
500,500,0.50,1.00,0.01,-52.24
50,500,0.30,0.70,0.01,-44.06
100,50,0.90,0.80,0.05,-51.48
50,500,0.10,0.90,0.10,-45.46
200,200,0.90,0.70,0.10,-52.41
50,500,0.10,0.90,0.20,-44.20
100,500,0.50,1.00,0.05,-48.33
100,50,0.90,0.80,0.01,-51.21
50,500,0.10,0.90,0.05,-42.82
500,100,0.90,0.90,0.10,-53.66
500,200,0.50,0.70,0.10,-49.91
50,500,0.10,0.90,0.01,-41.97
100,50,0.90,0.70,0.10,-51.29
100,500,0.50,1.00,0.01,-48.08
200,200,0.90,0.70,0.20,-52.90
50,500,0.10,1.00,0.10,-43.25
50,500,0.10,1.00,0.20,-46.47
100,50,0.90,0.70,0.20,-51.35
50,500,0.10,1.00,0.05,-43.54
100,500,0.50,0.80,0.10,-48.77
50,500,0.10,1.00,0.01,-41.91
100,50,0.90,0.70,0.05,-51.50
500,500,0.30,0.80,0.10,-53.39
50,500,0.10,0.80,0.10,-46.08
200,200,0.90,0.70,0.05,-51.71
50,500,0.10,0.80,0.20,-43.90
100,50,0.90,0.70,0.01,-51.06
100,500,0.50,0.80,0.20,-49.41
50,500,0.10,0.80,0.05,-41.20
100,50,0.30,0.90,0.10,-46.26
100,50,0.30,0.90,0.20,-45.64
50,500,0.10,0.80,0.01,-44.54
100,50,0.30,0.90,0.05,-47.63
50,500,0.10,0.70,0.10,-43.33
100,500,0.50,0.80,0.05,-51.35
500,200,0.50,0.70,0.20,-50.83
500,500,0.50,0.80,0.10,-54.77
100,50,0.30,0.90,0.01,-43.32
50,500,0.10,0.70,0.20,-43.02
100,50,0.30,1.00,0.10,-45.77
500,100,0.90,0.90,0.20,-55.29
200,200,0.90,0.70,0.01,-51.31
50,500,0.10,0.70,0.05,-40.98
100,50,0.30,1.00,0.20,-44.74
100,500,0.50,0.80,0.01,-46.98
100,50,0.30,1.00,0.05,-44.30
50,500,0.10,0.70,0.01,-42.79
50,100,0.50,0.90,0.10,-47.05
100,50,0.30,1.00,0.01,-44.03
200,200,0.30,0.90,0.10,-48.03
50,100,0.50,0.90,0.20,-47.40
100,50,0.30,0.80,0.10,-44.14
50,100,0.50,0.90,0.05,-45.82
100,500,0.50,0.70,0.10,-47.96
100,50,0.30,0.80,0.20,-45.06
50,100,0.50,0.90,0.01,-45.75
100,50,0.30,0.80,0.05,-45.66
50,100,0.50,1.00,0.10,-48.11
200,200,0.30,0.90,0.20,-49.50
100,50,0.30,0.80,0.01,-47.67
50,100,0.50,1.00,0.20,-48.04
50,100,0.50,1.00,0.05,-46.33
100,50,0.30,0.70,0.10,-43.41
100,500,0.50,0.70,0.20,-50.67
50,100,0.50,1.00,0.01,-47.57
500,200,0.50,0.70,0.05,-49.13
100,50,0.30,0.70,0.20,-46.49
50,100,0.50,0.80,0.10,-48.07
100,50,0.30,0.70,0.05,-43.98
200,200,0.30,0.90,0.05,-47.39
50,100,0.50,0.80,0.20,-46.12
100,50,0.30,0.70,0.01,-43.66
50,100,0.50,0.80,0.05,-47.33
100,50,0.10,0.90,0.10,-41.83
100,500,0.50,0.70,0.05,-48.23
500,500,0.30,0.80,0.20,-54.70
100,50,0.10,0.90,0.20,-46.19
50,100,0.50,0.80,0.01,-46.81
100,50,0.10,0.90,0.05,-43.49
50,100,0.50,0.70,0.10,-45.63
100,50,0.10,0.90,0.01,-42.08
500,100,0.90,0.90,0.05,-52.55
100,50,0.10,1.00,0.10,-44.31
50,100,0.50,0.70,0.20,-46.58
200,200,0.30,0.90,0.01,-48.34
100,50,0.10,1.00,0.20,-44.28
50,100,0.50,0.70,0.05,-47.17
100,50,0.10,1.00,0.05,-45.02
100,500,0.50,0.70,0.01,-47.98
100,50,0.10,1.00,0.01,-44.01
50,100,0.50,0.70,0.01,-48.93
100,50,0.10,0.80,0.10,-43.21
100,50,0.10,0.80,0.20,-41.03
100,50,0.10,0.80,0.05,-45.46
50,100,0.90,0.90,0.10,-50.93
100,50,0.10,0.80,0.01,-42.79
200,200,0.30,1.00,0.10,-48.94
100,50,0.10,0.70,0.10,-42.25
50,100,0.90,0.90,0.20,-51.85
100,50,0.10,0.70,0.20,-44.58
100,50,0.10,0.70,0.05,-41.90
100,500,0.90,0.90,0.10,-52.38
100,50,0.10,0.70,0.01,-43.28
50,100,0.90,0.90,0.05,-51.59
500,500,0.50,0.80,0.20,-52.69
50,100,0.90,0.90,0.01,-51.03
500,200,0.50,0.70,0.01,-52.36
200,200,0.30,1.00,0.20,-50.32
50,100,0.90,1.00,0.10,-51.06
100,500,0.30,0.90,0.10,-46.70
100,500,0.90,0.90,0.20,-53.10
50,100,0.90,1.00,0.20,-51.04
200,200,0.30,1.00,0.05,-46.72
50,100,0.90,1.00,0.05,-50.83
100,500,0.30,0.90,0.20,-49.24
50,100,0.90,1.00,0.01,-51.02
500,100,0.90,0.90,0.01,-54.30
50,100,0.90,0.80,0.10,-51.02
100,500,0.90,0.90,0.05,-51.93
200,200,0.30,1.00,0.01,-47.79
100,500,0.30,0.90,0.05,-48.59
50,100,0.90,0.80,0.20,-51.47
50,100,0.90,0.80,0.05,-52.00
500,500,0.30,0.80,0.05,-52.77
50,100,0.90,0.80,0.01,-51.01
100,500,0.90,0.90,0.01,-52.30
100,500,0.30,0.90,0.01,-47.63
200,200,0.30,0.80,0.10,-49.99
50,100,0.90,0.70,0.10,-51.43
50,100,0.90,0.70,0.20,-51.56
100,500,0.30,1.00,0.10,-48.16
200,200,0.30,0.80,0.20,-47.00
50,100,0.90,0.70,0.05,-50.89
100,500,0.90,1.00,0.10,-53.34
50,100,0.90,0.70,0.01,-51.34
500,200,0.90,0.90,0.10,-53.66
50,100,0.30,0.90,0.10,-44.78
50,100,0.30,0.90,0.20,-43.41
100,500,0.30,1.00,0.20,-49.63
50,100,0.30,0.90,0.05,-44.01
200,200,0.30,0.80,0.05,-48.39
50,100,0.30,0.90,0.01,-42.29
50,100,0.30,1.00,0.10,-45.55
50,100,0.30,1.00,0.20,-46.44
100,500,0.90,1.00,0.20,-54.35
500,500,0.50,0.80,0.05,-53.58
500,100,0.90,1.00,0.10,-53.39
50,100,0.30,1.00,0.05,-44.89
100,500,0.30,1.00,0.05,-46.67
50,100,0.30,1.00,0.01,-43.50
200,200,0.30,0.80,0.01,-45.45
50,100,0.30,0.80,0.10,-45.35
50,100,0.30,0.80,0.20,-44.28
50,100,0.30,0.80,0.05,-44.06
50,100,0.30,0.80,0.01,-42.56
100,500,0.30,1.00,0.01,-44.94
50,100,0.30,0.70,0.10,-44.66
100,500,0.90,1.00,0.05,-51.50
50,100,0.30,0.70,0.20,-43.53
200,200,0.30,0.70,0.10,-47.19
50,100,0.30,0.70,0.05,-43.51
50,100,0.30,0.70,0.01,-43.21
50,100,0.10,0.90,0.10,-43.18
100,500,0.30,0.80,0.10,-47.04
50,100,0.10,0.90,0.20,-42.60
50,100,0.10,0.90,0.05,-42.36
50,100,0.10,0.90,0.01,-42.73
50,100,0.10,1.00,0.10,-43.97
50,100,0.10,1.00,0.20,-44.98
200,200,0.30,0.70,0.20,-47.46
50,100,0.10,1.00,0.05,-43.48
500,500,0.30,0.80,0.01,-48.84
50,100,0.10,1.00,0.01,-42.85
100,500,0.90,1.00,0.01,-51.43
50,100,0.10,0.80,0.10,-41.36
100,500,0.30,0.80,0.20,-48.63
50,100,0.10,0.80,0.20,-41.61
50,100,0.10,0.80,0.05,-41.61
50,100,0.10,0.80,0.01,-43.00
50,100,0.10,0.70,0.10,-40.00
50,100,0.10,0.70,0.20,-40.01
50,100,0.10,0.70,0.05,-41.51
200,200,0.30,0.70,0.05,-47.22
50,100,0.10,0.70,0.01,-39.34
500,100,0.90,1.00,0.20,-56.22
50,50,0.50,0.90,0.10,-45.76
100,500,0.30,0.80,0.05,-46.56
500,200,0.90,0.90,0.20,-54.89
100,500,0.90,0.80,0.10,-52.05
50,50,0.50,0.90,0.20,-48.76
50,50,0.50,0.90,0.05,-45.54
50,50,0.50,0.90,0.01,-46.35
200,200,0.30,0.70,0.01,-46.17
50,50,0.50,1.00,0.10,-47.73
100,500,0.30,0.80,0.01,-44.38
50,50,0.50,1.00,0.20,-46.44
500,500,0.50,0.80,0.01,-50.03
50,50,0.50,1.00,0.05,-45.96
50,50,0.50,1.00,0.01,-46.20
200,200,0.10,0.90,0.10,-47.91
100,500,0.90,0.80,0.20,-53.11
50,50,0.50,0.80,0.10,-46.99
100,500,0.30,0.70,0.10,-46.95
50,50,0.50,0.80,0.20,-47.72
50,50,0.50,0.80,0.05,-46.54
200,200,0.10,0.90,0.20,-48.60
50,50,0.50,0.80,0.01,-46.01
50,50,0.50,0.70,0.10,-46.01
100,500,0.90,0.80,0.05,-52.09
100,500,0.30,0.70,0.20,-49.65
50,50,0.50,0.70,0.20,-45.95
50,50,0.50,0.70,0.05,-45.43
200,200,0.10,0.90,0.05,-48.12
500,500,0.30,0.70,0.10,-50.79
50,50,0.50,0.70,0.01,-45.76
500,100,0.90,1.00,0.05,-54.61
50,50,0.90,0.90,0.10,-51.16
100,500,0.30,0.70,0.05,-46.19
200,200,0.10,0.90,0.01,-47.98
100,500,0.90,0.80,0.01,-51.53
50,50,0.90,0.90,0.20,-51.42
50,50,0.90,0.90,0.05,-51.12
100,500,0.30,0.70,0.01,-44.79
500,200,0.90,0.90,0.05,-52.64
200,200,0.10,1.00,0.10,-50.64
50,50,0.90,0.90,0.01,-51.62
50,50,0.90,1.00,0.10,-51.37
100,500,0.90,0.70,0.10,-52.35
100,500,0.10,0.90,0.10,-46.75
200,200,0.10,1.00,0.20,-46.96
50,50,0.90,1.00,0.20,-50.90
50,50,0.90,1.00,0.05,-50.87
100,500,0.10,0.90,0.20,-47.68
50,50,0.90,1.00,0.01,-50.92
200,200,0.10,1.00,0.05,-48.91
50,50,0.90,0.80,0.10,-50.91
100,500,0.90,0.70,0.20,-53.27
100,500,0.10,0.90,0.05,-44.97
50,50,0.90,0.80,0.20,-52.60
200,200,0.10,1.00,0.01,-47.27
50,50,0.90,0.80,0.05,-51.45
500,500,0.50,0.70,0.10,-54.00
50,50,0.90,0.80,0.01,-51.14
100,500,0.10,0.90,0.01,-46.75
500,100,0.90,1.00,0.01,-52.06
200,200,0.10,0.80,0.10,-46.12
100,500,0.90,0.70,0.05,-53.92
50,50,0.90,0.70,0.10,-50.75
50,50,0.90,0.70,0.20,-51.44
100,500,0.10,1.00,0.10,-47.05
200,200,0.10,0.80,0.20,-47.33
50,50,0.90,0.70,0.05,-51.30
500,500,0.30,0.70,0.20,-54.69
50,50,0.90,0.70,0.01,-51.26
100,500,0.90,0.70,0.01,-51.94
50,50,0.30,0.90,0.10,-43.45
200,200,0.10,0.80,0.05,-46.51
50,50,0.10,0.90,0.10,-42.55
100,500,0.10,1.00,0.20,-48.81
50,50,0.10,0.90,0.20,-44.41
50,50,0.30,0.90,0.20,-44.28
50,50,0.10,0.90,0.05,-43.92
500,200,0.90,0.90,0.01,-54.22
50,50,0.10,0.90,0.01,-44.04
50,50,0.30,0.90,0.05,-43.12
50,50,0.10,1.00,0.10,-44.39
50,50,0.30,0.90,0.01,-44.59
50,50,0.10,1.00,0.20,-41.42
50,50,0.10,1.00,0.05,-39.93
50,50,0.30,1.00,0.10,-45.34
50,50,0.10,1.00,0.01,-41.86
50,50,0.10,0.80,0.10,-43.66
50,50,0.30,1.00,0.20,-44.81
200,200,0.10,0.80,0.01,-44.78
50,50,0.10,0.80,0.20,-40.53
100,500,0.10,1.00,0.05,-45.20
50,50,0.10,0.80,0.05,-41.23
50,50,0.30,1.00,0.05,-47.28
50,50,0.10,0.80,0.01,-40.85
50,50,0.10,0.70,0.10,-40.80
50,50,0.30,1.00,0.01,-43.68
50,50,0.10,0.70,0.20,-41.34
50,50,0.10,0.70,0.05,-42.19
50,50,0.30,0.80,0.10,-43.78
50,50,0.10,0.70,0.01,-40.57
50,50,0.30,0.80,0.20,-41.29
50,50,0.30,0.70,0.10,-43.27
50,50,0.30,0.80,0.05,-45.22
50,50,0.30,0.70,0.20,-42.68
200,200,0.10,0.70,0.10,-45.68
100,500,0.10,1.00,0.01,-47.68
50,50,0.30,0.80,0.01,-43.65
50,50,0.30,0.70,0.05,-43.32
50,50,0.30,0.70,0.01,-42.80
500,100,0.90,0.80,0.10,-52.83
200,200,0.10,0.70,0.20,-47.09
100,500,0.10,0.80,0.10,-45.92
100,500,0.10,0.70,0.10,-45.29
200,200,0.10,0.70,0.05,-45.97
100,500,0.10,0.80,0.20,-49.08
100,500,0.10,0.70,0.20,-49.33
200,200,0.10,0.70,0.01,-46.44
100,500,0.10,0.80,0.05,-47.17
100,500,0.10,0.70,0.05,-43.76
500,500,0.50,0.70,0.20,-53.18
500,500,0.30,0.70,0.05,-50.66
500,200,0.90,1.00,0.10,-55.11
100,500,0.10,0.70,0.01,-42.70
100,500,0.10,0.80,0.01,-45.75
500,100,0.90,0.80,0.20,-55.89
200,500,0.50,0.90,0.10,-52.82
200,100,0.50,0.90,0.10,-51.50
200,500,0.30,0.90,0.10,-47.84
200,100,0.50,0.90,0.20,-50.16
200,100,0.50,0.90,0.05,-47.40
200,500,0.50,0.90,0.20,-54.85
500,200,0.30,0.90,0.10,-52.41
500,500,0.30,0.70,0.01,-49.16
200,100,0.50,0.90,0.01,-47.95
200,500,0.30,0.90,0.20,-52.98
500,500,0.50,0.70,0.05,-51.97
