Poblacion,Generaciones,Greedy,Cruce,Mutacion,Fitness
100,100,0.90,0.90,0.20,-53.45
100,200,0.50,0.70,0.05,-47.70
200,50,0.50,0.80,0.05,-46.98
50,200,0.90,0.80,0.20,-51.75
100,200,0.50,0.70,0.01,-47.06
50,200,0.90,0.80,0.05,-52.20
200,200,0.50,1.00,0.01,-50.74
500,200,0.50,0.90,0.05,-52.56
100,100,0.90,0.90,0.05,-54.11
100,500,0.50,0.80,0.20,-48.48
200,100,0.50,0.80,0.20,-48.69
200,50,0.50,0.80,0.01,-48.28
50,200,0.90,0.80,0.01,-50.98
100,200,0.90,0.90,0.10,-51.78
50,200,0.90,0.70,0.10,-51.49
100,100,0.90,0.90,0.01,-51.04
100,500,0.50,0.80,0.05,-47.93
200,200,0.50,0.80,0.10,-51.16
200,100,0.50,0.80,0.05,-48.35
200,50,0.50,0.70,0.10,-48.27
50,200,0.90,0.70,0.20,-51.38
100,100,0.90,1.00,0.10,-51.29
50,200,0.90,0.70,0.05,-51.10
100,200,0.90,0.90,0.20,-52.11
200,50,0.50,0.70,0.20,-48.34
100,500,0.50,0.80,0.01,-46.39
50,200,0.90,0.70,0.01,-51.23
200,100,0.50,0.80,0.01,-48.55
200,200,0.50,0.80,0.20,-51.68
100,100,0.90,1.00,0.20,-51.79
50,200,0.30,0.90,0.10,-44.37
100,200,0.90,0.90,0.05,-52.07
50,200,0.30,0.90,0.20,-45.72
50,200,0.30,0.90,0.05,-45.02
200,50,0.50,0.70,0.05,-48.22
50,200,0.30,0.90,0.01,-43.57
100,100,0.90,1.00,0.05,-51.24
100,500,0.50,0.70,0.10,-49.50
200,100,0.50,0.70,0.10,-49.37
500,200,0.50,0.90,0.01,-51.73
50,200,0.30,1.00,0.10,-45.55
200,200,0.50,0.80,0.05,-49.56
100,200,0.90,0.90,0.01,-51.17
50,200,0.30,1.00,0.20,-44.34
200,50,0.50,0.70,0.01,-48.19
50,200,0.30,1.00,0.05,-44.95
100,100,0.90,1.00,0.01,-51.25
50,200,0.30,1.00,0.01,-43.40
100,500,0.50,0.70,0.20,-51.12
200,100,0.50,0.70,0.20,-48.26
50,200,0.30,0.80,0.10,-44.51
100,200,0.90,1.00,0.10,-53.90
50,200,0.30,0.80,0.20,-44.25
100,100,0.90,0.80,0.10,-52.46
200,200,0.50,0.80,0.01,-49.08
50,200,0.30,0.80,0.05,-45.68
50,200,0.30,0.80,0.01,-44.98
100,500,0.50,0.70,0.05,-48.54
200,50,0.90,0.90,0.10,-51.66
200,100,0.50,0.70,0.05,-48.49
50,200,0.30,0.70,0.10,-43.71
100,200,0.90,1.00,0.20,-53.09
100,100,0.90,0.80,0.20,-52.11
50,200,0.30,0.70,0.20,-44.88
50,200,0.30,0.70,0.05,-42.91
200,200,0.50,0.70,0.10,-48.75
50,200,0.30,0.70,0.01,-43.80
100,500,0.50,0.70,0.01,-48.03
200,100,0.50,0.70,0.01,-46.84
50,200,0.10,0.90,0.10,-43.86
100,100,0.90,0.80,0.05,-51.36
100,200,0.90,1.00,0.05,-51.41
50,200,0.10,0.90,0.20,-41.97
50,200,0.10,0.90,0.05,-41.10
200,50,0.90,0.90,0.20,-52.22
50,200,0.10,0.90,0.01,-43.48
500,200,0.50,1.00,0.10,-52.22
50,200,0.10,1.00,0.10,-41.38
100,100,0.90,0.80,0.01,-51.12
100,200,0.90,1.00,0.01,-51.53
50,200,0.10,1.00,0.20,-42.82
50,200,0.10,1.00,0.05,-41.18
200,200,0.50,0.70,0.20,-50.66
100,500,0.90,0.90,0.10,-53.28
50,200,0.10,1.00,0.01,-41.70
200,100,0.90,0.90,0.10,-52.73
50,200,0.10,0.80,0.10,-43.99
100,100,0.90,0.70,0.10,-51.21
50,200,0.10,0.80,0.20,-42.33
200,50,0.90,0.90,0.05,-52.35
100,200,0.90,0.80,0.10,-51.58
50,200,0.10,0.80,0.05,-41.34
50,200,0.10,0.80,0.01,-39.26
50,200,0.10,0.70,0.10,-41.40
100,100,0.90,0.70,0.20,-52.04
50,200,0.10,0.70,0.20,-41.42
200,100,0.90,0.90,0.20,-51.32
200,200,0.50,0.70,0.05,-48.41
50,200,0.10,0.70,0.05,-42.72
100,200,0.90,0.80,0.20,-52.23
100,500,0.90,0.90,0.20,-52.93
50,200,0.10,0.70,0.01,-39.57
100,100,0.90,0.70,0.05,-52.70
200,50,0.90,0.90,0.01,-52.02
50,500,0.50,0.90,0.10,-46.89
100,200,0.90,0.80,0.05,-51.39
500,200,0.50,1.00,0.20,-52.56
50,500,0.50,0.90,0.20,-48.23
200,200,0.50,0.70,0.01,-48.81
100,100,0.90,0.70,0.01,-52.34
100,500,0.90,0.90,0.05,-54.56
200,100,0.90,0.90,0.05,-51.28
50,500,0.50,0.90,0.05,-48.46
100,100,0.30,0.90,0.10,-44.86
100,200,0.90,0.80,0.01,-51.86
100,100,0.30,0.90,0.20,-47.47
200,50,0.90,1.00,0.10,-53.52
50,500,0.50,0.90,0.01,-48.73
100,100,0.30,0.90,0.05,-45.68
50,500,0.50,1.00,0.10,-47.51
100,500,0.90,0.90,0.01,-51.41
100,100,0.30,0.90,0.01,-44.90
100,200,0.90,0.70,0.10,-51.65
200,200,0.90,0.90,0.10,-53.78
200,100,0.90,0.90,0.01,-51.38
100,100,0.30,1.00,0.10,-45.10
50,500,0.50,1.00,0.20,-50.07
100,100,0.30,1.00,0.20,-45.78
200,50,0.90,1.00,0.20,-51.84
100,200,0.90,0.70,0.20,-52.05
50,500,0.50,1.00,0.05,-47.66
100,100,0.30,1.00,0.05,-46.26
100,500,0.90,1.00,0.10,-52.61
500,200,0.50,1.00,0.05,-52.30
100,100,0.30,1.00,0.01,-44.22
50,500,0.50,1.00,0.01,-48.02
100,200,0.90,0.70,0.05,-51.24
100,100,0.30,0.80,0.10,-46.22
200,100,0.90,1.00,0.10,-51.41
50,500,0.50,0.80,0.10,-47.44
200,200,0.90,0.90,0.20,-53.34
100,100,0.30,0.80,0.20,-45.74
200,50,0.90,1.00,0.05,-52.42
50,500,0.50,0.80,0.20,-48.12
100,100,0.30,0.80,0.05,-44.20
100,500,0.90,1.00,0.20,-53.71
100,200,0.90,0.70,0.01,-51.31
100,100,0.30,0.80,0.01,-46.50
50,500,0.50,0.80,0.05,-46.75
100,200,0.30,0.90,0.10,-47.13
100,100,0.30,0.70,0.10,-46.99
50,500,0.50,0.80,0.01,-47.89
200,100,0.90,1.00,0.20,-52.61
100,100,0.30,0.70,0.20,-44.97
200,50,0.90,1.00,0.01,-54.03
100,200,0.30,0.90,0.20,-46.59
100,100,0.30,0.70,0.05,-44.80
100,500,0.90,1.00,0.05,-52.57
200,200,0.90,0.90,0.05,-52.63
50,500,0.50,0.70,0.10,-47.55
100,200,0.30,0.90,0.05,-45.71
100,100,0.30,0.70,0.01,-43.67
50,500,0.50,0.70,0.20,-48.67
100,100,0.10,0.90,0.10,-44.61
100,200,0.30,0.90,0.01,-45.71
100,100,0.10,0.90,0.20,-44.04
100,100,0.10,0.90,0.05,-42.69
50,500,0.50,0.70,0.05,-46.72
200,50,0.90,0.80,0.10,-51.51
500,200,0.50,1.00,0.01,-50.75
200,100,0.90,1.00,0.05,-53.59
100,200,0.30,1.00,0.10,-45.59
100,100,0.10,0.90,0.01,-46.00
100,500,0.90,1.00,0.01,-51.82
100,100,0.10,1.00,0.10,-45.90
50,500,0.50,0.70,0.01,-47.18
100,100,0.10,1.00,0.20,-45.49
100,200,0.30,1.00,0.20,-47.22
200,200,0.90,0.90,0.01,-51.56
100,100,0.10,1.00,0.05,-44.62
100,100,0.10,1.00,0.01,-43.52
50,500,0.90,0.90,0.10,-51.79
100,200,0.30,1.00,0.05,-47.57
100,100,0.10,0.80,0.10,-45.56
200,50,0.90,0.80,0.20,-53.70
100,500,0.90,0.80,0.10,-53.30
100,100,0.10,0.80,0.20,-45.40
200,100,0.90,1.00,0.01,-52.93
100,200,0.30,1.00,0.01,-45.70
100,100,0.10,0.80,0.05,-43.68
50,500,0.90,0.90,0.20,-51.75
100,100,0.10,0.80,0.01,-42.95
100,200,0.30,0.80,0.10,-46.54
100,100,0.10,0.70,0.10,-44.46
50,500,0.90,0.90,0.05,-51.04
100,100,0.10,0.70,0.20,-44.96
100,100,0.10,0.70,0.05,-41.79
100,200,0.30,0.80,0.20,-45.31
200,200,0.90,1.00,0.10,-53.82
100,500,0.90,0.80,0.20,-53.25
100,100,0.10,0.70,0.01,-43.36
200,50,0.90,0.80,0.05,-51.89
50,500,0.90,0.90,0.01,-51.20
100,200,0.30,0.80,0.05,-45.24
200,100,0.90,0.80,0.10,-52.42
100,50,0.50,0.90,0.10,-47.70
500,200,0.50,0.80,0.10,-53.88
100,200,0.30,0.80,0.01,-46.31
50,500,0.90,1.00,0.10,-53.09
100,50,0.50,0.90,0.20,-46.43
100,500,0.90,0.80,0.05,-52.36
100,200,0.30,0.70,0.10,-46.79
100,50,0.50,0.90,0.05,-47.04
200,50,0.90,0.80,0.01,-52.39
50,500,0.90,1.00,0.20,-52.18
200,200,0.90,1.00,0.20,-54.07
100,50,0.50,0.90,0.01,-47.56
100,200,0.30,0.70,0.20,-44.95
200,100,0.90,0.80,0.20,-52.62
50,500,0.90,1.00,0.05,-51.33
100,50,0.50,1.00,0.10,-48.22
100,200,0.30,0.70,0.05,-44.28
100,500,0.90,0.80,0.01,-52.78
100,50,0.50,1.00,0.20,-48.15
100,200,0.30,0.70,0.01,-44.27
50,500,0.90,1.00,0.01,-51.94
200,50,0.90,0.70,0.10,-53.18
100,50,0.50,1.00,0.05,-47.73
100,200,0.10,0.90,0.10,-44.21
100,200,0.10,0.90,0.20,-46.12
50,500,0.90,0.80,0.10,-52.16
200,100,0.90,0.80,0.05,-51.50
100,50,0.50,1.00,0.01,-48.14
200,200,0.90,1.00,0.05,-52.16
100,500,0.90,0.70,0.10,-52.35
100,200,0.10,0.90,0.05,-46.43
100,50,0.50,0.80,0.10,-46.31
50,500,0.90,0.80,0.20,-52.23
100,200,0.10,0.90,0.01,-43.53
200,50,0.90,0.70,0.20,-52.41
500,200,0.50,0.80,0.20,-51.80
100,50,0.50,0.80,0.20,-46.63
100,200,0.10,1.00,0.10,-47.42
50,500,0.90,0.80,0.05,-51.26
100,50,0.50,0.80,0.05,-47.84
100,200,0.10,1.00,0.20,-47.82
200,100,0.90,0.80,0.01,-52.90
100,500,0.90,0.70,0.20,-53.90
100,50,0.50,0.80,0.01,-47.16
100,200,0.10,1.00,0.05,-47.82
200,200,0.90,1.00,0.01,-52.85
50,500,0.90,0.80,0.01,-51.44
100,200,0.10,1.00,0.01,-44.97
200,50,0.90,0.70,0.05,-51.28
100,50,0.50,0.70,0.10,-47.12
100,200,0.10,0.80,0.10,-45.11
50,500,0.90,0.70,0.10,-53.16
100,50,0.50,0.70,0.20,-46.66
100,500,0.90,0.70,0.05,-54.72
100,200,0.10,0.80,0.20,-46.35
50,500,0.90,0.70,0.20,-52.43
100,50,0.50,0.70,0.05,-46.06
200,100,0.90,0.70,0.10,-53.49
200,200,0.90,0.80,0.10,-52.31
100,200,0.10,0.80,0.05,-44.77
200,50,0.90,0.70,0.01,-52.59
100,50,0.50,0.70,0.01,-48.81
100,200,0.10,0.80,0.01,-45.34
50,500,0.90,0.70,0.05,-51.42
500,200,0.50,0.80,0.05,-49.10
100,200,0.10,0.70,0.10,-45.39
100,500,0.90,0.70,0.01,-51.69
200,50,0.30,0.90,0.10,-46.34
100,50,0.90,0.90,0.10,-51.07
100,200,0.10,0.70,0.20,-42.56
50,500,0.90,0.70,0.01,-51.38
200,50,0.30,0.90,0.20,-46.90
100,200,0.10,0.70,0.05,-43.79
200,100,0.90,0.70,0.20,-53.05
50,500,0.30,0.90,0.10,-46.22
100,500,0.30,0.90,0.10,-48.20
100,200,0.10,0.70,0.01,-42.35
100,50,0.90,0.90,0.20,-51.47
200,200,0.90,0.80,0.20,-52.41
200,50,0.30,0.90,0.05,-47.84
50,100,0.50,0.90,0.10,-46.50
50,500,0.30,0.90,0.20,-46.07
50,100,0.50,0.90,0.20,-47.58
50,500,0.30,0.90,0.05,-45.68
100,50,0.90,0.90,0.05,-52.40
50,100,0.50,0.90,0.05,-47.25
100,500,0.30,0.90,0.20,-50.36
200,50,0.30,0.90,0.01,-45.77
50,100,0.50,0.90,0.01,-46.31
50,500,0.30,0.90,0.01,-44.40
50,100,0.50,1.00,0.10,-46.57
200,100,0.90,0.70,0.05,-51.84
100,50,0.90,0.90,0.01,-53.38
200,50,0.30,1.00,0.10,-48.61
50,100,0.50,1.00,0.20,-47.96
50,500,0.30,1.00,0.10,-43.51
100,500,0.30,0.90,0.05,-46.67
50,100,0.50,1.00,0.05,-46.65
200,200,0.90,0.80,0.05,-52.00
50,100,0.50,1.00,0.01,-47.29
50,500,0.30,1.00,0.20,-45.64
200,50,0.30,1.00,0.20,-47.49
100,50,0.90,1.00,0.10,-51.18
500,200,0.50,0.80,0.01,-47.53
50,100,0.50,0.80,0.10,-46.22
50,500,0.30,1.00,0.05,-44.92
50,100,0.50,0.80,0.20,-46.04
100,500,0.30,0.90,0.01,-44.57
200,50,0.30,1.00,0.05,-46.95
50,100,0.50,0.80,0.05,-46.25
200,100,0.90,0.70,0.01,-51.96
100,50,0.90,1.00,0.20,-51.17
50,500,0.30,1.00,0.01,-44.23
50,100,0.50,0.80,0.01,-47.08
50,100,0.50,0.70,0.10,-46.21
200,50,0.30,1.00,0.01,-46.44
50,500,0.30,0.80,0.10,-44.64
50,100,0.50,0.70,0.20,-46.75
100,500,0.30,1.00,0.10,-47.29
100,50,0.90,1.00,0.05,-51.18
200,100,0.30,0.90,0.10,-49.09
50,100,0.50,0.70,0.05,-47.17
200,200,0.90,0.80,0.01,-51.99
50,500,0.30,0.80,0.20,-49.22
200,50,0.30,0.80,0.10,-46.68
50,100,0.50,0.70,0.01,-48.29
50,500,0.30,0.80,0.05,-44.70
100,50,0.90,1.00,0.01,-52.32
200,100,0.30,0.90,0.20,-46.92
50,100,0.90,0.90,0.10,-51.00
100,500,0.30,1.00,0.20,-49.79
200,50,0.30,0.80,0.20,-46.76
50,500,0.30,0.80,0.01,-42.89
50,100,0.90,0.90,0.20,-51.51
100,50,0.90,0.80,0.10,-51.25
200,50,0.30,0.80,0.05,-46.27
200,100,0.30,0.90,0.05,-47.84
50,500,0.30,0.70,0.10,-44.84
50,100,0.90,0.90,0.05,-51.22
100,500,0.30,1.00,0.05,-46.73
50,100,0.90,0.90,0.01,-50.89
50,500,0.30,0.70,0.20,-48.44
200,200,0.90,0.70,0.10,-51.94
200,50,0.30,0.80,0.01,-43.87
100,50,0.90,0.80,0.20,-52.76
500,200,0.50,0.70,0.10,-52.16
200,100,0.30,0.90,0.01,-46.07
50,100,0.90,1.00,0.10,-51.83
50,500,0.30,0.70,0.05,-45.11
100,500,0.30,1.00,0.01,-46.66
200,50,0.30,0.70,0.10,-46.51
50,100,0.90,1.00,0.20,-51.72
100,50,0.90,0.80,0.05,-51.24
50,500,0.30,0.70,0.01,-43.61
200,100,0.30,1.00,0.10,-49.03
50,100,0.90,1.00,0.05,-50.85
50,500,0.10,0.90,0.10,-45.57
200,50,0.30,0.70,0.20,-45.28
50,100,0.90,1.00,0.01,-50.92
100,500,0.30,0.80,0.10,-47.85
100,50,0.90,0.80,0.01,-51.30
50,500,0.10,0.90,0.20,-45.98
200,100,0.30,1.00,0.20,-46.85
200,200,0.90,0.70,0.20,-53.91
50,100,0.90,0.80,0.10,-51.11
200,50,0.30,0.70,0.05,-46.71
50,500,0.10,0.90,0.05,-42.14
100,50,0.90,0.70,0.10,-53.54
50,100,0.90,0.80,0.20,-51.28
50,500,0.10,0.90,0.01,-39.74
100,500,0.30,0.80,0.20,-48.96
200,50,0.30,0.70,0.01,-47.70
200,100,0.30,1.00,0.05,-46.69
50,100,0.90,0.80,0.05,-51.00
50,500,0.10,1.00,0.10,-44.13
200,50,0.10,0.90,0.10,-46.44
100,50,0.90,0.70,0.20,-52.09
50,100,0.90,0.80,0.01,-51.07
50,500,0.10,1.00,0.20,-45.78
200,50,0.10,0.90,0.20,-44.73
100,500,0.30,0.80,0.05,-48.37
200,100,0.30,1.00,0.01,-47.69
50,100,0.90,0.70,0.10,-50.96
50,500,0.10,1.00,0.05,-44.75
200,50,0.10,0.90,0.05,-48.57
200,200,0.90,0.70,0.05,-52.17
100,50,0.90,0.70,0.05,-51.08
500,200,0.50,0.70,0.20,-51.99
200,50,0.10,0.90,0.01,-45.48
50,100,0.90,0.70,0.20,-51.30
50,500,0.10,1.00,0.01,-40.29
200,100,0.30,0.80,0.10,-48.49
50,100,0.90,0.70,0.05,-51.52
200,50,0.10,1.00,0.10,-43.84
100,500,0.30,0.80,0.01,-46.22
50,500,0.10,0.80,0.10,-41.17
100,50,0.90,0.70,0.01,-51.92
200,50,0.10,1.00,0.20,-46.83
50,100,0.90,0.70,0.01,-51.20
50,500,0.10,0.80,0.20,-46.34
100,50,0.30,0.90,0.10,-44.78
200,100,0.30,0.80,0.20,-45.65
50,100,0.30,0.90,0.10,-43.87
200,50,0.10,1.00,0.05,-46.48
50,100,0.30,0.90,0.20,-43.41
100,50,0.30,0.90,0.20,-46.92
50,500,0.10,0.80,0.05,-43.22
50,100,0.30,0.90,0.05,-44.01
100,500,0.30,0.70,0.10,-46.68
200,50,0.10,1.00,0.01,-47.62
100,50,0.30,0.90,0.05,-46.62
50,100,0.30,0.90,0.01,-43.51
200,200,0.90,0.70,0.01,-51.60
50,500,0.10,0.80,0.01,-41.54
200,50,0.10,0.80,0.10,-45.84
50,100,0.30,1.00,0.10,-43.63
200,100,0.30,0.80,0.05,-46.84
100,50,0.30,0.90,0.01,-44.85
50,100,0.30,1.00,0.20,-44.75
200,50,0.10,0.80,0.20,-45.24
50,500,0.10,0.70,0.10,-45.28
50,100,0.30,1.00,0.05,-45.36
100,50,0.30,1.00,0.10,-45.79
50,100,0.30,1.00,0.01,-42.62
100,500,0.30,0.70,0.20,-48.03
200,50,0.10,0.80,0.05,-45.44
100,50,0.30,1.00,0.20,-44.94
50,500,0.10,0.70,0.20,-44.09
50,100,0.30,0.80,0.10,-44.46
200,100,0.30,0.80,0.01,-45.59
200,200,0.30,0.90,0.10,-46.87
50,100,0.30,0.80,0.20,-44.37
200,50,0.10,0.80,0.01,-44.92
100,50,0.30,1.00,0.05,-46.30
50,500,0.10,0.70,0.05,-42.15
50,100,0.30,0.80,0.05,-43.60
50,100,0.30,0.80,0.01,-42.66
200,50,0.10,0.70,0.10,-43.94
100,50,0.30,1.00,0.01,-46.19
50,500,0.10,0.70,0.01,-41.02
50,100,0.30,0.70,0.10,-44.97
100,500,0.30,0.70,0.05,-48.33
200,100,0.30,0.70,0.10,-48.57
100,50,0.30,0.80,0.10,-47.99
200,50,0.10,0.70,0.20,-46.03
50,100,0.30,0.70,0.20,-43.97
50,50,0.50,0.90,0.10,-46.88
50,100,0.30,0.70,0.05,-43.03
50,50,0.50,0.90,0.20,-46.51
100,50,0.30,0.80,0.20,-45.41
200,200,0.30,0.90,0.20,-51.46
500,200,0.50,0.70,0.05,-52.59
200,50,0.10,0.70,0.05,-46.01
50,100,0.30,0.70,0.01,-42.70
50,50,0.50,0.90,0.05,-47.15
50,100,0.10,0.90,0.10,-43.99
100,50,0.30,0.80,0.05,-43.89
50,100,0.10,0.90,0.20,-44.22
200,50,0.10,0.70,0.01,-45.02
50,50,0.50,0.90,0.01,-46.70
200,100,0.30,0.70,0.20,-47.06
50,100,0.10,0.90,0.05,-45.65
100,500,0.30,0.70,0.01,-44.08
50,100,0.10,0.90,0.01,-42.88
100,50,0.30,0.80,0.01,-43.08
50,50,0.50,1.00,0.10,-45.91
50,100,0.10,1.00,0.10,-44.90
50,100,0.10,1.00,0.20,-43.17
200,100,0.10,0.90,0.10,-45.42
50,50,0.50,1.00,0.20,-46.30
100,50,0.30,0.70,0.10,-43.98
50,100,0.10,1.00,0.05,-43.01
50,100,0.10,1.00,0.01,-41.32
200,200,0.30,0.90,0.05,-47.49
50,50,0.50,1.00,0.05,-45.93
50,100,0.10,0.80,0.10,-40.10
200,100,0.30,0.70,0.05,-46.78
100,50,0.30,0.70,0.20,-45.34
50,100,0.10,0.80,0.20,-44.40
100,500,0.10,0.90,0.10,-48.06
50,50,0.50,1.00,0.01,-46.24
200,100,0.10,0.90,0.20,-46.07
50,100,0.10,0.80,0.05,-40.94
50,100,0.10,0.80,0.01,-42.50
100,50,0.30,0.70,0.05,-43.68
50,50,0.50,0.80,0.10,-47.76
50,100,0.10,0.70,0.10,-41.60
50,100,0.10,0.70,0.20,-40.84
50,50,0.50,0.80,0.20,-46.09
50,100,0.10,0.70,0.05,-42.10
100,50,0.30,0.70,0.01,-45.89
200,100,0.10,0.90,0.05,-46.01
50,100,0.10,0.70,0.01,-40.41
200,100,0.30,0.70,0.01,-45.71
50,50,0.50,0.80,0.05,-46.02
100,50,0.10,0.90,0.10,-44.85
100,500,0.10,0.90,0.20,-48.68
50,50,0.30,0.90,0.10,-43.68
200,200,0.30,0.90,0.01,-46.57
100,50,0.10,0.90,0.20,-45.28
50,50,0.50,0.80,0.01,-45.74
50,50,0.30,0.90,0.20,-43.75
100,50,0.10,0.90,0.05,-45.65
200,100,0.10,0.90,0.01,-46.28
50,50,0.30,0.90,0.05,-44.09
200,100,0.10,0.80,0.10,-46.82
50,50,0.50,0.70,0.10,-46.67
100,50,0.10,0.90,0.01,-41.90
50,50,0.30,0.90,0.01,-43.79
50,50,0.50,0.70,0.20,-45.98
100,50,0.10,1.00,0.10,-42.89
50,50,0.30,1.00,0.10,-43.71
100,50,0.10,1.00,0.20,-45.12
200,100,0.10,1.00,0.10,-47.06
50,50,0.30,1.00,0.20,-42.69
50,50,0.50,0.70,0.05,-46.06
100,500,0.10,0.90,0.05,-46.40
200,100,0.10,0.80,0.20,-45.78
100,50,0.10,1.00,0.05,-42.70
50,50,0.30,1.00,0.05,-45.18
50,50,0.50,0.70,0.01,-46.66
100,50,0.10,1.00,0.01,-42.59
50,50,0.30,1.00,0.01,-44.81
500,200,0.50,0.70,0.01,-50.67
200,200,0.30,1.00,0.10,-47.13
50,50,0.30,0.80,0.10,-43.05
100,50,0.10,0.80,0.10,-43.62
200,100,0.10,1.00,0.20,-47.95
200,100,0.10,0.80,0.05,-46.20
50,50,0.90,0.90,0.10,-50.99
50,50,0.30,0.80,0.20,-44.61
100,50,0.10,0.80,0.20,-45.55
50,50,0.30,0.80,0.05,-42.85
100,50,0.10,0.80,0.05,-43.69
100,500,0.10,0.90,0.01,-41.23
50,50,0.30,0.80,0.01,-44.02
100,50,0.10,0.80,0.01,-43.54
50,50,0.90,0.90,0.20,-51.30
200,100,0.10,1.00,0.05,-47.75
200,100,0.10,0.80,0.01,-47.74
50,50,0.30,0.70,0.10,-43.95
100,50,0.10,0.70,0.10,-41.93
50,50,0.30,0.70,0.20,-43.47
100,50,0.10,0.70,0.20,-44.00
50,50,0.90,0.90,0.05,-51.18
50,50,0.30,0.70,0.05,-42.46
200,200,0.30,1.00,0.20,-51.46
100,50,0.10,0.70,0.05,-42.35
50,50,0.30,0.70,0.01,-43.49
100,50,0.10,0.70,0.01,-44.78
200,100,0.10,1.00,0.01,-47.75
50,50,0.10,0.90,0.10,-43.39
50,50,0.90,0.90,0.01,-50.92
100,500,0.10,1.00,0.10,-48.63
50,50,0.10,0.90,0.20,-41.75
50,50,0.10,0.90,0.05,-42.99
50,50,0.90,0.80,0.10,-51.21
50,50,0.10,0.90,0.01,-42.49
50,50,0.90,1.00,0.10,-51.90
50,50,0.10,1.00,0.10,-42.97
50,50,0.10,1.00,0.20,-43.15
50,50,0.10,1.00,0.05,-40.24
50,50,0.90,0.80,0.20,-51.12
50,50,0.10,1.00,0.01,-41.99
50,50,0.90,1.00,0.20,-51.51
