Poblacion,Generaciones,Greedy,Cruce,Mutacion,Fitness
50,500,0.90,0.90,0.01,-51.32
500,100,0.90,1.00,0.01,-52.42
50,100,0.90,0.80,0.20,-52.25
100,500,0.10,0.80,0.05,-46.40
50,100,0.90,0.80,0.05,-51.11
50,500,0.90,1.00,0.10,-51.43
50,100,0.90,0.80,0.01,-50.78
500,200,0.90,0.80,0.20,-56.98
500,50,0.90,0.80,0.05,-53.15
50,100,0.90,0.70,0.10,-52.04
100,500,0.10,0.80,0.01,-44.83
50,500,0.90,1.00,0.20,-52.26
500,50,0.30,1.00,0.20,-48.46
50,100,0.90,0.70,0.20,-51.41
50,100,0.90,0.70,0.05,-51.17
50,500,0.90,1.00,0.05,-52.09
100,500,0.10,0.70,0.10,-43.36
50,100,0.90,0.70,0.01,-50.95
50,100,0.30,0.90,0.10,-45.77
50,500,0.90,1.00,0.01,-50.99
50,100,0.30,0.90,0.20,-44.05
100,500,0.10,0.70,0.20,-47.74
50,100,0.30,0.90,0.05,-43.88
500,50,0.30,1.00,0.05,-46.38
50,100,0.30,0.90,0.01,-44.01
50,500,0.90,0.80,0.10,-52.20
50,100,0.30,1.00,0.10,-43.93
50,100,0.30,1.00,0.20,-43.92
500,100,0.90,0.80,0.10,-53.61
100,500,0.10,0.70,0.05,-45.08
50,100,0.30,1.00,0.05,-43.26
50,100,0.30,1.00,0.01,-44.11
50,500,0.90,0.80,0.20,-51.78
500,50,0.90,0.80,0.01,-52.12
50,100,0.30,0.80,0.10,-44.41
50,100,0.30,0.80,0.20,-43.18
100,500,0.10,0.70,0.01,-43.50
50,100,0.30,0.80,0.05,-42.96
50,500,0.90,0.80,0.05,-51.58
50,100,0.30,0.80,0.01,-43.55
500,50,0.30,1.00,0.01,-49.57
50,100,0.30,0.70,0.10,-46.09
100,100,0.50,0.90,0.10,-47.34
50,100,0.30,0.70,0.20,-43.11
50,500,0.90,0.80,0.01,-51.14
50,100,0.30,0.70,0.05,-43.44
50,100,0.30,0.70,0.01,-44.18
100,100,0.50,0.90,0.20,-47.63
50,100,0.10,0.90,0.10,-42.73
50,100,0.10,0.90,0.20,-41.51
500,200,0.90,0.80,0.05,-53.20
50,500,0.90,0.70,0.10,-51.98
50,100,0.10,0.90,0.05,-43.50
50,100,0.10,0.90,0.01,-42.73
50,100,0.10,1.00,0.10,-42.94
100,100,0.50,0.90,0.05,-47.31
50,100,0.10,1.00,0.20,-43.93
500,50,0.30,0.80,0.10,-47.95
50,100,0.10,1.00,0.05,-42.19
50,100,0.10,1.00,0.01,-44.21
50,500,0.90,0.70,0.20,-52.86
50,100,0.10,0.80,0.10,-42.79
100,100,0.50,0.90,0.01,-47.10
50,100,0.10,0.80,0.20,-39.82
50,100,0.10,0.80,0.05,-42.83
50,100,0.10,0.80,0.01,-41.08
50,100,0.10,0.70,0.10,-41.73
100,100,0.50,1.00,0.10,-47.64
50,100,0.10,0.70,0.20,-42.43
50,500,0.90,0.70,0.05,-51.31
500,50,0.90,0.70,0.10,-53.14
50,100,0.10,0.70,0.05,-41.57
50,100,0.10,0.70,0.01,-39.87
100,100,0.50,1.00,0.20,-48.20
50,50,0.50,0.90,0.10,-46.29
500,100,0.90,0.80,0.20,-52.48
50,50,0.50,0.90,0.20,-46.02
50,500,0.90,0.70,0.01,-51.15
500,50,0.30,0.80,0.20,-47.97
50,50,0.50,0.90,0.05,-45.93
100,100,0.50,1.00,0.05,-50.54
50,500,0.30,0.90,0.10,-44.86
50,50,0.50,0.90,0.01,-46.30
50,50,0.50,1.00,0.10,-46.18
100,100,0.50,1.00,0.01,-45.98
50,50,0.50,1.00,0.20,-46.99
50,500,0.30,0.90,0.20,-47.37
50,50,0.50,1.00,0.05,-46.41
100,100,0.50,0.80,0.10,-47.04
50,50,0.50,1.00,0.01,-46.01
500,50,0.30,0.80,0.05,-46.62
50,500,0.30,0.90,0.05,-46.48
50,50,0.50,0.80,0.10,-47.13
100,100,0.50,0.80,0.20,-47.54
50,50,0.50,0.80,0.20,-46.30
50,500,0.30,0.90,0.01,-44.98
500,200,0.90,0.80,0.01,-54.21
50,50,0.50,0.80,0.05,-46.60
