Poblacion,Generaciones,Greedy,Cruce,Mutacion,Fitness,Tiempo_de_ejecucion_en_ms
50,200,0.3,0.8,0.01,-44.999525572262755,4812
200,50,0.1,0.7,0.1,-44.425982530607,6108
200,50,0.9,1.0,0.01,-51.18421235263749,28813
50,200,0.3,0.7,0.1,-43.907402321634024,4494
200,50,0.1,0.7,0.2,-44.029687290556915,6009
50,200,0.3,0.7,0.2,-46.00329125016604,4518
50,200,0.3,0.7,0.05,-43.28464911059378,4564
200,50,0.1,0.7,0.05,-44.619169104398466,6000
100,500,0.3,0.8,0.2,-48.073787497345535,16852
50,200,0.3,0.7,0.01,-43.45742231255742,4328
200,50,0.1,0.7,0.01,-46.834509372956084,5974
50,200,0.1,0.9,0.1,-46.04774566362019,3355
50,200,0.1,0.9,0.2,-44.641124871282976,3163
500,200,0.9,1.0,0.05,-53.225965100447226,98181
50,200,0.1,0.9,0.05,-43.711350970233184,3146
200,50,0.9,0.8,0.1,-51.80954848329057,26152
50,200,0.1,0.9,0.01,-41.506568959252554,3218
100,500,0.3,0.8,0.05,-47.267030435504026,16355
50,200,0.1,1.0,0.1,-45.493268464977575,3110
50,200,0.1,1.0,0.2,-44.03537374768499,3318
500,50,0.9,1.0,0.05,-52.32293186002622,70910
50,200,0.1,1.0,0.05,-41.820748435745884,3006
50,200,0.1,1.0,0.01,-43.73470289739006,3443
200,50,0.9,0.7,0.1,-51.95771341746036,25557
50,200,0.1,0.8,0.1,-42.93312735884609,3245
100,500,0.3,0.8,0.01,-45.515312469326105,16094
50,200,0.1,0.8,0.2,-42.122707510652425,2971
50,200,0.1,0.8,0.05,-39.88572830732404,3423
200,50,0.9,0.8,0.2,-52.02100865206822,25870
50,200,0.1,0.8,0.01,-40.83610401824819,3102
500,100,0.9,1.0,0.1,-53.213816832472745,76014
50,200,0.1,0.7,0.1,-40.8634724143642,2926
50,200,0.1,0.7,0.2,-40.00497948920912,3197
100,500,0.3,0.7,0.1,-47.56993083887171,15966
50,200,0.1,0.7,0.05,-42.42794012968658,3022
50,200,0.1,0.7,0.01,-40.3089756818068,2942
200,50,0.9,0.7,0.2,-53.19746880271275,25447
50,500,0.5,0.9,0.1,-47.37625557494263,9233
100,500,0.3,0.7,0.2,-47.721597453362214,15820
200,50,0.9,0.8,0.05,-52.73714746816797,26111
50,500,0.5,0.9,0.2,-48.36587272203462,9306
50,500,0.5,0.9,0.05,-46.7878277493889,8956
100,500,0.3,0.7,0.05,-45.56455671021221,16820
200,50,0.9,0.7,0.05,-51.498041361151884,26881
500,50,0.9,1.0,0.01,-54.27040506413493,63189
50,500,0.5,0.9,0.01,-46.94468463067074,10021
200,50,0.9,0.8,0.01,-54.120354828688846,27062
100,500,0.3,0.7,0.01,-48.52181019809659,17553
500,200,0.9,1.0,0.01,-53.41292035786353,89651
50,500,0.5,1.0,0.1,-48.86476613779722,9884
200,50,0.9,0.7,0.01,-51.13171701089446,29383
50,500,0.5,1.0,0.2,-48.24488464386464,13269
50,100,0.5,0.9,0.1,-47.967836919031555,5457
500,100,0.9,1.0,0.2,-55.31132835227584,76051
100,500,0.1,0.9,0.1,-48.06950829069236,19216
50,100,0.5,0.9,0.2,-47.33604752974139,4847
50,500,0.5,1.0,0.05,-47.4372558617284,10167
50,100,0.5,0.9,0.05,-45.64871865037294,5240
50,100,0.5,0.9,0.01,-45.740529334584075,5723
50,500,0.5,1.0,0.01,-47.39671317130296,11105
100,500,0.1,0.9,0.2,-48.96110233198746,16593
50,100,0.5,1.0,0.1,-47.18840938680574,4760
500,50,0.3,0.9,0.1,-49.017554094223016,30763
50,100,0.5,1.0,0.2,-47.687014254483614,4781
50,500,0.5,0.8,0.1,-49.007036467184726,9459
50,100,0.5,1.0,0.05,-48.47342981543938,4985
500,50,0.9,0.8,0.1,-54.538733685409014,64637
100,500,0.1,0.9,0.05,-49.59685121520447,14864
50,100,0.5,1.0,0.01,-47.43763019202145,4754
50,500,0.5,0.8,0.2,-48.38628459996851,10077
50,100,0.5,0.8,0.1,-49.53908555398627,4703
50,100,0.5,0.8,0.2,-46.80192668926533,4986
100,500,0.1,0.9,0.01,-40.10630282453616,12965
50,500,0.5,0.8,0.05,-46.47727441739348,10628
50,100,0.5,0.8,0.05,-46.02720086221962,6350
500,50,0.3,0.9,0.2,-48.65586029106892,28629
50,100,0.5,0.8,0.01,-47.70657314625381,4820
50,500,0.5,0.8,0.01,-46.57657333602328,10240
50,100,0.5,0.7,0.1,-46.78300741358066,4847
100,500,0.1,1.0,0.1,-48.75146909586,16856
50,100,0.5,0.7,0.2,-46.41433718824314,4542
50,500,0.5,0.7,0.1,-48.355465948210465,11020
50,100,0.5,0.7,0.05,-46.33290024522263,5280
50,100,0.5,0.7,0.01,-46.31460789982341,4598
100,500,0.1,1.0,0.2,-48.51043837728312,16074
50,500,0.5,0.7,0.2,-48.739710774313956,9966
500,100,0.9,1.0,0.05,-52.15445333808148,79795
500,200,0.9,0.8,0.1,-54.81569743069175,99767
50,100,0.9,0.9,0.1,-51.09220101463968,7731
500,50,0.3,0.9,0.05,-49.7075753503504,31566
50,500,0.5,0.7,0.05,-46.187900266229256,8953
50,100,0.9,0.9,0.2,-51.375106781050455,7020
100,500,0.1,1.0,0.05,-44.322034497803386,15064
50,100,0.9,0.9,0.05,-52.282737922169304,7361
500,50,0.9,0.8,0.2,-53.8220995581839,64670
50,500,0.5,0.7,0.01,-45.87147492754933,9602
50,100,0.9,0.9,0.01,-50.944710878374075,7361
100,500,0.1,1.0,0.01,-46.53559857128499,15147
50,500,0.9,0.9,0.1,-52.5835648249182,12854
50,100,0.9,1.0,0.1,-51.463188318652584,7165
500,50,0.3,0.9,0.01,-46.81494584328804,30685
50,100,0.9,1.0,0.2,-51.32015017167459,7295
50,500,0.9,0.9,0.2,-52.897626017199876,11342
100,500,0.1,0.8,0.1,-46.00216861553743,16945
50,100,0.9,1.0,0.05,-51.32867906266972,9034
50,100,0.9,1.0,0.01,-51.12229014663688,8082
50,500,0.9,0.9,0.05,-51.33885574378961,14492
100,500,0.1,0.8,0.2,-48.37279876252534,18837
50,100,0.9,0.8,0.1,-51.017435422118865,8778
500,50,0.3,1.0,0.1,-49.094538271365714,36035
50,500,0.9,0.9,0.01,-51.32385141596903,16229
500,100,0.9,1.0,0.01,-52.42148829646547,72351
50,100,0.9,0.8,0.2,-52.254102340931276,9035
100,500,0.1,0.8,0.05,-46.395031158814575,16205
50,100,0.9,0.8,0.05,-51.11103144917802,7010
50,500,0.9,1.0,0.1,-51.43342523378962,12409
50,100,0.9,0.8,0.01,-50.78064367358192,7475
500,200,0.9,0.8,0.2,-56.98014584227877,90001
500,50,0.9,0.8,0.05,-53.14516311818279,74597
50,100,0.9,0.7,0.1,-52.03919540719938,8309
100,500,0.1,0.8,0.01,-44.83108252869715,17536
50,500,0.9,1.0,0.2,-52.262111157519094,14344
500,50,0.3,1.0,0.2,-48.46440256701467,31855
50,100,0.9,0.7,0.2,-51.40693021357967,9186
50,100,0.9,0.7,0.05,-51.17071026825928,8748
50,500,0.9,1.0,0.05,-52.08845352004621,15302
100,500,0.1,0.7,0.1,-43.35879413780562,17448
50,100,0.9,0.7,0.01,-50.95303131048204,8202
50,100,0.3,0.9,0.1,-45.76601620139078,3362
50,500,0.9,1.0,0.01,-50.988659797853764,12980
50,100,0.3,0.9,0.2,-44.052005013628516,3811
100,500,0.1,0.7,0.2,-47.739650584209926,16913
50,100,0.3,0.9,0.05,-43.87746183959248,4444
500,50,0.3,1.0,0.05,-46.37598178709012,33393
50,100,0.3,0.9,0.01,-44.01391653059172,3639
50,500,0.9,0.8,0.1,-52.19642866840954,14367
50,100,0.3,1.0,0.1,-43.933785436078445,4256
50,100,0.3,1.0,0.2,-43.91821277154161,3944
500,100,0.9,0.8,0.1,-53.606261967506114,73882
100,500,0.1,0.7,0.05,-45.08209697162931,16541
50,100,0.3,1.0,0.05,-43.26017423046244,3966
50,100,0.3,1.0,0.01,-44.11059784593875,3950
50,500,0.9,0.8,0.2,-51.77713232333774,12175
500,50,0.9,0.8,0.01,-52.123807882431244,63546
50,100,0.3,0.8,0.1,-44.41413002878933,3684
50,100,0.3,0.8,0.2,-43.17932277951224,4230
100,500,0.1,0.7,0.01,-43.502429633382015,15458
50,100,0.3,0.8,0.05,-42.9580709981561,3546
50,500,0.9,0.8,0.05,-51.584408535176685,11640
50,100,0.3,0.8,0.01,-43.54611617740969,3450
500,50,0.3,1.0,0.01,-49.57403470184933,32778
50,100,0.3,0.7,0.1,-46.08906187592238,3102
100,100,0.5,0.9,0.1,-47.336920652982535,9396
50,100,0.3,0.7,0.2,-43.11216438186801,3330
50,500,0.9,0.8,0.01,-51.140928895156144,12146
50,100,0.3,0.7,0.05,-43.44475042853482,3384
50,100,0.3,0.7,0.01,-44.18397920972444,4086
100,100,0.5,0.9,0.2,-47.630126035841066,10876
50,100,0.1,0.9,0.1,-42.73270139421043,2603
50,100,0.1,0.9,0.2,-41.505364492796964,2520
500,200,0.9,0.8,0.05,-53.201051141050854,96855
50,500,0.9,0.7,0.1,-51.982934318823865,11095
50,100,0.1,0.9,0.05,-43.50186598732861,2232
50,100,0.1,0.9,0.01,-42.726780340761856,2185
50,100,0.1,1.0,0.1,-42.94138884942119,2542
100,100,0.5,0.9,0.05,-47.3143732037398,11062
50,100,0.1,1.0,0.2,-43.93051685657865,2703
500,50,0.3,0.8,0.1,-47.95004461564256,29232
50,100,0.1,1.0,0.05,-42.19138087425655,2748
50,100,0.1,1.0,0.01,-44.211110054510456,2719
50,500,0.9,0.7,0.2,-52.85903315346554,15533
50,100,0.1,0.8,0.1,-42.78848399037515,2375
100,100,0.5,0.9,0.01,-47.10276080372627,10682
50,100,0.1,0.8,0.2,-39.8201462706146,1905
50,100,0.1,0.8,0.05,-42.83366013119043,2609
50,100,0.1,0.8,0.01,-41.08154686200214,3020
50,100,0.1,0.7,0.1,-41.72996057577666,2439
100,100,0.5,1.0,0.1,-47.63833845019102,9047
50,100,0.1,0.7,0.2,-42.43271543809439,2051
50,500,0.9,0.7,0.05,-51.31493363065706,13731
500,50,0.9,0.7,0.1,-53.13697393372821,63996
50,100,0.1,0.7,0.05,-41.56679386127673,3132
50,100,0.1,0.7,0.01,-39.87216538096291,1939
100,100,0.5,1.0,0.2,-48.20046984539347,10134
50,50,0.5,0.9,0.1,-46.29309596247391,4265
500,100,0.9,0.8,0.2,-52.47874468093396,84597
50,50,0.5,0.9,0.2,-46.02488224780814,4462
50,500,0.9,0.7,0.01,-51.14532687520167,13382
500,50,0.3,0.8,0.2,-47.96589540935484,32814
50,50,0.5,0.9,0.05,-45.93001199432091,4078
100,100,0.5,1.0,0.05,-50.53747431237181,10237
50,500,0.3,0.9,0.1,-44.86017150175462,8299
50,50,0.5,0.9,0.01,-46.302734555451764,4978
50,50,0.5,1.0,0.1,-46.17670883498908,4723
100,100,0.5,1.0,0.01,-45.98378757737443,11095
50,50,0.5,1.0,0.2,-46.99288576660163,4954
50,500,0.3,0.9,0.2,-47.36977830600755,10827
50,50,0.5,1.0,0.05,-46.408909560756165,4616
100,100,0.5,0.8,0.1,-47.03868909289443,10275
50,50,0.5,1.0,0.01,-46.00871104505706,4520
500,50,0.3,0.8,0.05,-46.621110943778675,27607
50,500,0.3,0.9,0.05,-46.48143322861519,9380
50,50,0.5,0.8,0.1,-47.12709580494955,4954
100,100,0.5,0.8,0.2,-47.535390443094485,11092
50,50,0.5,0.8,0.2,-46.299948947615185,4668
50,500,0.3,0.9,0.01,-44.97936318610267,10647
500,200,0.9,0.8,0.01,-54.214041305553195,84551
50,50,0.5,0.8,0.05,-46.599179364111066,4842
50,50,0.5,0.8,0.01,-46.278263837902706,4214
100,100,0.5,0.8,0.05,-48.512158009480025,10343
50,500,0.3,1.0,0.1,-45.99781573821111,9584
500,50,0.9,0.7,0.2,-52.716245394764734,62968
50,50,0.5,0.7,0.1,-46.775932992063765,4779
50,50,0.5,0.7,0.2,-45.5971675711565,5116
100,100,0.5,0.8,0.01,-47.77659165082446,11035
50,500,0.3,1.0,0.2,-49.9233335272423,10913
50,50,0.5,0.7,0.05,-45.958780514528215,4255
500,50,0.3,0.8,0.01,-48.89614248556746,33839
50,50,0.5,0.7,0.01,-45.20463493808471,3819
100,100,0.5,0.7,0.1,-46.94541755030574,11241
50,500,0.3,1.0,0.05,-44.22194348395211,10637
50,50,0.9,0.9,0.1,-53.74722224602131,7392
50,50,0.9,0.9,0.2,-51.055371986346174,7494
50,500,0.3,1.0,0.01,-44.909753921741945,9864
100,100,0.5,0.7,0.2,-47.94048867043345,10925
500,100,0.9,0.8,0.05,-52.81577514786572,86074
50,50,0.9,0.9,0.05,-51.27620019100567,7783
100,100,0.5,0.7,0.05,-48.090474742794086,10466
50,500,0.3,0.8,0.1,-44.4438203206764,12102
500,50,0.3,0.7,0.1,-46.09440241231098,31054
50,50,0.9,0.9,0.01,-51.409876337253635,7762
50,50,0.9,1.0,0.1,-51.43673013832388,7244
100,100,0.5,0.7,0.01,-46.57242436509388,11731
50,500,0.3,0.8,0.2,-48.439275516872385,12263
50,50,0.9,1.0,0.2,-51.795907485321585,7515
50,500,0.3,0.8,0.05,-44.330038944836765,11699
50,50,0.9,1.0,0.05,-51.14116001963565,8407
500,50,0.9,0.7,0.05,-52.82341315519619,67339
100,100,0.9,0.9,0.1,-51.94754978547449,17415
50,50,0.9,1.0,0.01,-50.96000742498913,7170
50,500,0.3,0.8,0.01,-44.46277261704854,9381
500,50,0.3,0.7,0.2,-50.491075032574074,33914
50,50,0.9,0.8,0.1,-51.28850195765307,6854
50,500,0.3,0.7,0.1,-44.77176667899395,8527
100,100,0.9,0.9,0.2,-51.51512750620843,14556
500,200,0.9,0.7,0.1,-55.822598309782684,93426
50,50,0.9,0.8,0.2,-51.19663283812859,6720
50,500,0.3,0.7,0.2,-46.17643517309335,9290
50,50,0.9,0.8,0.05,-51.04823987640695,6507
100,100,0.9,0.9,0.05,-52.02769536606857,15310
50,500,0.3,0.7,0.05,-45.35096787110483,9198
50,50,0.9,0.8,0.01,-50.82439007769146,7015
500,50,0.3,0.7,0.05,-48.14087902045753,30131
50,50,0.9,0.7,0.1,-51.119187000790845,6579
50,500,0.3,0.7,0.01,-44.51885676947572,8732
100,100,0.9,0.9,0.01,-51.42287943340123,14875
50,50,0.9,0.7,0.2,-51.0651804143597,6388
500,100,0.9,0.8,0.01,-52.446309409379886,80128
50,500,0.1,0.9,0.1,-45.72756867087681,7726
50,50,0.9,0.7,0.05,-50.90279196835624,7100
50,500,0.1,0.9,0.2,-45.52803101762291,7925
50,50,0.9,0.7,0.01,-50.97805769723471,6933
100,100,0.9,1.0,0.1,-51.11822477917432,14979
50,50,0.3,0.9,0.1,-43.33695555758347,2826
500,50,0.3,0.7,0.01,-49.778412452420774,27068
50,500,0.1,0.9,0.05,-44.26467347445726,7409
50,50,0.3,0.9,0.2,-43.46756913523083,2732
500,50,0.9,0.7,0.01,-51.53042316016792,68140
50,50,0.3,0.9,0.05,-42.75518031695045,2901
50,50,0.3,0.9,0.01,-44.233244026337616,3520
50,500,0.1,0.9,0.01,-42.16667499330166,8582
100,100,0.9,1.0,0.2,-51.594712078260166,14965
50,50,0.3,1.0,0.1,-46.09970244344745,3017
50,50,0.3,1.0,0.2,-45.09947205621439,3642
50,50,0.3,1.0,0.05,-43.95533804333963,3311
50,500,0.1,1.0,0.1,-43.8554281602627,9193
500,50,0.1,0.8,0.1,-47.386875327616714,16426
500,50,0.1,0.9,0.1,-47.637443884902844,19965
50,50,0.3,1.0,0.01,-44.34913776797344,3233
50,50,0.3,0.8,0.1,-44.46376351710852,3102
50,500,0.1,1.0,0.2,-45.06863578545592,8549
50,50,0.3,0.8,0.2,-43.706718149312586,3017
100,100,0.9,1.0,0.05,-52.21462012100658,17855
50,50,0.3,0.8,0.05,-45.176285675145316,2883
50,50,0.3,0.8,0.01,-42.60595930171905,3211
50,500,0.1,1.0,0.05,-45.66998260627479,8641
50,50,0.3,0.7,0.1,-45.20444669395861,3748
500,50,0.1,0.8,0.2,-47.23686925202861,20433
50,50,0.3,0.7,0.2,-42.868893286517505,3004
500,50,0.1,0.9,0.2,-46.611181305513284,20878
50,50,0.3,0.7,0.05,-43.838001265463575,3436
500,200,0.9,0.7,0.2,-55.76555281323039,93196
50,500,0.1,1.0,0.01,-42.72065808110537,9016
100,100,0.9,1.0,0.01,-51.08427579327106,16144
50,50,0.3,0.7,0.01,-43.853741379023646,3178
50,50,0.1,0.9,0.1,-41.57383717771384,1628
50,50,0.1,0.9,0.2,-42.09459953191378,1542
50,50,0.1,0.9,0.05,-40.740404880597055,1658
50,500,0.1,0.8,0.1,-42.845894038165255,8149
50,50,0.1,0.9,0.01,-40.7182693219764,1553
500,100,0.9,0.7,0.1,-53.0343692233392,71621
50,50,0.1,1.0,0.1,-42.96725293234938,1543
50,50,0.1,1.0,0.2,-44.13731805805292,1588
50,50,0.1,1.0,0.05,-41.85246909623897,1556
500,50,0.1,0.8,0.05,-47.740402697350284,18635
50,50,0.1,1.0,0.01,-41.89993902499019,1536
50,500,0.1,0.8,0.2,-43.77824115187317,6778
500,50,0.1,0.9,0.05,-47.92512015628922,18683
100,100,0.9,0.8,0.1,-53.13976783662745,15013
50,50,0.1,0.8,0.1,-39.99578105066071,1442
50,50,0.1,0.8,0.2,-41.57121726368298,1415
50,50,0.1,0.8,0.05,-41.26449903709094,1612
50,50,0.1,0.8,0.01,-40.953099287011675,1484
50,500,0.1,0.8,0.05,-43.17352021327702,7065
50,50,0.1,0.7,0.1,-40.967017027962655,1418
50,50,0.1,0.7,0.2,-41.76619050005803,1835
50,50,0.1,0.7,0.05,-42.32906795551835,1422
50,50,0.1,0.7,0.01,-42.596007327946225,1473
500,50,0.1,0.8,0.01,-47.56768977046738,17421
50,500,0.1,0.8,0.01,-43.071844802108664,8735
100,100,0.9,0.8,0.2,-51.5686076525324,15474
50,500,0.1,0.7,0.1,-42.25502072716604,7366
500,50,0.1,0.9,0.01,-46.6804188760625,19352
50,500,0.1,0.7,0.05,-41.67755144461142,7480
50,500,0.1,0.7,0.2,-44.129036574154654,6983
100,100,0.9,0.8,0.05,-52.76587767773736,15389
500,50,0.1,1.0,0.1,-48.04091147163519,19955
500,50,0.1,0.7,0.1,-47.61206782843891,17883
100,100,0.9,0.8,0.01,-51.173324371736534,13604
500,50,0.1,1.0,0.2,-47.77623156384283,15629
500,50,0.1,0.7,0.2,-48.671541446691016,15449
100,100,0.9,0.7,0.1,-51.39883560665203,13106
500,100,0.9,0.7,0.2,-53.74071695438912,72446
500,50,0.1,1.0,0.05,-48.576926572805235,16349
500,200,0.9,0.7,0.05,-53.205326047242046,83615
500,50,0.1,0.7,0.05,-47.93859312962657,15849
100,100,0.9,0.7,0.2,-51.85310043639379,13368
500,50,0.1,1.0,0.01,-46.69203794726843,15993
500,50,0.1,0.7,0.01,-45.77204810938645,15300
100,100,0.9,0.7,0.05,-51.096784464348225,13476
100,100,0.9,0.7,0.01,-51.16290539364684,12224
100,100,0.3,0.9,0.1,-46.56661670168649,5623
100,100,0.3,0.9,0.2,-45.921814460545946,6452
100,100,0.3,0.9,0.05,-43.98221279702776,7117
500,100,0.3,0.9,0.1,-51.175528564139206,34527
100,100,0.3,0.9,0.01,-45.88060413381329,6492
100,100,0.3,1.0,0.1,-47.58114610452032,6396
500,100,0.9,0.7,0.05,-53.26189816994454,67531
100,100,0.3,1.0,0.2,-46.937195565577724,6285
100,100,0.3,1.0,0.05,-47.67813374842091,6826
500,200,0.9,0.7,0.01,-53.14719082685347,79382
100,100,0.3,1.0,0.01,-44.39068847166866,6399
100,100,0.3,0.8,0.1,-46.523772414820776,6261
500,100,0.3,0.9,0.2,-48.41840589335787,36334
100,100,0.3,0.8,0.2,-44.73389659023363,5851
100,100,0.3,0.8,0.05,-44.989434044282575,6430
100,100,0.3,0.8,0.01,-45.02941773157373,6688
100,100,0.3,0.7,0.1,-45.10722472513501,5920
100,100,0.3,0.7,0.2,-46.01473595509521,5994
500,100,0.3,0.9,0.05,-49.75646376525172,36177
100,100,0.3,0.7,0.05,-44.881203059150906,5830
100,100,0.3,0.7,0.01,-44.07617656838377,6556
500,200,0.3,0.9,0.1,-50.94531428329596,51487
500,500,0.5,0.9,0.1,-54.06342508843383,115837
500,100,0.9,0.7,0.01,-52.93468747913887,67092
100,100,0.1,0.9,0.1,-45.12605416800712,3552
100,100,0.1,0.9,0.2,-43.31224011617757,3588
100,100,0.1,0.9,0.05,-43.7399965023052,4270
100,100,0.1,0.9,0.01,-43.718374583197765,5291
100,100,0.1,1.0,0.1,-47.8468216873858,4534
100,100,0.1,1.0,0.2,-45.72075190896862,3931
500,100,0.1,0.9,0.1,-49.50402814565284,25530
100,100,0.1,1.0,0.05,-46.9129678473032,3924
500,100,0.3,0.9,0.01,-48.29399062870819,37400
100,100,0.1,1.0,0.01,-45.15518281856841,3862
100,100,0.1,0.8,0.1,-45.97706677554818,4013
100,100,0.1,0.8,0.2,-46.295913359794746,4115
100,100,0.1,0.8,0.05,-42.8016888616899,3870
100,100,0.1,0.8,0.01,-41.180119498055184,3822
500,200,0.3,0.9,0.2,-51.88939034073717,51812
100,100,0.1,0.7,0.1,-44.17820514074493,4132
500,100,0.1,0.9,0.2,-49.88140219317278,24752
100,100,0.1,0.7,0.2,-43.58621999695189,3868
100,100,0.1,0.7,0.05,-44.0257783508852,4911
100,100,0.1,0.7,0.01,-44.503257516081426,4315
500,100,0.3,1.0,0.1,-48.78276253446592,38925
100,50,0.5,0.9,0.1,-49.7038323334925,7823
500,100,0.1,0.9,0.05,-50.8925139785371,26837
100,50,0.5,0.9,0.2,-47.96460555532222,7523
100,50,0.5,0.9,0.05,-47.867490822220645,7346
100,50,0.5,0.9,0.01,-46.43298643195451,7901
100,50,0.5,1.0,0.1,-48.6330158194231,7595
500,100,0.1,0.9,0.01,-50.147569851941675,24345
500,100,0.3,1.0,0.2,-51.2054763151649,36788
500,200,0.3,0.9,0.05,-50.185507839394376,53465
100,50,0.5,1.0,0.2,-48.27517778683049,6942
100,50,0.5,1.0,0.05,-46.42799597350858,7234
500,500,0.5,0.9,0.2,-57.59580225163928,117936
100,50,0.5,1.0,0.01,-46.676818332679844,7678
500,100,0.1,1.0,0.1,-49.86817938168979,23089
100,50,0.5,0.8,0.1,-46.544743734592686,7265
100,50,0.5,0.8,0.2,-47.706490635924446,7493
500,100,0.3,1.0,0.05,-51.26653453961002,34829
100,50,0.5,0.8,0.05,-46.51101594993099,7041
500,100,0.1,1.0,0.2,-49.110660967076846,23176
100,50,0.5,0.8,0.01,-48.15872284262846,6999
500,200,0.3,0.9,0.01,-49.06266304347465,48562
100,50,0.5,0.7,0.1,-48.68492143389105,7159
100,50,0.5,0.7,0.2,-46.787655278511835,7967
500,100,0.1,1.0,0.05,-50.30135938872533,24286
500,100,0.3,1.0,0.01,-52.11106505660583,35625
100,50,0.5,0.7,0.05,-47.04745595013778,7335
100,50,0.5,0.7,0.01,-48.32039799403078,7317
100,50,0.9,0.9,0.1,-51.090235982116724,12874
500,100,0.1,1.0,0.01,-50.00573509088823,27032
500,200,0.3,1.0,0.1,-50.651571814801464,53883
100,50,0.9,0.9,0.2,-51.41589405810729,12272
500,100,0.3,0.8,0.1,-49.74433716694446,36347
100,50,0.9,0.9,0.05,-52.403812596714246,12314
500,100,0.1,0.8,0.1,-50.387595154806235,23859
500,500,0.5,0.9,0.05,-52.39800922899088,109652
100,50,0.9,0.9,0.01,-51.889087573175786,11373
100,50,0.9,1.0,0.1,-51.34289013118642,12337
500,100,0.3,0.8,0.2,-51.31970230597458,34389
500,100,0.1,0.8,0.2,-49.262963534337366,22970
100,50,0.9,1.0,0.2,-51.75025219242163,12147
500,200,0.3,1.0,0.2,-50.484427221604086,50692
100,50,0.9,1.0,0.05,-51.62291461689965,11967
500,100,0.1,0.8,0.05,-50.04494188182333,23034
100,50,0.9,1.0,0.01,-51.29145511592537,13066
500,100,0.3,0.8,0.05,-50.536820512079565,36822
100,50,0.9,0.8,0.1,-50.89027615242476,13100
500,100,0.1,0.8,0.01,-48.362500668941095,27154
100,50,0.9,0.8,0.2,-51.58135462191734,12641
500,200,0.3,1.0,0.05,-51.82815494956063,60897
100,50,0.9,0.8,0.05,-51.19781672800797,13255
500,100,0.3,0.8,0.01,-49.22923218661075,39106
500,100,0.1,0.7,0.1,-50.16696197500602,26848
100,50,0.9,0.8,0.01,-51.0496667827317,13537
500,500,0.5,0.9,0.01,-50.60155238790291,113222
100,50,0.9,0.7,0.1,-50.997012133026026,13528
500,100,0.1,0.7,0.2,-47.55438297101087,26156
100,50,0.9,0.7,0.2,-51.61233898436848,11772
500,100,0.3,0.7,0.1,-49.86946036284455,38167
100,50,0.9,0.7,0.05,-50.978003773838005,12635
500,200,0.3,1.0,0.01,-50.17266008247362,56134
500,100,0.1,0.7,0.05,-49.32469789659309,24498
100,50,0.9,0.7,0.01,-51.268921341440816,12712
100,50,0.3,0.9,0.1,-43.92725123303513,5079
100,50,0.3,0.9,0.2,-45.94856848746669,5180
500,100,0.3,0.7,0.2,-48.55585855457717,36801
500,100,0.1,0.7,0.01,-47.55585973219639,23828
100,50,0.3,0.9,0.05,-47.36239934180533,5450
100,50,0.3,0.9,0.01,-46.079032274852736,5057
100,50,0.3,1.0,0.1,-45.25815080910326,6042
100,50,0.3,1.0,0.2,-45.07442248034086,5140
100,50,0.3,1.0,0.05,-44.85827759173626,5896
100,50,0.3,1.0,0.01,-47.652522158875975,6220
500,200,0.3,0.8,0.1,-49.90617382829619,54833
100,50,0.3,0.8,0.1,-45.8521937554898,5927
500,100,0.3,0.7,0.05,-49.68781336858522,39234
500,100,0.3,0.7,0.01,-46.185964725583204,38541
100,50,0.3,0.8,0.2,-45.957447895269596,5024
50,500,0.1,0.7,0.01,-42.262633827583585,6761
100,50,0.3,0.8,0.05,-44.55949006609231,5249
100,50,0.1,0.9,0.1,-45.043738926701785,3712
100,50,0.3,0.7,0.1,-44.61353361883322,5377
100,50,0.1,0.9,0.2,-47.4108120326577,3151
100,50,0.3,0.8,0.01,-44.35979407401252,6155
100,50,0.1,0.8,0.1,-42.99262835439598,3922
100,50,0.1,0.9,0.05,-44.392940646384446,3977
100,50,0.3,0.7,0.2,-44.90794775229468,6245
100,50,0.1,0.8,0.2,-44.20158328490972,3722
100,50,0.1,0.9,0.01,-44.525688664434355,3755
100,50,0.1,0.8,0.05,-43.81922642300568,3438
100,50,0.3,0.7,0.05,-44.78760495805484,6487
100,50,0.1,1.0,0.1,-44.313870601510104,3613
500,500,0.5,1.0,0.1,-52.64969955025457,122220
100,50,0.1,0.8,0.01,-42.227709852560544,3195
100,50,0.1,1.0,0.2,-45.264966948818675,3161
100,50,0.3,0.7,0.01,-44.32959636420285,5963
100,50,0.1,1.0,0.05,-44.528555686118786,3275
100,50,0.1,0.7,0.1,-40.30338693238745,3141
100,50,0.1,1.0,0.01,-43.37183101743703,3440
100,50,0.1,0.7,0.2,-42.02208061249229,3404
100,50,0.1,0.7,0.05,-43.588870154645676,3473
100,50,0.1,0.7,0.01,-43.2690284299602,3203
500,200,0.1,0.9,0.1,-50.205781752464596,49620
500,200,0.1,0.8,0.1,-50.428540525296775,46800
500,200,0.3,0.8,0.2,-51.99980966102105,64343
500,200,0.1,0.9,0.2,-51.14076547578279,60274
500,200,0.1,0.8,0.2,-51.25863442997446,69233
500,200,0.3,0.7,0.1,-48.48772159016986,93116
500,200,0.3,0.8,0.05,-50.36397507505703,102841
500,500,0.1,0.9,0.1,-53.198940326557384,133237
500,200,0.1,0.9,0.05,-49.93230412087005,65786
500,500,0.5,1.0,0.2,-56.6829194891022,159205
500,200,0.1,0.8,0.05,-50.9053830403384,71468
