Poblacion,Generaciones,Greedy,Cruce,Mutacion,Fitness,Tiempo_de_ejecucion_en_ms
500,100,0.9,1.0,0.2,-55.01130029439063,135584
100,500,0.9,1.0,0.01,-51.28052633789534,44931
50,50,0.5,0.9,0.1,-45.87102740745859,6915
50,50,0.5,0.9,0.2,-46.29141987462941,7354
200,500,0.9,0.8,0.01,-54.535398444537975,90495
50,50,0.5,0.9,0.05,-47.30080084000613,8325
50,50,0.5,0.9,0.01,-46.36446226927752,7903
200,200,0.3,0.7,0.01,-46.194691863372235,37054
50,50,0.5,1.0,0.1,-47.46933889264372,7341
50,50,0.5,1.0,0.2,-50.02366262790715,7630
100,500,0.9,0.8,0.1,-52.64215995768612,47176
50,50,0.5,1.0,0.05,-45.76509383614541,7396
200,200,0.1,0.9,0.1,-48.784807559789115,26874
50,50,0.5,1.0,0.01,-46.297676894295144,6879
50,50,0.5,0.8,0.1,-47.248237848625635,6984
50,50,0.5,0.8,0.2,-47.52678599574503,7294
50,50,0.5,0.8,0.05,-47.18655667800487,8139
200,200,0.1,0.9,0.2,-48.02633267007457,29154
50,50,0.5,0.8,0.01,-46.531036375432414,7133
50,50,0.5,0.7,0.1,-46.40491994953874,7499
100,500,0.9,0.8,0.2,-52.414883218499845,46435
50,50,0.5,0.7,0.2,-46.406418964532335,7185
50,50,0.5,0.7,0.05,-45.702965957498336,7705
200,500,0.9,0.7,0.1,-52.96065240575667,93634
200,200,0.1,0.9,0.05,-49.664763482151535,27843
50,50,0.5,0.7,0.01,-45.29626959255375,6995
50,50,0.9,0.9,0.1,-51.264639890252276,11362
500,100,0.9,1.0,0.05,-53.11847922689841,134945
50,50,0.9,0.9,0.2,-51.19949750460489,13008
200,200,0.1,0.9,0.01,-47.916366362448684,27150
100,500,0.9,0.8,0.05,-51.58059483648672,44731
50,50,0.9,0.9,0.05,-51.04605616903859,12176
500,200,0.9,0.9,0.05,-52.32433573998913,161556
50,50,0.9,0.9,0.01,-50.956997549853796,11379
200,200,0.1,1.0,0.1,-50.07978413108792,27832
50,50,0.9,1.0,0.1,-51.076521829813714,11613
100,500,0.9,0.8,0.01,-53.20395276561007,46928
50,50,0.9,1.0,0.2,-51.75528989686256,12616
200,200,0.1,1.0,0.2,-48.61243006455101,28608
50,50,0.9,1.0,0.05,-51.12230615465013,11397
200,500,0.9,0.7,0.2,-56.40504341128466,92428
50,50,0.9,1.0,0.01,-51.02030441279528,12048
50,50,0.9,0.8,0.1,-51.07845072039723,11683
200,200,0.1,1.0,0.05,-45.72393622883681,29532
100,500,0.9,0.7,0.1,-53.2006639679542,46563
50,50,0.9,0.8,0.2,-51.826296050809994,11756
50,50,0.9,0.8,0.05,-51.56066968925204,11109
200,200,0.1,1.0,0.01,-48.14553898651521,27501
50,50,0.9,0.8,0.01,-50.986502659659635,11493
50,50,0.9,0.7,0.1,-50.97905921525194,12942
500,100,0.9,1.0,0.01,-51.932553653972825,136079
100,500,0.9,0.7,0.2,-53.175012814597,48746
50,50,0.9,0.7,0.2,-51.08500972492493,12890
200,200,0.1,0.8,0.1,-46.909243908148866,31106
50,50,0.9,0.7,0.05,-50.86736088269911,11938
200,500,0.9,0.7,0.05,-53.51733650451254,96698
50,50,0.9,0.7,0.01,-51.84884877539698,11583
50,50,0.3,0.9,0.1,-44.28003593515762,5112
200,200,0.1,0.8,0.2,-45.06894745460758,27375
50,50,0.3,0.9,0.2,-45.36424995010131,4907
500,200,0.9,0.9,0.01,-52.411259271071884,164862
50,50,0.3,0.9,0.05,-46.29507016950615,5620
50,50,0.3,0.9,0.01,-44.43520019349372,566238
100,500,0.9,0.7,0.05,-51.36504366342718,607875
50,50,0.3,1.0,0.1,-44.47598262414064,4192
50,50,0.3,1.0,0.2,-45.29381122966622,4143
50,50,0.3,1.0,0.05,-47.58283332506157,3465
200,200,0.1,0.8,0.05,-49.0545187161411,588966
50,50,0.3,1.0,0.01,-43.5917053078206,5230
50,50,0.3,0.8,0.1,-43.56514238867596,4492
50,50,0.3,0.8,0.2,-43.6074002700786,3791
50,50,0.3,0.8,0.05,-43.82970185846854,4699
50,50,0.3,0.8,0.01,-42.605106173837896,3084
100,500,0.9,0.7,0.01,-51.76622943299126,31332
50,50,0.3,0.7,0.1,-43.54951966233011,3535
200,200,0.1,0.8,0.01,-46.75048408858287,24819
50,50,0.3,0.7,0.2,-43.005305718300065,2752
50,50,0.3,0.7,0.05,-44.17633636148542,2618
50,50,0.3,0.7,0.01,-42.90792211562756,2685
50,50,0.1,0.9,0.1,-43.88711682025706,1363
50,50,0.1,0.9,0.2,-43.36451298043414,1480
200,500,0.9,0.7,0.01,-52.126499569114216,634882
50,50,0.1,0.9,0.05,-42.91845659057952,1757
500,100,0.9,0.8,0.1,-52.778270920380386,664600
50,50,0.1,0.9,0.01,-40.85890066555956,1920
200,200,0.1,0.7,0.1,-46.91733924264707,14660
100,500,0.3,0.9,0.1,-46.98774182961525,18316
50,50,0.1,1.0,0.1,-43.40602291979825,1474
50,50,0.1,1.0,0.2,-42.05719949262562,1494
50,50,0.1,1.0,0.05,-42.00677014996983,1943
50,50,0.1,1.0,0.01,-42.43827224729203,1693
50,50,0.1,0.8,0.1,-42.28445646382137,1386
50,50,0.1,0.8,0.2,-40.764651631491326,2052
50,50,0.1,0.8,0.05,-43.12087574389332,1656
50,50,0.1,0.8,0.01,-40.44729183231385,1429
50,50,0.1,0.7,0.1,-40.02896201559616,1441
50,50,0.1,0.7,0.2,-44.27142414311424,1361
200,200,0.1,0.7,0.2,-45.30194892994975,15694
50,50,0.1,0.7,0.05,-39.73302234312955,1372
50,50,0.1,0.7,0.01,-40.31862250515237,1439
100,500,0.3,0.9,0.2,-48.752988479985724,18682
100,100,0.5,0.9,0.1,-47.781988165887,8585
200,200,0.1,0.7,0.05,-44.02170253226848,13894
200,500,0.3,0.9,0.1,-52.123339465747655,37575
100,500,0.3,0.9,0.05,-46.71599759780092,16779
100,100,0.5,0.9,0.2,-49.264957197467965,9303
500,200,0.9,1.0,0.1,-55.251746593003226,664523
200,200,0.1,0.7,0.01,-45.56948882029745,14503
100,100,0.5,0.9,0.05,-48.149917078616305,9951
100,500,0.3,0.9,0.01,-44.672581817951986,21886
100,100,0.5,0.9,0.01,-46.857869583777166,12492
100,100,0.5,1.0,0.1,-49.17483220925059,10227
500,100,0.9,0.8,0.2,-53.38759220316107,77893
200,500,0.3,0.9,0.2,-52.186532176197865,42272
100,500,0.3,1.0,0.1,-47.55448710040998,19772
100,100,0.5,1.0,0.2,-47.91576599963149,10661
100,100,0.5,1.0,0.05,-48.4495283903855,11242
100,500,0.3,1.0,0.2,-48.73812656686263,22348
100,100,0.5,1.0,0.01,-47.717106539029054,12616
100,100,0.5,0.8,0.1,-46.74566281570493,11340
100,500,0.3,1.0,0.05,-46.60841595718841,23020
200,500,0.3,0.9,0.05,-48.667918049956306,48194
100,100,0.5,0.8,0.2,-48.85208167236727,10798
100,100,0.5,0.8,0.05,-47.56174421588319,11305
100,500,0.3,1.0,0.01,-45.49722507894645,20489
100,100,0.5,0.8,0.01,-46.32921102940547,11400
500,200,0.9,1.0,0.2,-56.13816026420595,107137
100,100,0.5,0.7,0.1,-48.89606528432068,11937
100,500,0.3,0.8,0.1,-47.24531244302138,21386
200,500,0.3,0.9,0.01,-48.47692194243359,43159
500,100,0.9,0.8,0.05,-51.91057685069717,95372
100,100,0.5,0.7,0.2,-46.913882696740274,12428
100,100,0.5,0.7,0.05,-46.78410447139791,12216
100,500,0.3,0.8,0.2,-48.809772056518796,23535
100,100,0.5,0.7,0.01,-46.18726195240099,11354
100,500,0.3,0.8,0.05,-48.274271829348905,21388
200,500,0.3,1.0,0.1,-49.44704090091944,47282
100,100,0.9,0.9,0.1,-51.302796759442636,18532
100,500,0.3,0.8,0.01,-44.030062125725884,21983
100,100,0.9,0.9,0.2,-51.570299400634305,18776
100,100,0.9,0.9,0.05,-51.166359819195236,19786
100,500,0.3,0.7,0.1,-49.926224821518886,23392
200,500,0.3,1.0,0.2,-51.592722936672196,517440
500,100,0.9,0.8,0.01,-51.333823699269516,563156
500,200,0.9,1.0,0.05,-52.663299072341005,583653
100,100,0.9,0.9,0.01,-51.40502765812283,483830
100,500,0.3,0.7,0.2,-47.877253491641405,486631
100,100,0.9,1.0,0.1,-51.1697440836708,15120
100,500,0.3,0.7,0.05,-47.39326344349168,18498
100,100,0.9,1.0,0.2,-51.709229449694966,13540
200,500,0.3,1.0,0.05,-52.72008703490894,39477
100,500,0.3,0.7,0.01,-44.054877565200236,15252
100,100,0.9,1.0,0.05,-52.69495767746241,12345
100,500,0.1,0.9,0.1,-47.9348721104244,12540
100,100,0.9,1.0,0.01,-51.11626068135888,13107
100,500,0.1,0.9,0.2,-48.572441052500906,13305
500,100,0.9,0.7,0.1,-52.82218448489529,68326
200,500,0.3,1.0,0.01,-45.69192016846788,31345
100,100,0.9,0.8,0.1,-52.072193025318924,13254
500,200,0.9,1.0,0.01,-52.27321505265033,80694
100,500,0.1,0.9,0.05,-46.8558172610245,14105
100,100,0.9,0.8,0.2,-51.033961910412074,13887
100,500,0.1,0.9,0.01,-45.65742593491417,13501
100,100,0.9,0.8,0.05,-51.87038872827135,13506
200,500,0.3,0.8,0.1,-51.91331702020995,32877
100,500,0.1,1.0,0.1,-46.329814152867016,14519
100,100,0.9,0.8,0.01,-52.316700193318866,14126
100,500,0.1,1.0,0.2,-46.98112176820752,15289
100,100,0.9,0.7,0.1,-51.289693418544765,14705
200,500,0.3,0.8,0.2,-50.34855949104967,36521
100,500,0.1,1.0,0.05,-46.50455116396934,15634
100,100,0.9,0.7,0.2,-52.42711263063906,15204
500,100,0.9,0.7,0.2,-54.342841409580586,73525
100,500,0.1,1.0,0.01,-46.49606338256431,16439
100,100,0.9,0.7,0.05,-51.50815148996602,15591
100,500,0.1,0.8,0.1,-46.724154315772104,121780
100,100,0.9,0.7,0.01,-51.33115857485125,121284
200,500,0.3,0.8,0.05,-51.37526924899687,143440
100,100,0.3,0.9,0.1,-44.07108571190734,6092
500,200,0.9,0.8,0.1,-54.27917355467104,204529
100,100,0.3,0.9,0.2,-46.70474173219984,5946
100,500,0.1,0.8,0.2,-47.99285184209761,12459
100,100,0.3,0.9,0.05,-44.926022516690836,5817
100,100,0.3,0.9,0.01,-44.68851449774084,5754
100,500,0.1,0.8,0.05,-48.32779038091196,12075
100,100,0.3,1.0,0.1,-47.482653750547634,7559
200,500,0.3,0.8,0.01,-47.59543112939096,31991
100,100,0.3,1.0,0.2,-45.44729019468937,6095
100,500,0.1,0.8,0.01,-42.19990361079377,14768
500,100,0.9,0.7,0.05,-52.641713432298125,178084
100,100,0.3,1.0,0.05,-44.814978422263955,5643
100,100,0.3,1.0,0.01,-45.16936284199875,5833
100,500,0.1,0.7,0.1,-47.50308077067802,11479
100,100,0.3,0.8,0.1,-44.89114909689852,5807
100,100,0.3,0.8,0.2,-45.46842402105799,6203
100,500,0.1,0.7,0.2,-49.14286064624859,12382
200,500,0.3,0.7,0.1,-49.56756950325515,29408
100,100,0.3,0.8,0.05,-46.21088806534988,6454
100,100,0.3,0.8,0.01,-46.658176798411105,6448
100,500,0.1,0.7,0.05,-42.592834524924,12984
100,100,0.3,0.7,0.1,-45.26240911498892,6487
100,100,0.3,0.7,0.2,-46.40012046770594,6655
100,500,0.1,0.7,0.01,-43.2352704699938,13761
500,200,0.9,0.8,0.2,-57.36629543357114,83993
100,100,0.3,0.7,0.05,-44.62841186228566,6956
100,50,0.5,0.9,0.1,-50.72877224815458,8334
200,500,0.3,0.7,0.2,-50.43639533013345,33939
100,100,0.3,0.7,0.01,-45.2668798764191,6980
100,100,0.1,0.9,0.1,-45.58630156692772,4505
100,50,0.5,0.9,0.2,-48.22652077761924,8600
100,100,0.1,0.9,0.2,-43.042877436271894,4970
500,100,0.9,0.7,0.01,-53.09425284433624,71531
100,100,0.1,0.9,0.05,-45.6443282408626,4699
100,50,0.5,0.9,0.05,-46.36049807980602,9201
100,100,0.1,0.9,0.01,-43.491359280376294,4704
100,100,0.1,1.0,0.1,-46.643972239592216,5099
100,50,0.5,0.9,0.01,-46.22272736988335,9042
100,100,0.1,1.0,0.2,-44.9522905741803,4959
100,50,0.5,1.0,0.1,-47.208836006900945,9052
100,100,0.1,1.0,0.05,-43.27001228819659,4747
200,500,0.3,0.7,0.05,-49.24970120879467,38615
100,100,0.1,1.0,0.01,-47.02981754866026,5487
100,50,0.5,1.0,0.2,-49.63564600164271,9608
100,100,0.1,0.8,0.1,-44.42094622624414,4817
100,100,0.1,0.8,0.2,-44.601192335593765,4728
100,50,0.5,1.0,0.05,-47.45704639298971,9530
100,100,0.1,0.8,0.05,-43.365671661286356,4833
500,100,0.3,0.9,0.1,-51.91146592903153,43200
100,100,0.1,0.8,0.01,-46.127741362369925,4788
100,50,0.5,1.0,0.01,-47.133662249169895,309906
100,100,0.1,0.7,0.1,-43.02145479212315,305895
100,100,0.1,0.7,0.2,-43.69608003365559,3972
100,50,0.5,0.8,0.1,-47.52310241950835,8439
100,100,0.1,0.7,0.05,-44.16061798230796,6215
200,500,0.3,0.7,0.01,-46.22532752463161,340786
100,100,0.1,0.7,0.01,-44.02412174507112,5413
100,50,0.5,0.8,0.2,-46.83338901036207,10379
100,50,0.3,0.9,0.1,-46.99954229814111,6820
100,50,0.5,0.8,0.05,-46.64912575745284,8820
100,50,0.3,0.9,0.2,-44.07063694330428,5906
500,200,0.9,0.8,0.05,-56.058438325961056,405271
100,50,0.3,0.9,0.05,-45.300738667138084,5614
100,50,0.5,0.8,0.01,-46.88800539539022,8844
500,100,0.3,0.9,0.2,-48.56057785001106,343642
100,50,0.3,0.9,0.01,-44.39470290416942,4697
100,50,0.5,0.7,0.1,-46.60864934611743,6886
100,50,0.3,1.0,0.1,-44.9335455484259,4988
200,500,0.1,0.9,0.1,-48.88662234192341,32227
100,50,0.5,0.7,0.2,-46.4159754895082,6917
100,50,0.3,1.0,0.2,-48.53433072873344,4722
100,50,0.3,1.0,0.05,-45.69851993718649,5034
100,50,0.5,0.7,0.05,-48.74767443847008,7001
100,50,0.3,1.0,0.01,-45.215438761146785,4802
100,50,0.5,0.7,0.01,-47.040565408607776,6934
100,50,0.3,0.8,0.1,-44.107115833738895,4840
500,100,0.3,0.9,0.05,-50.85538031246175,33444
100,50,0.3,0.8,0.2,-43.43774955905951,5407
200,500,0.1,0.9,0.2,-51.39781664395564,27690
100,50,0.3,0.8,0.05,-45.16555183737849,5529
100,50,0.9,0.9,0.1,-51.86622890864335,12407
100,50,0.3,0.8,0.01,-47.3497624609967,5952
100,50,0.3,0.7,0.1,-44.789546523846,5311
100,50,0.9,0.9,0.2,-51.351428530769766,12371
100,50,0.3,0.7,0.2,-45.177168132720304,6494
100,50,0.3,0.7,0.05,-46.00450054635158,5060
100,50,0.9,0.9,0.05,-51.41191780353469,13045
100,50,0.3,0.7,0.01,-44.896639561169046,5291
200,500,0.1,0.9,0.05,-50.068349700895645,31711
100,50,0.1,0.9,0.1,-44.364439630522924,2780
500,100,0.3,0.9,0.01,-49.242665650575844,37133
100,50,0.1,0.9,0.2,-42.04241336929388,2861
100,50,0.1,0.9,0.05,-43.83121109624939,2884
100,50,0.9,0.9,0.01,-51.2012688505159,12687
100,50,0.1,0.9,0.01,-45.7216278897769,2844
500,200,0.9,0.8,0.01,-52.526249543953696,84824
100,50,0.1,1.0,0.1,-42.997866192067,2910
100,50,0.1,1.0,0.2,-41.869747750286606,3078
100,50,0.1,1.0,0.05,-45.4091713953793,3021
100,50,0.1,1.0,0.01,-44.63582693933318,3145
100,50,0.9,1.0,0.1,-51.65687465131504,13502
100,50,0.1,0.8,0.1,-44.68612003411598,3052
100,50,0.1,0.8,0.2,-44.4145228859753,3059
200,500,0.1,0.9,0.01,-48.030653925663444,30038
100,50,0.1,0.8,0.05,-42.61395119867392,2934
100,50,0.1,0.8,0.01,-41.761151214833085,2932
100,50,0.9,1.0,0.2,-52.4769901650281,13755
100,50,0.1,0.7,0.1,-43.27640691647903,3017
100,50,0.1,0.7,0.2,-41.80606926810723,2849
100,50,0.1,0.7,0.05,-43.79888550000204,2902
500,100,0.3,1.0,0.1,-50.39005340993897,41322
100,50,0.1,0.7,0.01,-40.122841034004026,3114
100,50,0.9,1.0,0.05,-51.634301666810934,13864
100,50,0.9,0.8,0.1,-51.19620502001717,315452
100,50,0.9,1.0,0.01,-51.336910613793755,314789
200,500,0.1,1.0,0.1,-49.49552039763412,337908
100,50,0.9,0.8,0.2,-51.39110388921021,12615
100,50,0.9,0.7,0.1,-51.01581341251942,12603
500,100,0.3,1.0,0.2,-50.55010009304789,341556
100,50,0.9,0.8,0.05,-51.34210226734301,13556
100,50,0.9,0.7,0.2,-53.17457409955156,13442
100,50,0.9,0.8,0.01,-50.76167964253271,11964
200,500,0.1,1.0,0.2,-50.62822777447792,33742
100,50,0.9,0.7,0.05,-51.13535105135362,12217
500,200,0.9,0.7,0.1,-55.598614545193705,395618
100,50,0.9,0.7,0.01,-50.97217117822684,11507
200,100,0.1,0.7,0.1,-46.830818325489304,9627
500,100,0.3,1.0,0.05,-51.39912387107027,37725
200,100,0.1,0.7,0.2,-46.81400623219451,8650
200,500,0.1,1.0,0.05,-49.88610341771694,32103
200,100,0.1,0.7,0.05,-46.97602633641632,8022
200,500,0.1,0.8,0.1,-49.26474471973278,30758
200,100,0.1,0.7,0.01,-43.83425121617771,9070
500,100,0.3,1.0,0.01,-50.87774218069292,39914
200,500,0.1,1.0,0.01,-49.41585037560825,34775
200,500,0.1,0.8,0.2,-53.71737926089779,35246
200,500,0.1,0.7,0.1,-49.90740510109254,34839
500,50,0.5,0.9,0.1,-51.63444560859882,56907
500,200,0.9,0.7,0.2,-55.05626031285175,104891
200,500,0.1,0.8,0.05,-49.00279575335882,44605
500,100,0.3,0.8,0.1,-49.59098847644827,55139
200,500,0.1,0.7,0.05,-48.00801545934271,45121
200,500,0.1,0.7,0.2,-51.00722211121244,45279
500,50,0.5,0.9,0.2,-51.22684352230729,50349
500,100,0.3,0.8,0.2,-47.62551054806917,41223
500,500,0.5,0.9,0.1,-54.808540260861704,144427
500,50,0.5,0.9,0.05,-50.005497707104226,46586
500,100,0.3,0.8,0.05,-51.280793754533185,42186
500,200,0.9,0.7,0.05,-53.96431986832326,97817
500,100,0.3,0.8,0.01,-47.05376487098826,41469
500,50,0.5,0.9,0.01,-50.74094718209819,47423
500,100,0.3,0.7,0.1,-49.05809934079314,251794
500,50,0.5,1.0,0.1,-49.94283144285872,254873
500,200,0.9,0.7,0.01,-54.05203378883452,304176
500,100,0.3,0.7,0.2,-49.47770356446232,40433
500,500,0.5,0.9,0.2,-55.91526351926169,347666
500,50,0.5,1.0,0.2,-48.35212357404101,40513
500,100,0.3,0.7,0.05,-47.859017936598406,31818
500,200,0.3,0.9,0.1,-51.68423769711965,51599
500,50,0.5,1.0,0.05,-51.947559538822766,36670
500,100,0.3,0.7,0.01,-49.84853624626126,35063
500,200,0.3,0.9,0.2,-50.55948366241137,53303
500,50,0.5,1.0,0.01,-50.59162908409515,44025
500,100,0.1,0.9,0.1,-47.23651013574593,26925
500,500,0.5,0.9,0.05,-53.413830285765556,410655
500,100,0.1,0.9,0.2,-49.27125102253661,327314
500,50,0.5,0.8,0.1,-51.79710516729937,342127
500,200,0.3,0.9,0.05,-52.16672855410206,356475
500,100,0.1,0.9,0.05,-50.14049717916175,23578
500,100,0.1,0.9,0.01,-50.46382690797115,22070
500,50,0.5,0.8,0.2,-51.29840859921526,37731
500,100,0.1,1.0,0.1,-50.65826199374836,25564
500,200,0.3,0.9,0.01,-49.84746107235855,50883
500,50,0.5,0.8,0.05,-50.61369251506195,38785
500,100,0.1,1.0,0.2,-50.643500606779355,22997
500,500,0.5,0.9,0.01,-49.88358441970128,105552
500,100,0.1,1.0,0.05,-49.69713189687023,22933
500,200,0.3,1.0,0.1,-51.892908452636306,48838
500,50,0.5,0.8,0.01,-50.59797412406961,38079
500,100,0.1,1.0,0.01,-51.009246653831774,24427
500,100,0.1,0.8,0.1,-49.04435899909448,27576
500,50,0.5,0.7,0.1,-48.245104190710286,44693
500,200,0.3,1.0,0.2,-50.885349417171064,57175
500,100,0.1,0.8,0.2,-49.268921222616655,26638
500,50,0.5,0.7,0.2,-48.57792135188932,45195
500,500,0.5,1.0,0.1,-53.22203970671397,121563
500,100,0.1,0.8,0.05,-46.585440190210434,27369
500,200,0.3,1.0,0.05,-50.904078162323664,58740
500,100,0.1,0.8,0.01,-48.69156350243238,27061
500,50,0.5,0.7,0.05,-51.187333808214426,47229
500,100,0.1,0.7,0.1,-46.93305849216687,28279
500,200,0.3,1.0,0.01,-50.263729453208725,121292
500,100,0.1,0.7,0.2,-47.30789648549639,84673
500,50,0.5,0.7,0.01,-50.57641703444516,104885
500,100,0.1,0.7,0.05,-45.64154758621251,21123
500,500,0.5,1.0,0.2,-56.981836675702496,180237
500,200,0.3,0.8,0.1,-50.390108307452536,47779
500,100,0.1,0.7,0.01,-49.10533276642704,22183
500,50,0.9,0.9,0.1,-54.245144839897264,61587
500,200,0.1,0.9,0.1,-50.193365409587486,40055
500,200,0.3,0.8,0.2,-49.784086788108525,51957
500,200,0.1,0.9,0.2,-51.9304699922745,44179
500,50,0.9,0.9,0.2,-53.07165268634523,70573
500,200,0.3,0.8,0.05,-49.3710368748068,58324
500,500,0.5,1.0,0.05,-54.424731134243196,118271
500,200,0.1,0.9,0.05,-50.76049852020394,58648
500,50,0.9,0.9,0.05,-52.31909777998536,85235
500,200,0.3,0.8,0.01,-51.30371424970267,70158
500,200,0.1,0.9,0.01,-48.840347303484805,43344
500,200,0.1,1.0,0.1,-52.5492344900829,52906
500,200,0.3,0.7,0.1,-50.713162421360074,68154
500,500,0.5,1.0,0.01,-51.557284196332844,144995
500,50,0.9,0.9,0.01,-52.36047285407384,88198
500,200,0.1,1.0,0.2,-49.53731992087617,60248
500,200,0.3,0.7,0.2,-49.702431327710805,74300
500,200,0.1,1.0,0.05,-50.27514509609176,58186
500,50,0.9,1.0,0.1,-53.70550547422589,94895
500,200,0.3,0.7,0.05,-51.37428044758496,77307
500,500,0.5,0.8,0.1,-55.500996528868804,164622
500,200,0.1,1.0,0.01,-49.20237355052881,64700
500,50,0.9,1.0,0.2,-52.76069473258421,996477
500,200,0.3,0.7,0.01,-46.711061396627834,974168
500,200,0.1,0.8,0.1,-50.04502244263258,955948
500,200,0.1,0.7,0.1,-49.85395558351584,41736
500,200,0.1,0.8,0.2,-50.997303045606394,42283
500,50,0.9,1.0,0.05,-53.73455953068463,67441
500,500,0.5,0.8,0.2,-54.48477869668652,1027854
500,200,0.1,0.7,0.2,-50.93456844753431,36435
500,200,0.1,0.8,0.05,-50.59537580595317,35863
500,50,0.9,1.0,0.01,-53.6795851747331,1066595
500,200,0.1,0.7,0.05,-50.93653851116613,1048818
500,200,0.1,0.8,0.01,-49.82763360327005,1047600
500,50,0.3,0.9,0.1,-48.353939657639195,26443
500,200,0.1,0.7,0.01,-49.537057805697174,36300
500,50,0.9,0.8,0.1,-53.62023749466157,64445
500,50,0.3,0.9,0.2,-47.240001185946014,25939
500,500,0.5,0.8,0.05,-51.815833797846494,1107861
500,50,0.3,0.9,0.05,-48.71036950318741,26815
500,50,0.3,0.9,0.01,-47.8037252256782,27189
500,50,0.9,0.8,0.2,-54.6650079463382,59891
500,500,0.3,0.9,0.1,-52.49141029817392,97378
500,50,0.3,1.0,0.1,-48.37821540379552,27780
500,500,0.5,0.8,0.01,-53.8410447422203,219241
500,50,0.3,1.0,0.2,-48.89634764351774,140077
500,50,0.9,0.8,0.05,-53.07649380622807,173390
500,50,0.3,1.0,0.05,-49.884638961693746,27489
500,50,0.3,1.0,0.01,-48.85352165961878,24895
500,500,0.3,0.9,0.2,-52.7460710966698,210970
500,50,0.9,0.8,0.01,-51.88191216776888,56179
500,50,0.3,0.8,0.1,-48.4309971227257,24890
500,500,0.5,0.7,0.1,-54.7421690637791,112815
500,50,0.3,0.8,0.2,-46.83567489349787,42547
500,50,0.9,0.7,0.1,-51.789994209141966,76607
500,50,0.3,0.8,0.05,-48.76970559872991,30090
500,50,0.3,0.8,0.01,-47.56752683102048,27033
500,500,0.3,0.9,0.05,-52.98180163840731,122812
500,50,0.3,0.7,0.1,-49.115040694336344,26474
500,50,0.9,0.7,0.2,-53.986772648248255,62366
500,500,0.5,0.7,0.2,-53.48131270797543,115854
500,50,0.3,0.7,0.2,-48.63693389615928,26150
500,50,0.3,0.7,0.05,-47.91730522572936,25498
500,50,0.9,0.7,0.05,-52.15046835906395,58933
500,50,0.3,0.7,0.01,-49.8695812895403,26758
500,500,0.3,0.9,0.01,-50.69597751371967,94106
500,50,0.1,0.9,0.1,-47.24000842537299,14234
500,50,0.1,0.9,0.2,-48.525446812302874,15008
500,50,0.9,0.7,0.01,-53.64761613697175,58660
500,50,0.1,0.9,0.05,-47.511098649745364,15366
500,500,0.5,0.7,0.05,-53.28346738017665,100656
500,50,0.1,0.9,0.01,-47.818825236232676,13760
500,50,0.1,1.0,0.1,-47.3988390316228,13817
500,50,0.1,1.0,0.2,-46.56771176768491,15213
500,500,0.3,1.0,0.1,-54.10558164593585,91597
500,50,0.1,1.0,0.05,-46.719857238698886,16460
500,50,0.1,1.0,0.01,-48.19622976654964,15742
500,50,0.1,0.8,0.1,-45.897629206268114,15578
500,500,0.5,0.7,0.01,-52.638623298011055,104938
500,50,0.1,0.8,0.2,-46.9805966145852,18980
500,50,0.1,0.8,0.05,-47.94820745656682,17575
500,50,0.1,0.8,0.01,-46.71055319972721,15896
500,50,0.1,0.7,0.1,-48.66376509288401,15156
500,500,0.3,1.0,0.2,-54.11854423284858,111401
500,50,0.1,0.7,0.2,-48.06758133853511,15691
500,50,0.1,0.7,0.05,-46.47199423027475,15533
500,50,0.1,0.7,0.01,-46.75905608110106,14665
500,500,0.9,0.9,0.1,-55.075963116718114,128957
500,500,0.3,1.0,0.05,-52.45814771718117,105124
500,500,0.1,0.9,0.1,-52.215825160495555,97301
500,500,0.9,0.8,0.1,-56.29200024632183,139064
500,500,0.3,1.0,0.01,-51.30193642660045,105652
500,500,0.9,0.9,0.2,-56.58099584310985,140209
500,500,0.1,0.9,0.2,-54.37509980741031,86939
500,500,0.3,0.8,0.1,-52.90404205209359,411247
500,500,0.9,0.8,0.2,-58.47615080300515,494892
500,500,0.1,0.9,0.05,-51.55247316393768,454261
500,500,0.9,0.9,0.05,-55.73088929729314,490045
500,500,0.1,0.9,0.01,-50.269873737165454,397201
500,500,0.3,0.8,0.2,-54.7844680992298,460415
500,500,0.9,0.8,0.05,-55.306579566263004,426735
500,500,0.9,0.9,0.01,-52.672797407057374,729862
500,500,0.1,1.0,0.1,-53.74707390591604,391642
500,500,0.3,0.8,0.05,-53.21222816340364,706652
500,500,0.9,0.8,0.01,-54.132125456053195,729453
500,500,0.1,1.0,0.2,-54.03876909061779,398086
500,500,0.9,1.0,0.1,-56.244384296267064,434325
500,500,0.3,0.8,0.01,-49.95031666852947,93942
500,500,0.9,0.7,0.1,-57.483142680638345,434223
500,500,0.1,1.0,0.05,-53.00918627559005,399302
500,500,0.3,0.7,0.1,-50.069945746970504,405481
500,500,0.9,1.0,0.2,-58.46905040532684,450183
500,500,0.1,1.0,0.01,-50.44854004548207,90653
500,500,0.3,0.7,0.2,-54.52750724146177,103428
500,500,0.9,0.7,0.2,-58.800179711282674,436597
500,500,0.1,0.8,0.1,-53.10047009313469,393051
500,500,0.9,1.0,0.05,-53.97208029491698,434134
500,500,0.3,0.7,0.05,-52.9087135120791,400589
500,500,0.9,0.7,0.05,-53.889014774379184,130692
500,500,0.1,0.8,0.2,-52.475196802436656,102822
500,500,0.9,1.0,0.01,-53.39074108113294,150252
