Poblacion,Generaciones,Greedy,Cruce,Mutacion,Fitness
100,200,0.90,0.90,0.20,-51.84
50,100,0.90,0.90,0.10,-50.89
200,100,0.50,0.80,0.01,-47.33
200,50,0.50,0.70,0.20,-49.11
500,200,0.50,0.90,0.01,-52.11
50,200,0.90,0.70,0.01,-51.70
50,100,0.90,0.90,0.20,-51.24
200,200,0.50,0.80,0.20,-49.78
50,200,0.30,0.90,0.10,-44.49
50,100,0.90,0.90,0.05,-52.01
200,50,0.90,0.90,0.01,-51.11
50,200,0.30,0.90,0.20,-45.72
100,200,0.90,0.90,0.05,-51.09
200,100,0.50,0.70,0.10,-48.63
200,50,0.50,0.70,0.05,-46.52
50,200,0.30,0.90,0.05,-44.49
50,100,0.90,0.90,0.01,-51.07
50,200,0.30,0.90,0.01,-43.75
50,100,0.90,1.00,0.10,-51.43
50,200,0.30,1.00,0.10,-44.76
200,50,0.50,0.70,0.01,-46.46
200,200,0.50,0.80,0.05,-49.55
50,200,0.30,1.00,0.20,-45.08
50,100,0.90,1.00,0.20,-51.24
100,200,0.90,0.90,0.01,-51.83
200,100,0.50,0.70,0.20,-48.12
50,200,0.30,1.00,0.05,-44.17
200,50,0.90,1.00,0.10,-51.52
50,100,0.90,1.00,0.05,-51.06
50,200,0.30,1.00,0.01,-43.41
50,200,0.30,0.80,0.10,-44.56
50,100,0.90,1.00,0.01,-50.80
200,100,0.50,0.70,0.05,-48.80
50,200,0.30,0.80,0.20,-44.99
100,200,0.90,1.00,0.10,-51.45
200,200,0.50,0.80,0.01,-49.66
50,100,0.90,0.80,0.10,-51.09
50,200,0.30,0.80,0.05,-42.75
200,50,0.90,0.80,0.10,-51.41
50,200,0.30,0.80,0.01,-43.49
50,100,0.90,0.80,0.20,-50.95
200,50,0.90,1.00,0.20,-52.28
50,200,0.30,0.70,0.10,-44.37
100,200,0.90,1.00,0.20,-52.22
500,200,0.50,1.00,0.10,-50.74
50,100,0.90,0.80,0.05,-50.86
200,100,0.50,0.70,0.01,-48.16
50,200,0.30,0.70,0.20,-45.09
50,200,0.30,0.70,0.05,-43.26
50,100,0.90,0.80,0.01,-51.33
200,200,0.50,0.70,0.10,-47.56
50,200,0.30,0.70,0.01,-42.62
200,50,0.90,0.80,0.20,-52.32
50,200,0.10,0.90,0.10,-42.69
50,100,0.90,0.70,0.10,-50.89
100,200,0.90,1.00,0.05,-51.68
50,200,0.10,0.90,0.20,-41.83
50,200,0.10,0.90,0.05,-41.93
200,50,0.90,1.00,0.05,-51.23
50,100,0.90,0.70,0.20,-51.07
50,200,0.10,0.90,0.01,-38.89
200,100,0.90,0.90,0.10,-54.19
50,200,0.10,1.00,0.10,-41.65
50,100,0.90,0.70,0.05,-50.94
50,200,0.10,1.00,0.20,-45.66
50,200,0.10,1.00,0.05,-43.31
100,200,0.90,1.00,0.01,-51.67
200,200,0.50,0.70,0.20,-49.76
50,100,0.90,0.70,0.01,-51.30
50,200,0.10,1.00,0.01,-41.92
200,50,0.90,0.80,0.05,-51.40
50,100,0.30,0.90,0.10,-44.27
50,200,0.10,0.80,0.10,-41.38
50,100,0.30,0.90,0.20,-44.85
50,200,0.10,0.80,0.20,-43.93
50,100,0.30,0.90,0.05,-44.09
50,200,0.10,0.80,0.05,-41.78
100,200,0.90,0.80,0.10,-51.35
200,50,0.90,1.00,0.01,-51.34
50,200,0.10,0.80,0.01,-40.30
50,100,0.30,0.90,0.01,-44.71
50,200,0.10,0.70,0.10,-42.72
200,100,0.90,0.90,0.20,-53.62
50,100,0.30,1.00,0.10,-44.32
50,200,0.10,0.70,0.20,-43.81
50,100,0.30,1.00,0.20,-46.47
200,200,0.50,0.70,0.05,-48.28
50,200,0.10,0.70,0.05,-42.15
50,100,0.30,1.00,0.05,-44.46
50,200,0.10,0.70,0.01,-41.19
200,50,0.90,0.80,0.01,-52.50
100,200,0.90,0.80,0.20,-51.57
50,100,0.30,1.00,0.01,-42.10
50,100,0.30,0.80,0.10,-43.78
500,200,0.50,1.00,0.20,-53.37
50,100,0.30,0.80,0.20,-43.07
50,500,0.50,0.90,0.10,-47.50
200,50,0.90,0.70,0.10,-52.12
50,100,0.30,0.80,0.05,-44.77
50,100,0.30,0.80,0.01,-42.70
200,200,0.50,0.70,0.01,-48.42
50,100,0.30,0.70,0.10,-43.58
100,200,0.90,0.80,0.05,-51.41
50,500,0.50,0.90,0.20,-49.18
200,100,0.90,0.90,0.05,-51.49
50,100,0.30,0.70,0.20,-43.72
50,100,0.30,0.70,0.05,-43.21
200,50,0.90,0.70,0.05,-54.23
50,100,0.30,0.70,0.01,-43.52
50,100,0.10,0.90,0.10,-41.28
50,500,0.50,0.90,0.05,-46.70
100,200,0.90,0.80,0.01,-51.30
50,100,0.10,0.90,0.20,-42.56
200,50,0.90,0.70,0.20,-51.70
50,100,0.10,0.90,0.05,-40.85
50,100,0.10,0.90,0.01,-42.79
50,100,0.10,1.00,0.10,-46.90
50,500,0.50,0.90,0.01,-45.87
50,100,0.10,1.00,0.20,-42.18
50,100,0.10,1.00,0.05,-41.09
50,100,0.10,1.00,0.01,-40.69
50,100,0.10,0.80,0.10,-43.13
100,200,0.90,0.70,0.10,-51.65
200,100,0.90,0.90,0.01,-51.79
200,200,0.90,0.90,0.10,-53.46
50,100,0.10,0.80,0.20,-41.25
50,500,0.50,1.00,0.10,-47.62
50,100,0.10,0.80,0.05,-40.26
50,100,0.10,0.80,0.01,-39.49
50,100,0.10,0.70,0.10,-40.35
50,100,0.10,0.70,0.20,-40.01
50,100,0.10,0.70,0.05,-40.25
50,500,0.50,1.00,0.20,-47.34
50,100,0.10,0.70,0.01,-41.09
100,200,0.90,0.70,0.20,-51.93
50,50,0.50,0.90,0.10,-46.17
50,500,0.50,1.00,0.05,-47.03
50,50,0.50,0.90,0.20,-47.53
50,50,0.50,0.90,0.05,-46.22
500,200,0.50,1.00,0.05,-53.82
200,100,0.90,1.00,0.10,-51.51
50,50,0.50,0.90,0.01,-47.27
50,500,0.50,1.00,0.01,-46.41
100,200,0.90,0.70,0.05,-51.78
200,200,0.90,0.90,0.20,-53.04
50,50,0.50,1.00,0.10,-45.76
50,50,0.50,1.00,0.20,-46.75
50,500,0.50,0.80,0.10,-47.38
50,50,0.50,1.00,0.05,-46.46
50,50,0.50,1.00,0.01,-49.16
100,200,0.90,0.70,0.01,-51.56
50,50,0.50,0.80,0.10,-46.24
50,500,0.50,0.80,0.20,-50.59
50,50,0.50,0.80,0.20,-45.80
200,100,0.90,1.00,0.20,-53.09
100,200,0.30,0.90,0.10,-46.95
50,50,0.50,0.80,0.05,-47.19
50,500,0.50,0.80,0.05,-46.38
50,50,0.50,0.80,0.01,-47.77
50,50,0.50,0.70,0.10,-45.88
200,200,0.90,0.90,0.05,-51.33
100,200,0.30,0.90,0.20,-45.98
50,50,0.50,0.70,0.20,-47.67
50,500,0.50,0.80,0.01,-46.97
50,50,0.50,0.70,0.05,-46.51
100,200,0.30,0.90,0.05,-44.47
50,50,0.50,0.70,0.01,-47.90
50,500,0.50,0.70,0.10,-47.21
200,100,0.90,1.00,0.05,-53.66
50,50,0.90,0.90,0.10,-52.22
100,200,0.30,0.90,0.01,-47.71
50,50,0.90,0.90,0.20,-51.24
50,500,0.50,0.70,0.20,-48.83
500,200,0.50,1.00,0.01,-52.24
100,200,0.30,1.00,0.10,-45.87
50,50,0.90,0.90,0.05,-51.26
200,200,0.90,0.90,0.01,-52.92
50,500,0.50,0.70,0.05,-47.59
50,50,0.90,0.90,0.01,-51.56
100,200,0.30,1.00,0.20,-48.78
50,500,0.50,0.70,0.01,-45.85
50,50,0.90,1.00,0.10,-53.40
200,100,0.90,1.00,0.01,-51.37
100,200,0.30,1.00,0.05,-47.60
50,50,0.90,1.00,0.20,-52.00
50,500,0.90,0.90,0.10,-51.48
100,200,0.30,1.00,0.01,-46.38
50,50,0.90,1.00,0.05,-51.01
50,50,0.90,1.00,0.01,-51.01
100,200,0.30,0.80,0.10,-44.21
200,200,0.90,1.00,0.10,-52.38
50,500,0.90,0.90,0.20,-52.45
50,50,0.90,0.80,0.10,-51.32
200,100,0.90,0.80,0.10,-53.41
100,200,0.30,0.80,0.20,-46.79
50,50,0.90,0.80,0.20,-51.82
50,500,0.90,0.90,0.05,-50.97
50,50,0.90,0.80,0.05,-50.81
100,200,0.30,0.80,0.05,-45.95
50,50,0.90,0.80,0.01,-51.10
50,500,0.90,0.90,0.01,-50.99
100,200,0.30,0.80,0.01,-46.60
50,50,0.90,0.70,0.10,-51.25
500,200,0.50,0.80,0.10,-51.12
200,200,0.90,1.00,0.20,-52.45
200,100,0.90,0.80,0.20,-51.82
100,200,0.30,0.70,0.10,-46.00
50,50,0.90,0.70,0.20,-50.82
50,500,0.90,1.00,0.10,-52.15
50,50,0.90,0.70,0.05,-50.93
100,200,0.30,0.70,0.20,-45.82
50,50,0.90,0.70,0.01,-51.30
50,500,0.90,1.00,0.20,-52.06
50,50,0.30,0.90,0.10,-43.44
50,50,0.30,0.90,0.20,-43.57
100,200,0.30,0.70,0.05,-45.27
50,50,0.30,0.90,0.05,-43.42
50,50,0.30,0.90,0.01,-44.40
200,100,0.90,0.80,0.05,-51.58
50,500,0.90,1.00,0.05,-51.43
50,50,0.30,1.00,0.10,-43.81
100,200,0.30,0.70,0.01,-44.37
50,50,0.30,1.00,0.20,-43.46
200,200,0.90,1.00,0.05,-53.00
50,50,0.30,1.00,0.05,-44.34
50,50,0.30,1.00,0.01,-44.70
100,200,0.10,0.90,0.10,-44.77
50,50,0.30,0.80,0.10,-43.64
50,500,0.90,1.00,0.01,-51.15
50,50,0.30,0.80,0.20,-43.67
100,200,0.10,0.90,0.20,-44.69
50,50,0.30,0.80,0.05,-45.12
50,50,0.30,0.80,0.01,-45.92
50,50,0.30,0.70,0.10,-42.97
100,200,0.10,0.90,0.05,-44.95
50,50,0.30,0.70,0.20,-44.93
50,500,0.90,0.80,0.10,-53.08
200,100,0.90,0.80,0.01,-51.54
50,50,0.30,0.70,0.05,-42.82
100,200,0.10,0.90,0.01,-43.37
50,50,0.30,0.70,0.01,-43.90
50,50,0.10,0.90,0.10,-40.84
500,200,0.50,0.80,0.20,-54.63
50,50,0.10,0.90,0.20,-42.71
50,50,0.10,0.90,0.05,-40.28
50,50,0.10,0.90,0.01,-40.36
200,200,0.90,1.00,0.01,-51.34
100,200,0.10,1.00,0.10,-47.51
50,500,0.90,0.80,0.20,-52.10
50,50,0.10,1.00,0.10,-42.71
50,50,0.10,1.00,0.20,-41.77
50,50,0.10,1.00,0.05,-40.96
50,50,0.10,1.00,0.01,-42.67
50,50,0.10,0.80,0.10,-40.28
100,200,0.10,1.00,0.20,-45.41
50,50,0.10,0.80,0.20,-42.42
50,50,0.10,0.80,0.05,-41.57
50,500,0.90,0.80,0.05,-51.35
50,50,0.10,0.80,0.01,-41.04
50,50,0.10,0.70,0.10,-40.69
50,50,0.10,0.70,0.20,-40.78
100,200,0.10,1.00,0.05,-44.90
50,50,0.10,0.70,0.05,-40.53
50,50,0.10,0.70,0.01,-43.29
200,100,0.90,0.70,0.10,-51.60
100,200,0.10,1.00,0.01,-42.59
50,500,0.90,0.80,0.01,-50.90
50,500,0.30,0.90,0.10,-44.76
100,200,0.10,0.80,0.10,-43.76
200,200,0.90,0.80,0.10,-52.65
50,500,0.30,0.90,0.20,-48.37
100,200,0.10,0.80,0.20,-44.44
50,500,0.90,0.70,0.10,-51.56
100,200,0.10,0.80,0.05,-44.58
50,500,0.30,0.90,0.05,-43.96
200,100,0.90,0.70,0.20,-53.67
50,500,0.90,0.70,0.20,-51.40
100,200,0.10,0.80,0.01,-43.96
50,500,0.30,0.90,0.01,-44.90
100,200,0.10,0.70,0.10,-43.12
50,500,0.30,1.00,0.10,-48.16
50,500,0.90,0.70,0.05,-51.43
500,200,0.50,0.80,0.05,-52.38
100,200,0.10,0.70,0.20,-44.93
200,200,0.90,0.80,0.20,-53.90
100,200,0.10,0.70,0.05,-42.98
50,500,0.30,1.00,0.20,-45.68
50,500,0.90,0.70,0.01,-51.01
200,100,0.90,0.70,0.05,-52.03
100,200,0.10,0.70,0.01,-40.36
50,500,0.30,1.00,0.05,-44.41
50,500,0.10,0.90,0.10,-44.92
50,500,0.10,0.90,0.20,-46.94
50,500,0.30,1.00,0.01,-42.88
50,500,0.10,0.90,0.05,-42.14
100,500,0.50,0.90,0.10,-51.64
50,500,0.30,0.80,0.10,-45.25
200,200,0.90,0.80,0.05,-52.01
50,500,0.10,0.90,0.01,-44.45
200,100,0.90,0.70,0.01,-52.39
50,500,0.30,0.80,0.20,-47.48
50,500,0.10,1.00,0.10,-43.87
50,500,0.30,0.80,0.05,-44.41
100,500,0.50,0.90,0.20,-49.27
50,500,0.10,1.00,0.20,-49.52
200,100,0.30,0.90,0.10,-46.78
50,500,0.30,0.80,0.01,-43.14
50,500,0.10,1.00,0.05,-42.19
500,200,0.50,0.80,0.01,-51.06
50,500,0.30,0.70,0.10,-45.03
200,100,0.30,0.90,0.20,-48.30
50,500,0.10,1.00,0.01,-43.09
200,200,0.90,0.80,0.01,-51.71
100,500,0.50,0.90,0.05,-47.47
50,500,0.30,0.70,0.20,-45.30
50,500,0.10,0.80,0.10,-43.32
200,100,0.30,0.90,0.05,-47.30
50,500,0.30,0.70,0.05,-43.70
50,500,0.10,0.80,0.20,-45.45
50,500,0.10,0.80,0.05,-41.96
50,500,0.30,0.70,0.01,-45.45
100,500,0.50,0.90,0.01,-46.66
200,100,0.30,0.90,0.01,-48.68
50,500,0.10,0.80,0.01,-41.23
50,500,0.10,0.70,0.10,-43.01
200,200,0.90,0.70,0.10,-53.14
50,500,0.10,0.70,0.05,-43.23
50,500,0.10,0.70,0.20,-44.40
200,100,0.30,1.00,0.10,-48.52
100,500,0.50,1.00,0.10,-48.16
50,500,0.10,0.70,0.01,-41.63
100,100,0.50,0.90,0.10,-46.91
200,100,0.30,1.00,0.20,-49.27
100,100,0.50,0.90,0.20,-46.96
100,500,0.50,1.00,0.20,-52.82
500,200,0.50,0.70,0.10,-51.62
200,200,0.90,0.70,0.20,-54.24
200,100,0.30,1.00,0.05,-48.59
100,100,0.50,0.90,0.05,-47.28
100,100,0.50,0.90,0.01,-47.89
200,100,0.30,1.00,0.01,-47.80
100,500,0.50,1.00,0.05,-48.68
200,500,0.50,0.90,0.10,-50.09
100,100,0.50,1.00,0.10,-50.42
100,100,0.50,1.00,0.20,-48.86
200,100,0.30,0.80,0.10,-44.70
200,200,0.90,0.70,0.05,-52.67
100,500,0.50,1.00,0.01,-46.41
100,100,0.50,1.00,0.05,-46.68
200,100,0.30,0.80,0.20,-49.80
100,100,0.50,1.00,0.01,-47.05
200,100,0.30,0.80,0.05,-46.52
100,500,0.50,0.80,0.10,-50.09
200,500,0.50,0.90,0.20,-52.79
100,100,0.50,0.80,0.10,-46.96
500,200,0.50,0.70,0.20,-53.04
200,200,0.90,0.70,0.01,-53.73
100,100,0.50,0.80,0.20,-47.48
200,100,0.30,0.80,0.01,-44.35
100,500,0.50,0.80,0.20,-49.32
100,100,0.50,0.80,0.05,-48.01
200,100,0.30,0.70,0.10,-44.96
200,200,0.30,0.90,0.10,-48.92
100,100,0.50,0.80,0.01,-46.88
100,500,0.50,0.80,0.05,-49.90
100,100,0.50,0.70,0.10,-46.87
200,100,0.30,0.70,0.20,-48.06
200,500,0.50,0.90,0.05,-49.02
200,200,0.30,0.90,0.20,-49.50
100,100,0.50,0.70,0.20,-47.88
200,100,0.30,0.70,0.05,-45.60
100,100,0.50,0.70,0.05,-47.61
100,500,0.50,0.80,0.01,-46.64
200,100,0.30,0.70,0.01,-47.02
100,100,0.50,0.70,0.01,-48.06
200,200,0.30,0.90,0.05,-47.33
500,200,0.50,0.70,0.05,-50.61
200,100,0.10,0.90,0.10,-47.11
100,500,0.50,0.70,0.10,-48.28
100,100,0.90,0.90,0.10,-51.20
200,100,0.10,0.90,0.20,-47.71
200,500,0.50,0.90,0.01,-49.93
200,200,0.30,0.90,0.01,-48.41
200,100,0.10,0.90,0.05,-46.42
100,100,0.90,0.90,0.20,-53.34
100,500,0.50,0.70,0.20,-50.66
200,100,0.10,0.90,0.01,-48.06
200,200,0.30,1.00,0.10,-49.69
100,100,0.90,0.90,0.05,-51.34
200,100,0.10,1.00,0.10,-49.15
100,500,0.50,0.70,0.05,-47.10
200,100,0.10,1.00,0.20,-47.53
100,100,0.90,0.90,0.01,-51.90
200,500,0.50,1.00,0.10,-51.49
200,200,0.30,1.00,0.20,-49.87
200,100,0.10,1.00,0.05,-44.13
100,500,0.50,0.70,0.01,-46.83
100,100,0.90,1.00,0.10,-53.35
500,200,0.50,0.70,0.01,-49.65
200,100,0.10,1.00,0.01,-46.07
200,100,0.10,0.80,0.10,-47.70
200,200,0.30,1.00,0.05,-49.20
100,100,0.90,1.00,0.20,-51.72
200,100,0.10,0.80,0.20,-45.71
100,500,0.90,0.90,0.10,-51.85
100,100,0.90,1.00,0.05,-51.12
200,500,0.50,1.00,0.20,-54.48
200,100,0.10,0.80,0.05,-45.00
200,200,0.30,1.00,0.01,-48.98
200,100,0.10,0.80,0.01,-44.87
100,100,0.90,1.00,0.01,-52.59
100,500,0.90,0.90,0.20,-53.23
200,100,0.10,0.70,0.10,-46.99
200,200,0.30,0.80,0.10,-50.53
100,100,0.90,0.80,0.10,-51.42
200,100,0.10,0.70,0.20,-46.15
200,100,0.10,0.70,0.05,-44.19
100,100,0.90,0.80,0.20,-51.59
100,500,0.90,0.90,0.05,-52.29
200,500,0.50,1.00,0.05,-51.98
200,200,0.30,0.80,0.20,-51.12
200,100,0.10,0.70,0.01,-45.79
100,100,0.90,0.80,0.05,-51.19
200,200,0.10,0.90,0.10,-47.38
200,200,0.30,0.80,0.05,-46.41
500,200,0.90,0.90,0.10,-55.66
100,500,0.90,0.90,0.01,-51.33
100,100,0.90,0.80,0.01,-52.20
200,200,0.10,0.90,0.20,-49.04
200,200,0.30,0.80,0.01,-46.06
200,500,0.50,1.00,0.01,-52.32
100,100,0.90,0.70,0.10,-51.51
200,200,0.10,0.90,0.05,-45.36
100,500,0.90,1.00,0.10,-53.21
100,100,0.90,0.70,0.20,-52.58
200,200,0.30,0.70,0.10,-46.26
200,200,0.10,0.90,0.01,-46.10
100,100,0.90,0.70,0.05,-51.99
100,500,0.90,1.00,0.20,-54.14
200,200,0.30,0.70,0.20,-47.93
200,500,0.50,0.80,0.10,-50.30
200,200,0.10,1.00,0.10,-48.52
100,100,0.90,0.70,0.01,-51.49
100,100,0.30,0.90,0.10,-45.34
100,100,0.30,0.90,0.20,-45.29
200,200,0.10,1.00,0.20,-49.09
200,200,0.30,0.70,0.05,-47.55
100,500,0.90,1.00,0.05,-52.13
100,100,0.30,0.90,0.05,-45.21
500,200,0.90,0.90,0.20,-55.66
100,100,0.30,0.90,0.01,-44.80
200,200,0.10,1.00,0.05,-47.32
200,200,0.30,0.70,0.01,-44.65
100,100,0.30,1.00,0.10,-45.80
200,500,0.50,0.80,0.20,-51.73
100,100,0.30,1.00,0.20,-45.99
100,500,0.90,1.00,0.01,-51.19
200,200,0.10,1.00,0.01,-47.31
100,100,0.30,1.00,0.05,-46.59
100,100,0.30,1.00,0.01,-46.44
200,200,0.10,0.80,0.10,-47.30
100,100,0.30,0.80,0.10,-47.13
100,500,0.90,0.80,0.10,-52.28
100,100,0.30,0.80,0.20,-45.25
200,200,0.10,0.80,0.20,-49.54
100,100,0.30,0.80,0.05,-47.06
200,500,0.50,0.80,0.05,-49.06
100,100,0.30,0.80,0.01,-47.31
100,100,0.30,0.70,0.10,-44.21
200,200,0.10,0.80,0.05,-48.29
100,500,0.90,0.80,0.20,-53.04
100,100,0.30,0.70,0.20,-43.93
100,100,0.30,0.70,0.05,-44.35
200,200,0.10,0.80,0.01,-45.90
100,100,0.30,0.70,0.01,-43.94
100,100,0.10,0.90,0.10,-44.44
100,500,0.90,0.80,0.05,-51.44
100,100,0.10,0.90,0.20,-46.60
500,200,0.90,0.90,0.05,-52.82
200,200,0.10,0.70,0.10,-46.02
200,500,0.50,0.80,0.01,-47.81
100,100,0.10,0.90,0.05,-44.10
100,100,0.10,0.90,0.01,-42.98
100,100,0.10,1.00,0.10,-45.65
200,200,0.10,0.70,0.20,-48.92
100,100,0.10,1.00,0.20,-44.26
100,500,0.90,0.80,0.01,-51.51
100,100,0.10,1.00,0.05,-43.99
100,100,0.10,1.00,0.01,-45.27
200,200,0.10,0.70,0.05,-44.95
100,100,0.10,0.80,0.10,-43.61
100,100,0.10,0.80,0.20,-45.57
100,100,0.10,0.80,0.05,-46.52
200,500,0.50,0.70,0.10,-49.86
100,100,0.10,0.80,0.01,-44.02
200,200,0.10,0.70,0.01,-44.68
100,500,0.90,0.70,0.10,-54.87
100,100,0.10,0.70,0.10,-44.61
100,100,0.10,0.70,0.20,-43.63
100,100,0.10,0.70,0.05,-41.76
100,100,0.10,0.70,0.01,-44.89
100,500,0.30,0.90,0.10,-47.63
100,500,0.90,0.70,0.20,-52.38
100,50,0.50,0.90,0.10,-47.22
100,50,0.50,0.90,0.20,-49.21
100,500,0.30,0.90,0.20,-50.47
200,500,0.50,0.70,0.20,-52.66
500,200,0.90,0.90,0.01,-53.66
100,50,0.50,0.90,0.05,-46.34
100,500,0.90,0.70,0.05,-52.17
100,50,0.50,0.90,0.01,-46.40
100,500,0.30,0.90,0.05,-46.57
100,50,0.50,1.00,0.10,-47.34
100,50,0.50,1.00,0.20,-48.22
100,500,0.30,0.90,0.01,-43.25
100,500,0.90,0.70,0.01,-51.15
100,50,0.50,1.00,0.05,-48.10
100,50,0.30,0.90,0.10,-46.70
200,500,0.50,0.70,0.05,-49.17
100,50,0.50,1.00,0.01,-49.55
100,50,0.30,0.90,0.20,-46.24
100,50,0.30,0.90,0.05,-43.96
100,500,0.30,1.00,0.10,-48.43
100,50,0.50,0.80,0.10,-46.52
100,50,0.30,0.90,0.01,-47.10
100,50,0.50,0.80,0.20,-46.48
100,50,0.30,1.00,0.10,-46.12
100,50,0.30,1.00,0.20,-47.26
