Poblacion,Generaciones,Greedy,Cruce,Mutacion,Fitness
50,100,0.30,1.00,0.05,-45.07
50,50,0.10,0.90,0.20,-40.77
50,50,0.10,0.90,0.05,-40.55
50,100,0.30,1.00,0.01,-42.12
50,50,0.10,0.90,0.01,-44.71
50,200,0.90,0.70,0.05,-51.35
100,100,0.90,1.00,0.10,-52.07
50,50,0.10,1.00,0.10,-42.29
200,200,0.50,0.80,0.10,-48.98
50,50,0.10,1.00,0.20,-43.61
50,100,0.30,0.80,0.10,-44.35
50,50,0.10,1.00,0.05,-44.91
50,50,0.10,1.00,0.01,-40.76
100,200,0.90,0.90,0.20,-51.83
50,500,0.90,1.00,0.20,-52.85
50,100,0.30,0.80,0.20,-43.56
50,50,0.10,0.80,0.10,-40.89
50,50,0.10,0.80,0.20,-40.62
50,200,0.90,0.70,0.01,-52.18
50,50,0.10,0.80,0.05,-39.53
50,100,0.30,0.80,0.05,-42.66
50,50,0.10,0.80,0.01,-40.22
50,50,0.10,0.70,0.10,-42.01
50,100,0.30,0.80,0.01,-44.07
50,50,0.10,0.70,0.20,-39.13
50,200,0.30,0.90,0.10,-43.88
50,50,0.10,0.70,0.05,-41.26
100,100,0.90,1.00,0.20,-52.22
50,50,0.10,0.70,0.01,-40.90
50,100,0.30,0.70,0.10,-43.18
50,500,0.90,1.00,0.05,-51.26
50,200,0.30,0.90,0.20,-46.93
50,100,0.10,0.90,0.10,-42.24
50,100,0.30,0.70,0.20,-43.33
50,100,0.10,0.90,0.20,-40.94
50,100,0.10,0.90,0.05,-40.06
50,200,0.30,0.90,0.05,-43.16
100,200,0.90,0.90,0.05,-51.25
50,100,0.30,0.70,0.05,-43.64
50,100,0.10,0.90,0.01,-41.35
50,100,0.10,1.00,0.10,-41.95
50,100,0.30,0.70,0.01,-43.47
200,200,0.50,0.80,0.20,-49.29
50,200,0.30,0.90,0.01,-44.59
50,100,0.10,1.00,0.20,-42.92
50,100,0.10,0.80,0.10,-41.35
100,100,0.90,1.00,0.05,-52.84
50,500,0.90,1.00,0.01,-51.68
50,100,0.10,1.00,0.05,-41.35
50,100,0.10,0.80,0.20,-41.70
50,100,0.10,0.80,0.05,-41.68
50,100,0.10,1.00,0.01,-41.65
50,200,0.30,1.00,0.10,-46.50
50,100,0.10,0.80,0.01,-43.11
50,100,0.10,0.70,0.10,-39.03
50,100,0.10,0.70,0.05,-41.07
50,100,0.10,0.70,0.20,-41.55
50,200,0.30,1.00,0.20,-47.62
100,200,0.90,0.90,0.01,-51.36
50,200,0.30,1.00,0.05,-43.83
50,500,0.90,0.80,0.10,-51.79
100,100,0.90,1.00,0.01,-50.99
50,200,0.30,1.00,0.01,-44.45
200,200,0.50,0.80,0.05,-49.01
50,200,0.30,0.80,0.10,-43.62
500,200,0.50,0.90,0.01,-50.18
50,500,0.90,0.80,0.20,-52.37
50,200,0.30,0.80,0.20,-45.89
100,200,0.90,1.00,0.10,-51.53
100,100,0.90,0.80,0.10,-51.85
50,200,0.30,0.80,0.05,-44.26
50,200,0.30,0.80,0.01,-45.85
50,500,0.90,0.80,0.05,-53.99
50,200,0.30,0.70,0.10,-45.91
100,100,0.90,0.80,0.20,-51.59
100,200,0.90,1.00,0.20,-55.60
50,200,0.30,0.70,0.20,-45.55
200,200,0.50,0.80,0.01,-47.87
50,200,0.30,0.70,0.05,-43.20
50,500,0.90,0.80,0.01,-51.40
50,200,0.30,0.70,0.01,-42.79
100,100,0.90,0.80,0.05,-51.36
50,200,0.10,0.90,0.10,-41.34
100,200,0.90,1.00,0.05,-51.28
50,200,0.10,0.90,0.20,-44.76
50,500,0.90,0.70,0.10,-52.12
50,200,0.10,0.90,0.05,-41.19
50,200,0.10,0.90,0.01,-42.62
200,200,0.50,0.70,0.10,-48.06
50,200,0.10,1.00,0.10,-42.40
100,100,0.90,0.80,0.01,-51.03
50,500,0.90,0.70,0.20,-52.05
50,200,0.10,1.00,0.20,-42.50
50,200,0.10,1.00,0.05,-41.63
100,200,0.90,1.
