Poblacion,Generaciones,Greedy,Cruce,Mutacion,Fitness
100,200,0.90,0.80,0.20,-51.96
200,100,0.90,0.90,0.20,-52.94
200,200,0.50,0.70,0.05,-48.57
50,500,0.50,0.90,0.10,-46.93
200,500,0.50,0.80,0.10,-52.47
200,50,0.90,0.90,0.01,-53.46
100,200,0.90,0.80,0.05,-51.12
50,500,0.50,0.90,0.20,-47.57
50,500,0.50,0.90,0.05,-46.46
200,200,0.50,0.70,0.01,-48.49
100,200,0.90,0.80,0.01,-51.84
200,100,0.90,0.90,0.05,-51.41
200,50,0.90,1.00,0.10,-52.31
50,500,0.50,0.90,0.01,-46.65
500,200,0.50,1.00,0.20,-52.66
500,100,0.50,1.00,0.01,-52.75
50,500,0.50,1.00,0.10,-47.56
200,500,0.50,0.80,0.20,-53.69
100,200,0.90,0.70,0.10,-51.79
50,500,0.50,1.00,0.20,-49.51
200,50,0.90,1.00,0.20,-52.79
200,100,0.90,0.90,0.01,-53.45
200,200,0.90,0.90,0.10,-52.50
100,200,0.90,0.70,0.20,-51.73
50,500,0.50,1.00,0.05,-47.80
50,500,0.50,1.00,0.01,-46.26
100,200,0.90,0.70,0.05,-51.33
50,500,0.50,0.80,0.10,-47.47
200,500,0.50,0.80,0.05,-50.64
200,50,0.90,1.00,0.05,-51.24
500,100,0.50,0.80,0.10,-50.61
200,100,0.90,1.00,0.10,-51.39
50,500,0.50,0.80,0.20,-47.45
200,200,0.90,0.90,0.20,-54.01
100,200,0.90,0.70,0.01,-52.84
50,500,0.50,0.80,0.05,-46.47
500,200,0.50,1.00,0.05,-52.90
100,200,0.30,0.90,0.10,-45.21
50,500,0.50,0.80,0.01,-47.61
200,50,0.90,1.00,0.01,-51.38
100,200,0.30,0.90,0.20,-46.08
200,100,0.90,1.00,0.20,-54.68
50,500,0.50,0.70,0.10,-46.72
200,500,0.50,0.80,0.01,-48.32
100,200,0.30,0.90,0.05,-45.02
200,200,0.90,0.90,0.05,-51.95
50,500,0.50,0.70,0.20,-47.76
100,200,0.30,0.90,0.01,-44.21
500,100,0.50,0.80,0.20,-52.01
200,50,0.90,0.80,0.10,-51.24
50,500,0.50,0.70,0.05,-46.75
100,200,0.30,1.00,0.10,-48.49
200,100,0.90,1.00,0.05,-54.00
50,500,0.50,0.70,0.01,-45.36
100,200,0.30,1.00,0.20,-47.31
50,500,0.90,0.90,0.10,-51.39
100,200,0.30,1.00,0.05,-46.31
200,200,0.90,0.90,0.01,-51.82
200,500,0.50,0.70,0.10,-49.71
200,50,0.90,0.80,0.20,-52.98
500,200,0.50,1.00,0.01,-51.64
100,200,0.30,1.00,0.01,-43.29
50,500,0.90,0.90,0.20,-52.88
200,100,0.90,1.00,0.01,-53.55
100,200,0.30,0.80,0.10,-44.75
500,100,0.50,0.80,0.05,-50.05
50,500,0.90,0.90,0.05,-51.36
200,50,0.90,0.80,0.05,-51.38
100,200,0.30,0.80,0.20,-46.21
50,500,0.90,0.90,0.01,-50.98
200,200,0.90,1.00,0.10,-54.55
100,200,0.30,0.80,0.05,-47.30
200,500,0.50,0.70,0.20,-51.54
200,100,0.90,0.80,0.10,-51.78
50,500,0.90,1.00,0.10,-51.02
100,200,0.30,0.80,0.01,-45.17
200,50,0.90,0.80,0.01,-52.42
100,200,0.30,0.70,0.10,-45.79
50,500,0.90,1.00,0.20,-52.13
100,200,0.30,0.70,0.20,-46.65
200,200,0.90,1.00,0.20,-52.57
500,100,0.50,0.80,0.01,-50.32
200,100,0.90,0.80,0.20,-53.24
50,500,0.90,1.00,0.05,-51.18
500,200,0.50,0.80,0.10,-52.77
100,200,0.30,0.70,0.05,-43.70
200,500,0.50,0.70,0.05,-49.89
200,50,0.90,0.70,0.10,-52.84
100,200,0.30,0.70,0.01,-44.81
50,500,0.90,1.00,0.01,-50.80
100,200,0.10,0.90,0.10,-45.63
50,500,0.90,0.80,0.10,-52.57
100,200,0.10,0.90,0.20,-46.77
200,100,0.90,0.80,0.05,-52.46
200,200,0.90,1.00,0.05,-52.35
200,50,0.90,0.70,0.20,-51.91
100,200,0.10,0.90,0.05,-43.86
50,500,0.90,0.80,0.20,-52.26
100,200,0.10,0.90,0.01,-45.62
500,100,0.50,0.70,0.10,-50.85
200,500,0.50,0.70,0.01,-49.26
100,200,0.10,1.00,0.10,-46.52
50,500,0.90,0.80,0.05,-51.71
200,100,0.90,0.80,0.01,-51.44
100,200,0.10,1.00,0.20,-49.63
200,50,0.90,0.70,0.05,-51.41
50,500,0.90,0.80,0.01,-51.27
100,200,0.10,1.00,0.05,-43.29
500,200,0.50,0.80,0.20,-53.35
200,200,0.90,1.00,0.01,-53.74
100,200,0.10,1.00,0.01,-44.78
50,500,0.90,0.70,0.10,-52.26
100,200,0.10,0.80,0.10,-42.09
200,100,0.90,0.70,0.10,-52.46
100,200,0.10,0.80,0.20,-47.01
50,500,0.90,0.70,0.20,-52.47
200,50,0.90,0.70,0.01,-51.23
100,200,0.10,0.80,0.05,-40.91
500,100,0.50,0.70,0.20,-50.47
200,500,0.90,0.90,0.10,-54.39
200,50,0.30,0.90,0.10,-46.97
50,500,0.90,0.70,0.05,-51.78
100,200,0.10,0.80,0.01,-43.96
200,200,0.90,0.80,0.10,-55.04
100,200,0.10,0.70,0.10,-45.15
200,50,0.30,0.90,0.20,-45.89
50,500,0.90,0.70,0.01,-51.09
200,100,0.90,0.70,0.20,-53.63
100,200,0.10,0.70,0.20,-47.00
100,200,0.10,0.70,0.05,-44.79
50,500,0.30,0.90,0.10,-45.83
200,50,0.30,0.90,0.05,-46.96
100,200,0.10,0.70,0.01,-43.56
50,500,0.30,0.90,0.20,-46.21
500,200,0.50,0.80,0.05,-50.48
200,50,0.30,0.90,0.01,-48.83
50,500,0.30,0.90,0.05,-44.95
200,200,0.90,0.80,0.20,-52.06
200,100,0.90,0.70,0.05,-51.99
200,50,0.30,1.00,0.10,-47.12
50,500,0.30,0.90,0.01,-44.19
100,500,0.50,0.90,0.10,-51.19
500,100,0.50,0.70,0.05,-48.42
200,500,0.90,0.90,0.20,-55.45
50,500,0.30,1.00,0.10,-46.27
200,50,0.30,1.00,0.20,-48.33
50,500,0.30,1.00,0.20,-47.03
100,500,0.50,0.90,0.20,-51.78
200,50,0.30,1.00,0.05,-47.94
50,500,0.30,1.00,0.05,-44.21
200,100,0.90,0.70,0.01,-51.77
200,200,0.90,0.80,0.05,-51.84
50,500,0.30,1.00,0.01,-43.78
200,50,0.30,1.00,0.01,-47.52
200,100,0.30,0.90,0.10,-45.84
100,500,0.50,0.90,0.05,-50.33
50,500,0.30,0.80,0.10,-46.38
200,50,0.30,0.80,0.10,-45.53
50,500,0.30,0.80,0.20,-45.95
500,100,0.50,0.70,0.01,-50.63
500,200,0.50,0.80,0.01,-50.81
200,100,0.30,0.90,0.20,-46.01
200,500,0.90,0.90,0.05,-52.16
200,50,0.30,0.80,0.20,-48.76
50,500,0.30,0.80,0.05,-44.13
100,500,0.50,0.90,0.01,-48.25
200,200,0.90,0.80,0.01,-52.14
50,500,0.30,0.80,0.01,-43.10
200,50,0.30,0.80,0.05,-46.19
200,100,0.30,0.90,0.05,-48.88
50,500,0.30,0.70,0.10,-45.88
200,50,0.30,0.80,0.01,-47.46
100,500,0.50,1.00,0.10,-48.73
200,100,0.30,0.90,0.01,-46.52
50,500,0.30,0.70,0.20,-45.80
200,50,0.30,0.70,0.10,-46.05
50,500,0.30,0.70,0.05,-44.15
200,100,0.30,1.00,0.10,-46.27
200,200,0.90,0.70,0.10,-51.99
200,50,0.30,0.70,0.20,-44.97
50,500,0.30,0.70,0.01,-43.23
100,500,0.50,1.00,0.20,-49.82
200,500,0.90,0.90,0.01,-51.56
200,100,0.30,1.00,0.20,-45.81
50,500,0.10,0.90,0.10,-43.21
200,50,0.30,0.70,0.05,-44.28
50,500,0.10,0.90,0.20,-47.55
500,200,0.50,0.70,0.10,-51.29
100,500,0.50,1.00,0.05,-47.03
200,100,0.30,1.00,0.05,-46.76
200,50,0.30,0.70,0.01,-43.53
50,500,0.10,0.90,0.05,-44.42
500,100,0.90,0.90,0.10,-54.63
200,200,0.90,0.70,0.20,-52.93
200,50,0.10,0.90,0.10,-46.68
50,500,0.10,0.90,0.01,-45.25
200,50,0.10,0.90,0.20,-47.78
200,100,0.30,1.00,0.01,-48.77
50,500,0.10,1.00,0.10,-43.88
200,50,0.10,0.90,0.05,-45.23
100,500,0.50,1.00,0.01,-49.69
50,500,0.10,1.00,0.20,-45.55
200,50,0.10,0.90,0.01,-45.50
200,100,0.30,0.80,0.10,-47.46
50,500,0.10,1.00,0.05,-44.15
200,50,0.10,1.00,0.10,-47.06
200,500,0.90,1.00,0.10,-53.63
50,500,0.10,1.00,0.01,-41.96
200,50,0.10,1.00,0.20,-46.78
100,500,0.50,0.80,0.10,-49.37
200,200,0.90,0.70,0.05,-53.37
200,100,0.30,0.80,0.20,-47.76
200,50,0.10,1.00,0.05,-45.65
50,500,0.10,0.80,0.10,-45.11
200,50,0.10,1.00,0.01,-45.84
50,500,0.10,0.80,0.20,-43.11
200,50,0.10,0.80,0.10,-46.81
200,100,0.30,0.80,0.05,-46.77
100,500,0.50,0.80,0.20,-50.78
50,500,0.10,0.80,0.05,-42.73
200,50,0.10,0.80,0.20,-47.36
500,200,0.50,0.70,0.20,-51.86
50,500,0.10,0.80,0.01,-41.63
200,50,0.10,0.80,0.05,-47.42
200,100,0.30,0.80,0.01,-46.75
50,500,0.10,0.70,0.10,-45.51
200,50,0.10,0.80,0.01,-44.61
200,200,0.90,0.70,0.01,-51.19
500,100,0.90,0.90,0.20,-55.89
100,500,0.50,0.80,0.05,-48.90
200,50,0.10,0.70,0.10,-44.65
50,500,0.10,0.70,0.20,-41.70
200,500,0.90,1.00,0.20,-55.43
200,100,0.30,0.70,0.10,-48.72
200,50,0.10,0.70,0.20,-44.65
50,500,0.10,0.70,0.05,-41.15
200,50,0.10,0.70,0.05,-42.54
200,200,0.30,0.90,0.10,-47.81
50,500,0.10,0.70,0.01,-41.26
200,50,0.10,0.70,0.01,-45.10
100,500,0.50,0.80,0.01,-47.15
200,100,0.30,0.70,0.20,-47.16
50,100,0.50,0.90,0.10,-46.17
50,100,0.50,0.90,0.20,-48.83
200,100,0.10,0.90,0.10,-49.21
50,100,0.50,0.90,0.05,-47.84
200,100,0.30,0.70,0.05,-48.71
200,200,0.30,0.90,0.20,-49.91
50,100,0.50,0.90,0.01,-46.27
200,100,0.10,0.90,0.20,-48.00
100,500,0.50,0.70,0.10,-49.46
50,100,0.50,1.00,0.10,-46.66
50,100,0.50,1.00,0.20,-46.79
200,100,0.10,0.90,0.05,-47.76
500,200,0.50,0.70,0.05,-51.29
200,100,0.30,0.70,0.01,-45.38
50,100,0.50,1.00,0.05,-47.07
50,100,0.50,1.00,0.01,-46.80
200,200,0.30,0.90,0.05,-46.98
200,100,0.10,0.90,0.01,-47.33
200,500,0.90,1.00,0.05,-53.07
200,100,0.10,0.80,0.10,-46.38
50,100,0.50,0.80,0.10,-46.65
100,500,0.50,0.70,0.20,-49.94
50,100,0.50,0.80,0.20,-46.75
200,100,0.10,1.00,0.10,-46.30
200,100,0.10,0.80,0.20,-46.23
50,100,0.50,0.80,0.05,-46.09
50,100,0.50,0.80,0.01,-46.70
200,100,0.10,1.00,0.20,-48.80
200,200,0.30,0.90,0.01,-47.01
200,100,0.10,0.80,0.05,-45.78
500,100,0.90,0.90,0.05,-54.71
50,100,0.50,0.70,0.10,-47.52
100,500,0.50,0.70,0.05,-48.89
50,100,0.50,0.70,0.20,-48.33
200,100,0.10,1.00,0.05,-46.80
200,100,0.10,0.80,0.01,-45.83
50,100,0.50,0.70,0.05,-46.39
50,100,0.50,0.70,0.01,-46.41
200,100,0.10,1.00,0.01,-47.44
200,200,0.30,1.00,0.10,-49.00
100,500,0.50,0.70,0.01,-46.37
50,100,0.90,0.90,0.10,-51.37
50,100,0.90,0.90,0.20,-51.44
200,500,0.90,1.00,0.01,-52.45
500,200,0.50,0.70,0.01,-48.58
50,100,0.90,0.90,0.05,-51.08
200,200,0.30,1.00,0.20,-49.38
50,100,0.90,0.90,0.01,-52.13
100,500,0.90,0.90,0.10,-52.02
50,100,0.90,1.00,0.10,-51.21
200,200,0.30,1.00,0.05,-48.38
50,100,0.90,1.00,0.20,-51.29
50,100,0.90,1.00,0.05,-51.04
100,500,0.90,0.90,0.20,-55.80
500,100,0.90,0.90,0.01,-52.56
50,100,0.90,1.00,0.01,-50.94
200,200,0.30,1.00,0.01,-50.54
50,100,0.90,0.80,0.10,-51.27
200,500,0.90,0.80,0.10,-56.53
50,100,0.90,0.80,0.20,-51.85
50,100,0.90,0.80,0.05,-51.60
200,200,0.30,0.80,0.10,-47.12
100,500,0.90,0.90,0.05,-52.44
50,100,0.90,0.80,0.01,-51.03
50,100,0.90,0.70,0.10,-51.49
50,100,0.90,0.70,0.20,-51.73
200,200,0.30,0.80,0.20,-47.93
50,100,0.90,0.70,0.05,-51.26
100,500,0.90,0.90,0.01,-51.22
50,100,0.90,0.70,0.01,-51.09
500,200,0.90,0.90,0.10,-55.46
50,100,0.30,0.90,0.10,-44.92
200,500,0.90,0.80,0.20,-55.06
50,100,0.30,0.90,0.20,-42.94
200,200,0.30,0.80,0.05,-48.48
50,100,0.30,0.90,0.05,-44.79
50,100,0.30,0.90,0.01,-43.30
50,100,0.30,1.00,0.10,-44.28
100,500,0.90,1.00,0.10,-53.17
50,100,0.30,1.00,0.20,-45.42
500,100,0.90,1.00,0.10,-53.83
50,100,0.30,1.00,0.05,-43.59
50,100,0.30,1.00,0.01,-44.51
200,200,0.30,0.80,0.01,-45.66
50,100,0.30,0.80,0.10,-45.30
50,100,0.30,0.80,0.20,-44.37
50,100,0.30,0.80,0.05,-43.56
50,100,0.30,0.80,0.01,-44.74
100,500,0.90,1.00,0.20,-53.48
50,100,0.30,0.70,0.10,-43.22
200,200,0.30,0.70,0.10,-49.15
50,100,0.30,0.70,0.20,-43.90
50,100,0.30,0.70,0.05,-42.37
200,500,0.90,0.80,0.05,-52.53
50,100,0.30,0.70,0.01,-44.80
50,100,0.10,0.90,0.10,-43.78
50,100,0.10,0.90,0.20,-42.30
50,100,0.10,0.90,0.05,-41.22
50,100,0.10,0.90,0.01,-41.84
50,100,0.10,1.00,0.10,-39.99
200,200,0.30,0.70,0.20,-49.05
50,100,0.10,1.00,0.20,-40.13
100,500,0.90,1.00,0.05,-52.95
50,100,0.10,1.00,0.05,-42.57
50,100,0.10,1.00,0.01,-41.51
50,100,0.10,0.80,0.10,-38.51
50,100,0.10,0.80,0.20,-43.43
50,100,0.10,0.80,0.05,-39.41
50,100,0.10,0.80,0.01,-40.68
50,100,0.10,0.70,0.10,-41.26
50,100,0.10,0.70,0.20,-42.00
200,200,0.30,0.70,0.05,-45.66
500,200,0.90,0.90,0.20,-56.16
50,100,0.10,0.70,0.05,-42.25
50,100,0.10,0.70,0.01,-39.42
500,100,0.90,1.00,0.20,-55.01
100,500,0.90,1.00,0.01,-51.28
50,50,0.50,0.90,0.10,-45.87
50,50,0.50,0.90,0.20,-46.29
200,500,0.90,0.80,0.01,-54.54
50,50,0.50,0.90,0.05,-47.30
50,50,0.50,0.90,0.01,-46.36
200,200,0.30,0.70,0.01,-46.19
50,50,0.50,1.00,0.10,-47.47
50,50,0.50,1.00,0.20,-50.02
100,500,0.90,0.80,0.10,-52.64
50,50,0.50,1.00,0.05,-45.77
200,200,0.10,0.90,0.10,-48.78
50,50,0.50,1.00,0.01,-46.30
50,50,0.50,0.80,0.10,-47.25
50,50,0.50,0.80,0.20,-47.53
50,50,0.50,0.80,0.05,-47.19
200,200,0.10,0.90,0.20,-48.03
50,50,0.50,0.80,0.01,-46.53
50,50,0.50,0.70,0.10,-46.40
100,500,0.90,0.80,0.20,-52.41
50,50,0.50,0.70,0.20,-46.41
50,50,0.50,0.70,0.05,-45.70
200,500,0.90,0.70,0.10,-52.96
200,200,0.10,0.90,0.05,-49.66
50,50,0.50,0.70,0.01,-45.30
50,50,0.90,0.90,0.10,-51.26
500,100,0.90,1.00,0.05,-53.12
50,50,0.90,0.90,0.20,-51.20
200,200,0.10,0.90,0.01,-47.92
100,500,0.90,0.80,0.05,-51.58
50,50,0.90,0.90,0.05,-51.05
500,200,0.90,0.90,0.05,-52.32
50,50,0.90,0.90,0.01,-50.96
200,200,0.10,1.00,0.10,-50.08
50,50,0.90,1.00,0.10,-51.08
100,500,0.90,0.80,0.01,-53.20
50,50,0.90,1.00,0.20,-51.76
200,200,0.10,1.00,0.20,-48.61
50,50,0.90,1.00,0.05,-51.12
200,500,0.90,0.70,0.20,-56.41
50,50,0.90,1.00,0.01,-51.02
50,50,0.90,0.80,0.10,-51.08
200,200,0.10,1.00,0.05,-45.72
100,500,0.90,0.70,0.10,-53.20
50,50,0.90,0.80,0.20,-51.83
50,50,0.90,0.80,0.05,-51.56
200,200,0.10,1.00,0.01,-48.15
50,50,0.90,0.80,0.01,-50.99
50,50,0.90,0.70,0.10,-50.98
500,100,0.90,1.00,0.01,-51.93
100,500,0.90,0.70,0.20,-53.18
50,50,0.90,0.70,0.20,-51.09
200,200,0.10,0.80,0.10,-46.91
50,50,0.90,0.70,0.05,-50.87
200,500,0.90,0.70,0.05,-53.52
50,50,0.90,0.70,0.01,-51.85
50,50,0.30,0.90,0.10,-44.28
200,200,0.10,0.80,0.20,-45.07
50,50,0.30,0.90,0.20,-45.36
500,200,0.90,0.90,0.01,-52.41
50,50,0.30,0.90,0.05,-46.30
50,50,0.30,0.90,0.01,-44.44
100,500,0.90,0.70,0.05,-51.37
50,50,0.30,1.00,0.10,-44.48
50,50,0.30,1.00,0.20,-45.29
50,50,0.30,1.00,0.05,-47.58
200,200,0.10,0.80,0.05,-49.05
50,50,0.30,1.00,0.01,-43.59
50,50,0.30,0.80,0.10,-43.57
50,50,0.30,0.80,0.20,-43.61
50,50,0.30,0.80,0.05,-43.83
50,50,0.30,0.80,0.01,-42.61
100,500,0.90,0.70,0.01,-51.77
50,50,0.30,0.70,0.10,-43.55
200,200,0.10,0.80,0.01,-46.75
50,50,0.30,0.70,0.20,-43.01
50,50,0.30,0.70,0.05,-44.18
50,50,0.30,0.70,0.01,-42.91
50,50,0.10,0.90,0.10,-43.89
50,50,0.10,0.90,0.20,-43.36
200,500,0.90,0.70,0.01,-52.13
50,50,0.10,0.90,0.05,-42.92
500,100,0.90,0.80,0.10,-52.78
50,50,0.10,0.90,0.01,-40.86
200,200,0.10,0.70,0.10,-46.92
100,500,0.30,0.90,0.10,-46.99
50,50,0.10,1.00,0.10,-43.41
50,50,0.10,1.00,0.20,-42.06
50,50,0.10,1.00,0.05,-42.01
50,50,0.10,1.00,0.01,-42.44
50,50,0.10,0.80,0.10,-42.28
50,50,0.10,0.80,0.20,-40.76
50,50,0.10,0.80,0.05,-43.12
50,50,0.10,0.80,0.01,-40.45
50,50,0.10,0.70,0.10,-40.03
50,50,0.10,0.70,0.20,-44.27
200,200,0.10,0.70,0.20,-45.30
50,50,0.10,0.70,0.05,-39.73
50,50,0.10,0.70,0.01,-40.32
100,500,0.30,0.90,0.20,-48.75
100,100,0.50,0.90,0.10,-47.78
200,200,0.10,0.70,0.05,-44.02
200,500,0.30,0.90,0.10,-52.12
100,500,0.30,0.90,0.05,-46.72
100,100,0.50,0.90,0.20,-49.26
500,200,0.90,1.00,0.10,-55.25
200,200,0.10,0.70,0.01,-45.57
100,100,0.50,0.90,0.05,-48.15
100,500,0.30,0.90,0.01,-44.67
100,100,0.50,0.90,0.01,-46.86
100,100,0.50,1.00,0.10,-49.17
500,100,0.90,0.80,0.20,-53.39
200,500,0.30,0.90,0.20,-52.19
100,500,0.30,1.00,0.10,-47.55
100,100,0.50,1.00,0.20,-47.92
100,100,0.50,1.00,0.05,-48.45
100,500,0.30,1.00,0.20,-48.74
100,100,0.50,1.00,0.01,-47.72
100,100,0.50,0.80,0.10,-46.75
100,500,0.30,1.00,0.05,-46.61
200,500,0.30,0.90,0.05,-48.67
100,100,0.50,0.80,0.20,-48.85
100,100,0.50,0.80,0.05,-47.56
100,500,0.30,1.00,0.01,-45.50
100,100,0.50,0.80,0.01,-46.33
500,200,0.90,1.00,0.20,-56.14
100,100,0.50,0.70,0.10,-48.90
100,500,0.30,0.80,0.10,-47.25
200,500,0.30,0.90,0.01,-48.48
500,100,0.90,0.80,0.05,-51.91
100,100,0.50,0.70,0.20,-46.91
100,100,0.50,0.70,0.05,-46.78
100,500,0.30,0.80,0.20,-48.81
100,100,0.50,0.70,0.01,-46.19
100,500,0.30,0.80,0.05,-48.27
200,500,0.30,1.00,0.10,-49.45
100,100,0.90,0.90,0.10,-51.30
100,500,0.30,0.80,0.01,-44.03
100,100,0.90,0.90,0.20,-51.57
100,100,0.90,0.90,0.05,-51.17
100,500,0.30,0.70,0.10,-49.93
200,500,0.30,1.00,0.20,-51.59
500,100,0.90,0.80,0.01,-51.33
500,200,0.90,1.00,0.05,-52.66
100,100,0.90,0.90,0.01,-51.41
100,500,0.30,0.70,0.20,-47.88
