Poblacion,Generaciones,Greedy,Cruce,Mutacion,Fitness
500,200,0.10,0.80,0.01,4.28
500,500,0.30,1.00,0.10,3.12
200,100,0.90,1.00,0.01,2.12
200,500,0.50,1.00,0.10,2.94
200,100,0.90,0.80,0.10,2.12
500,200,0.10,0.70,0.10,4.13
500,200,0.30,0.80,0.05,3.70
200,500,0.50,1.00,0.20,2.82
500,100,0.90,0.80,0.01,2.11
200,100,0.90,0.80,0.20,2.08
500,200,0.90,1.00,0.05,2.03
500,200,0.10,0.70,0.20,4.00
200,100,0.90,0.80,0.05,2.07
200,500,0.50,1.00,0.05,3.04
500,500,0.50,0.70,0.05,2.90
500,200,0.30,0.80,0.01,3.87
500,500,0.30,1.00,0.20,2.97
200,100,0.90,0.80,0.01,2.12
500,200,0.10,0.70,0.05,4.17
500,100,0.90,0.70,0.10,2.03
200,500,0.50,1.00,0.01,3.31
200,100,0.90,0.70,0.10,2.08
500,200,0.30,0.70,0.10,3.66
500,200,0.90,1.00,0.01,2.10
500,200,0.10,0.70,0.01,4.33
200,500,0.50,0.80,0.10,2.91
200,100,0.90,0.70,0.20,2.02
500,100,0.90,0.70,0.20,2.02
500,500,0.50,0.70,0.01,3.15
200,100,0.90,0.70,0.05,2.08
500,200,0.30,0.70,0.20,3.53
500,500,0.30,1.00,0.05,3.28
200,500,0.50,0.80,0.20,2.84
500,200,0.30,0.70,0.05,3.76
200,100,0.90,0.70,0.01,2.15
500,200,0.90,0.80,0.10,1.97
200,100,0.30,0.90,0.10,3.92
200,500,0.50,0.80,0.05,3.02
200,500,0.30,0.90,0.10,3.39
500,200,0.30,0.70,0.01,3.86
200,100,0.30,0.90,0.20,3.87
200,100,0.30,0.90,0.05,3.98
500,100,0.90,0.70,0.05,2.08
200,500,0.30,0.90,0.20,3.25
200,100,0.30,0.90,0.01,4.02
200,500,0.50,0.80,0.01,3.30
200,100,0.30,1.00,0.10,3.92
500,500,0.30,1.00,0.01,3.63
200,100,0.30,1.00,0.20,3.88
200,500,0.30,0.90,0.05,3.54
200,100,0.30,1.00,0.05,3.94
200,500,0.50,0.70,0.10,2.92
500,200,0.90,0.80,0.20,1.95
200,100,0.30,1.00,0.01,4.02
500,500,0.90,0.90,0.10,1.79
500,200,0.90,0.70,0.10,1.96
500,100,0.90,0.70,0.01,2.10
200,500,0.30,0.90,0.01,3.86
200,100,0.30,0.80,0.10,3.90
200,500,0.50,0.70,0.20,2.81
200,100,0.30,0.80,0.20,3.85
200,100,0.30,0.80,0.05,3.97
500,100,0.30,0.90,0.10,3.85
200,500,0.30,1.00,0.10,3.38
200,100,0.30,0.80,0.01,3.99
200,500,0.50,0.70,0.05,3.02
200,100,0.30,0.70,0.10,3.90
500,500,0.30,0.80,0.10,3.18
200,100,0.30,0.70,0.20,3.87
500,200,0.90,0.80,0.05,2.03
200,500,0.30,1.00,0.20,3.25
500,100,0.30,0.90,0.20,3.83
200,100,0.30,0.70,0.05,3.94
500,200,0.90,0.70,0.20,1.92
200,500,0.50,0.70,0.01,3.24
200,100,0.30,0.70,0.01,4.01
200,100,0.10,0.90,0.10,4.31
200,500,0.30,1.00,0.05,3.58
500,100,0.30,0.90,0.05,3.86
200,100,0.10,0.90,0.20,4.36
200,100,0.10,0.90,0.05,4.48
200,100,0.10,0.90,0.01,4.41
500,500,0.90,0.90,0.20,1.72
200,500,0.90,0.90,0.10,1.93
200,100,0.10,1.00,0.10,4.42
200,500,0.30,1.00,0.01,3.85
500,100,0.30,0.90,0.01,3.90
200,100,0.10,1.00,0.20,4.32
500,200,0.90,0.80,0.01,2.10
200,100,0.10,1.00,0.05,4.43
200,100,0.10,1.00,0.01,4.45
500,500,0.30,0.80,0.20,3.03
200,100,0.10,0.80,0.10,4.40
200,500,0.30,0.80,0.10,3.44
500,200,0.90,0.70,0.05,2.01
200,100,0.10,0.80,0.20,4.34
500,100,0.30,1.00,0.10,3.86
200,500,0.90,0.90,0.20,1.86
200,100,0.10,0.80,0.05,4.40
200,100,0.10,0.80,0.01,4.49
200,100,0.10,0.70,0.10,4.39
200,500,0.30,0.80,0.20,3.26
200,100,0.10,0.70,0.20,4.38
500,100,0.30,1.00,0.20,3.83
200,100,0.10,0.70,0.05,4.46
200,100,0.10,0.70,0.01,4.50
200,500,0.90,0.90,0.05,1.98
500,200,0.90,0.70,0.01,2.11
200,500,0.30,0.80,0.05,3.57
200,50,0.50,0.90,0.10,3.37
500,100,0.30,1.00,0.05,3.93
200,50,0.50,0.90,0.20,3.40
500,500,0.90,0.90,0.05,1.86
500,500,0.30,0.80,0.05,3.32
200,500,0.30,0.80,0.01,3.79
200,50,0.50,0.90,0.05,3.38
200,500,0.90,0.90,0.01,2.09
200,50,0.50,0.90,0.01,3.35
500,100,0.30,1.00,0.01,3.90
200,500,0.30,0.70,0.10,3.44
200,50,0.50,1.00,0.10,3.38
200,50,0.50,1.00,0.20,3.33
200,500,0.90,1.00,0.10,1.90
500,100,0.30,0.80,0.10,3.85
200,500,0.30,0.70,0.20,3.30
200,50,0.50,1.00,0.05,3.38
200,50,0.50,1.00,0.01,3.42
500,100,0.30,0.80,0.20,3.77
500,500,0.30,0.80,0.01,3.65
200,50,0.50,0.80,0.10,3.41
500,500,0.90,0.70,0.10,1.76
200,500,0.30,0.70,0.05,3.57
500,500,0.90,0.80,0.10,1.76
200,500,0.90,1.00,0.20,1.80
200,50,0.50,0.80,0.20,3.35
500,500,0.90,0.90,0.01,2.05
200,50,0.50,0.80,0.05,3.40
200,500,0.30,0.70,0.01,3.81
500,100,0.30,0.80,0.05,3.88
200,50,0.50,0.80,0.01,3.37
200,500,0.90,1.00,0.05,2.02
200,500,0.10,0.90,0.10,3.77
200,50,0.50,0.70,0.10,3.38
500,100,0.30,0.80,0.01,3.95
200,50,0.50,0.70,0.20,3.35
200,500,0.10,0.90,0.20,3.60
200,50,0.50,0.70,0.05,3.37
500,500,0.30,0.70,0.10,3.22
200,500,0.90,1.00,0.01,2.07
500,100,0.30,0.70,0.10,3.84
200,50,0.50,0.70,0.01,3.40
200,500,0.10,0.90,0.05,4.00
200,50,0.90,0.90,0.10,2.14
500,500,0.90,0.70,0.20,1.73
500,500,0.90,0.80,0.20,1.70
500,100,0.30,0.70,0.20,3.81
200,500,0.10,0.90,0.01,4.25
200,500,0.90,0.80,0.10,1.95
500,500,0.90,1.00,0.10,1.81
200,50,0.90,0.90,0.20,2.04
200,500,0.10,1.00,0.10,3.69
500,100,0.30,0.70,0.05,3.86
200,50,0.90,0.90,0.05,2.12
200,500,0.90,0.80,0.20,1.84
500,500,0.30,0.70,0.20,3.09
200,500,0.10,1.00,0.20,3.59
200,50,0.90,0.90,0.01,2.13
500,100,0.30,0.70,0.01,3.95
200,50,0.90,1.00,0.10,2.14
200,500,0.10,1.00,0.05,3.93
500,100,0.10,0.90,0.10,4.36
200,500,0.90,0.80,0.05,2.00
200,50,0.90,1.00,0.20,2.14
500,100,0.10,0.90,0.20,4.26
500,500,0.90,0.70,0.05,1.85
200,500,0.10,1.00,0.01,4.20
500,500,0.90,0.80,0.05,1.88
200,50,0.90,1.00,0.05,2.13
500,100,0.10,0.90,0.05,4.29
200,500,0.90,0.80,0.01,2.11
200,500,0.10,0.80,0.10,3.78
500,500,0.90,1.00,0.20,1.72
500,500,0.30,0.70,0.05,3.37
200,50,0.90,1.00,0.01,2.12
500,100,0.10,0.90,0.01,4.36
200,500,0.10,0.80,0.20,3.64
200,50,0.90,0.80,0.10,2.09
200,500,0.90,0.70,0.10,1.92
500,100,0.10,1.00,0.10,4.26
200,500,0.10,0.80,0.05,4.04
200,50,0.90,0.80,0.20,2.09
500,100,0.10,1.00,0.20,4.19
200,500,0.10,0.80,0.01,4.25
200,500,0.90,0.70,0.20,1.85
200,50,0.90,0.80,0.05,2.13
500,500,0.90,0.70,0.01,2.03
500,100,0.10,1.00,0.05,4.21
500,500,0.90,0.80,0.01,2.05
500,500,0.30,0.70,0.01,3.70
200,500,0.10,0.70,0.10,3.90
200,50,0.90,0.80,0.01,2.15
500,100,0.10,1.00,0.01,4.26
200,500,0.90,0.70,0.05,1.98
200,500,0.90,0.70,0.01,2.10
500,500,0.90,1.00,0.05,1.89
200,50,0.90,0.70,0.10,2.13
200,500,0.10,0.70,0.20,3.71
500,100,0.10,0.80,0.10,4.23
200,50,0.30,0.90,0.10,3.99
200,50,0.30,0.90,0.20,3.95
200,50,0.90,0.70,0.20,2.15
200,500,0.10,0.70,0.05,4.00
500,100,0.10,0.80,0.20,4.31
200,50,0.30,0.90,0.05,4.03
200,50,0.30,0.90,0.01,4.02
200,50,0.90,0.70,0.05,2.11
200,50,0.30,1.00,0.10,3.99
200,500,0.10,0.70,0.01,4.32
500,100,0.10,0.80,0.05,4.36
500,500,0.10,0.90,0.10,3.50
200,50,0.30,1.00,0.20,3.97
200,50,0.30,1.00,0.05,3.99
200,50,0.90,0.70,0.01,2.15
200,50,0.10,0.90,0.10,4.49
500,100,0.10,0.80,0.01,4.45
200,50,0.30,1.00,0.01,4.03
200,50,0.10,0.90,0.20,4.50
500,500,0.90,1.00,0.01,2.07
500,500,0.10,0.80,0.10,3.55
200,50,0.10,0.90,0.05,4.53
200,50,0.30,0.80,0.10,3.97
200,50,0.10,0.90,0.01,4.53
200,50,0.10,1.00,0.10,4.40
500,100,0.10,0.70,0.10,4.32
200,50,0.30,0.80,0.20,3.96
200,50,0.10,1.00,0.20,4.51
200,50,0.10,1.00,0.05,4.48
200,50,0.30,0.80,0.05,3.98
200,50,0.10,1.00,0.01,4.44
200,50,0.10,0.80,0.10,4.49
200,50,0.30,0.80,0.01,4.04
500,100,0.10,0.70,0.20,4.33
500,50,0.50,0.90,0.10,3.35
200,50,0.10,0.80,0.20,4.51
200,50,0.30,0.70,0.10,3.98
200,50,0.10,0.80,0.05,4.52
200,50,0.10,0.80,0.01,4.48
200,50,0.30,0.70,0.20,3.95
200,50,0.10,0.70,0.10,4.51
500,500,0.10,1.00,0.10,3.45
500,500,0.10,0.90,0.20,3.34
500,100,0.10,0.70,0.05,4.36
200,50,0.10,0.70,0.20,4.48
200,50,0.30,0.70,0.05,4.00
200,50,0.10,0.70,0.05,4.53
200,50,0.10,0.70,0.01,4.53
200,50,0.30,0.70,0.01,4.01
500,50,0.50,0.90,0.20,3.39
500,100,0.10,0.70,0.01,4.47
500,500,0.10,0.80,0.20,3.37
500,50,0.30,0.90,0.10,3.93
500,50,0.50,0.90,0.05,3.33
500,50,0.50,0.80,0.10,3.36
500,50,0.30,0.90,0.20,3.92
500,50,0.90,0.90,0.10,2.11
500,500,0.10,0.90,0.05,3.60
500,500,0.10,1.00,0.20,3.31
500,50,0.50,0.90,0.01,3.39
500,50,0.30,0.90,0.05,3.94
500,50,0.50,0.80,0.20,3.35
500,500,0.10,0.80,0.05,3.78
500,50,0.30,0.90,0.01,3.98
500,50,0.50,1.00,0.10,3.40
500,50,0.90,0.90,0.20,2.09
500,50,0.50,0.80,0.05,3.35
500,50,0.30,1.00,0.10,3.97
500,500,0.10,0.90,0.01,3.97
500,50,0.50,1.00,0.20,3.33
500,50,0.30,1.00,0.20,3.99
500,50,0.50,0.80,0.01,3.37
500,500,0.10,1.00,0.05,3.65
500,500,0.10,0.80,0.01,4.08
500,50,0.90,0.90,0.05,2.11
500,50,0.30,1.00,0.05,3.96
500,50,0.50,1.00,0.05,3.41
500,50,0.50,0.70,0.10,3.36
500,50,0.30,1.00,0.01,4.02
500,50,0.50,1.00,0.01,3.40
500,500,0.10,1.00,0.01,3.84
500,50,0.50,0.70,0.20,3.35
500,50,0.90,0.90,0.01,2.08
500,50,0.30,0.80,0.10,3.95
500,50,0.10,0.90,0.10,4.43
500,50,0.10,0.90,0.20,4.37
500,50,0.30,0.80,0.20,3.91
500,50,0.10,0.90,0.05,4.45
500,50,0.50,0.70,0.05,3.36
500,50,0.10,0.90,0.01,4.40
500,50,0.30,0.80,0.05,3.91
500,50,0.90,0.80,0.10,2.07
500,50,0.90,1.00,0.10,2.11
500,50,0.10,1.00,0.10,4.46
500,50,0.50,0.70,0.01,3.42
500,50,0.30,0.80,0.01,3.98
500,50,0.10,1.00,0.20,4.41
500,50,0.10,0.80,0.10,4.44
500,50,0.10,1.00,0.05,4.39
500,50,0.10,0.80,0.20,4.47
500,50,0.30,0.70,0.10,3.98
500,50,0.10,1.00,0.01,4.42
500,50,0.10,0.80,0.05,4.47
500,50,0.90,0.80,0.20,2.05
500,50,0.90,1.00,0.20,2.14
500,50,0.10,0.80,0.01,4.48
500,50,0.30,0.70,0.20,3.92
500,50,0.30,0.70,0.05,3.94
500,50,0.10,0.70,0.10,4.47
500,50,0.30,0.70,0.01,3.99
500,50,0.10,0.70,0.20,4.50
500,50,0.90,0.80,0.05,2.09
500,50,0.10,0.70,0.05,4.45
500,50,0.90,1.00,0.05,2.09
500,50,0.10,0.70,0.01,4.46
500,500,0.10,0.70,0.10,3.64
500,50,0.90,0.80,0.01,2.13
500,500,0.10,0.70,0.05,3.79
500,50,0.90,1.00,0.01,2.12
500,500,0.10,0.70,0.20,3.44
500,50,0.90,0.70,0.10,2.07
500,500,0.10,0.70,0.01,4.10
500,50,0.90,0.70,0.05,2.09
500,50,0.90,0.70,0.20,2.04
500,50,0.90,0.70,0.01,2.08
