Poblacion,Generaciones,Greedy,Cruce,Mutacion,Fitness
50,50,0.90,1.00,0.10,-51.24
50,500,0.50,0.90,0.05,-46.69
50,50,0.90,1.00,0.20,-51.00
200,200,0.50,0.70,0.01,-49.52
100,200,0.90,0.80,0.01,-51.33
50,50,0.90,1.00,0.05,-52.13
200,100,0.90,0.90,0.05,-51.45
50,500,0.50,0.90,0.01,-46.02
500,100,0.50,1.00,0.01,-48.30
500,200,0.50,1.00,0.20,-54.11
50,50,0.90,1.00,0.01,-51.08
200,500,0.50,0.80,0.20,-52.15
50,500,0.50,1.00,0.10,-47.57
50,50,0.90,0.80,0.10,-51.07
100,200,0.90,0.70,0.10,-51.85
50,50,0.90,0.80,0.20,-51.11
50,500,0.50,1.00,0.20,-48.21
50,50,0.90,0.80,0.05,-51.04
200,100,0.90,0.90,0.01,-52.55
50,500,0.50,1.00,0.05,-47.46
100,200,0.90,0.70,0.20,-52.34
200,200,0.90,0.90,0.10,-54.27
50,50,0.90,0.80,0.01,-50.92
50,50,0.90,0.70,0.10,-51.02
50,500,0.50,1.00,0.01,-46.26
50,50,0.90,0.70,0.20,-51.32
100,200,0.90,0.70,0.05,-51.09
50,500,0.50,0.80,0.10,-47.88
200,500,0.50,0.80,0.05,-48.48
50,50,0.90,0.70,0.05,-52.45
500,100,0.50,0.80,0.10,-51.57
50,50,0.90,0.70,0.01,-51.30
200,100,0.90,1.00,0.10,-54.07
50,500,0.50,0.80,0.20,-47.60
50,50,0.30,0.90,0.10,-44.03
50,50,0.30,0.90,0.20,-46.33
100,200,0.90,0.70,0.01,-51.82
200,200,0.90,0.90,0.20,-54.50
50,50,0.30,0.90,0.05,-43.56
50,500,0.50,0.80,0.05,-46.95
500,200,0.50,1.00,0.05,-51.55
50,50,0.30,0.90,0.01,-44.53
50,50,0.30,1.00,0.10,-44.29
100,200,0.30,0.90,0.10,-48.26
50,50,0.30,1.00,0.20,-44.91
50,50,0.30,1.00,0.05,-44.82
50,500,0.50,0.80,0.01,-45.92
50,50,0.30,1.00,0.01,-44.29
50,50,0.30,0.80,0.10,-42.77
100,200,0.30,0.90,0.20,-44.90
50,500,0.50,0.70,0.10,-50.33
50,50,0.30,0.80,0.20,-45.00
200,100,0.90,1.00,0.20,-53.86
50,50,0.30,0.80,0.05,-42.95
200,500,0.50,0.80,0.01,-50.07
50,50,0.30,0.80,0.01,-45.36
100,200,0.30,0.90,0.05,-48.74
50,50,0.30,0.70,0.10,-43.86
50,500,0.50,0.70,0.20,-50.16
50,50,0.30,0.70,0.20,-45.21
200,200,0.90,0.90,0.05,-53.72
50,50,0.30,0.70,0.05,-42.96
500,100,0.50,0.80,0.20,-49.24
50,50,0.30,0.70,0.01,-45.83
100,200,0.30,0.90,0.01,-44.16
50,50,0.10,0.90,0.10,-41.68
50,500,0.50,0.70,0.05,-47.17
50,50,0.10,0.90,0.20,-41.43
50,50,0.10,0.90,0.05,-40.05
50,50,0.10,0.90,0.01,-40.46
50,50,0.10,1.00,0.10,-41.27
50,50,0.10,1.00,0.20,-41.41
50,50,0.10,1.00,0.05,-42.91
100,200,0.30,1.00,0.10,-46.30
50,50,0.10,1.00,0.01,-41.40
50,500,0.50,0.70,0.01,-46.57
50,50,0.10,0.80,0.10,-44.35
200,100,0.90,1.00,0.05,-51.24
50,50,0.10,0.80,0.20,-41.43
50,50,0.10,0.80,0.05,-41.02
50,50,0.10,0.80,0.01,-42.03
50,50,0.10,0.70,0.10,-39.31
50,50,0.10,0.70,0.20,-40.59
100,200,0.30,1.00,0.20,-47.00
50,50,0.10,0.70,0.05,-38.69
50,50,0.10,0.70,0.01,-40.36
50,500,0.90,0.90,0.10,-52.89
200,500,0.50,0.70,0.10,-52.51
100,200,0.30,1.00,0.05,-47.57
500,200,0.50,1.00,0.01,-51.85
200,200,0.90,0.90,0.01,-53.92
50,500,0.30,0.90,0.10,-46.30
50,500,0.90,0.90,0.20,-52.43
100,200,0.30,1.00,0.01,-46.13
50,500,0.30,0.90,0.20,-47.78
200,100,0.90,1.00,0.01,-51.21
500,100,0.50,0.80,0.05,-48.65
50,500,0.90,0.90,0.05,-51.46
50,500,0.30,0.90,0.05,-44.29
100,200,0.30,0.80,0.10,-43.71
50,500,0.30,0.90,0.01,-45.20
100,200,0.30,0.80,0.20,-47.13
50,500,0.90,0.90,0.01,-51.23
50,500,0.30,1.00,0.10,-44.46
200,200,0.90,1.00,0.10,-51.81
200,500,0.50,0.70,0.20,-53.57
100,200,0.30,0.80,0.05,-44.07
200,100,0.90,0.80,0.10,-51.46
50,500,0.90,1.00,0.10,-51.17
50,500,0.30,1.00,0.20,-46.64
100,200,0.30,0.80,0.01,-45.63
50,500,0.30,1.00,0.05,-45.17
50,500,0.90,1.00,0.20,-52.23
100,200,0.30,0.70,0.10,-45.46
50,500,0.30,1.00,0.01,-44.83
100,200,0.30,0.70,0.20,-46.01
500,100,0.50,0.80,0.01,-49.03
200,100,0.90,0.80,0.20,-53.52
50,500,0.90,1.00,0.05,-51.89
500,200,0.50,0.80,0.10,-52.18
50,500,0.30,0.80,0.10,-45.55
200,200,0.90,1.00,0.20,-53.62
100,200,0.30,0.70,0.05,-46.58
200,500,0.50,0.70,0.05,-52.80
50,500,0.30,0.80,0.20,-46.28
50,500,0.90,1.00,0.01,-50.92
100,200,0.30,0.70,0.01,-45.08
50,500,0.30,0.80,0.05,-43.94
100,200,0.10,0.90,0.10,-46.23
50,500,0.90,0.80,0.10,-51.68
50,500,0.30,0.80,0.01,-43.26
200,100,0.90,0.80,0.05,-55.68
100,200,0.10,0.90,0.20,-45.65
50,500,0.30,0.70,0.10,-44.30
100,200,0.10,0.90,0.05,-45.22
50,500,0.90,0.80,0.20,-52.51
200,200,0.90,1.00,0.05,-52.48
50,500,0.30,0.70,0.20,-46.41
100,200,0.10,0.90,0.01,-45.37
200,500,0.50,0.70,0.01,-48.99
50,500,0.90,0.80,0.05,-51.36
500,100,0.50,0.70,0.10,-48.17
50,500,0.30,0.70,0.05,-43.88
100,200,0.10,1.00,0.10,-45.77
100,200,0.10,1.00,0.20,-47.25
50,500,0.30,0.70,0.01,-43.25
200,100,0.90,0.80,0.01,-52.16
50,500,0.90,0.80,0.01,-51.42
100,200,0.10,1.00,0.05,-43.77
50,500,0.10,0.90,0.10,-46.99
500,200,0.50,0.80,0.20,-50.79
100,200,0.10,1.00,0.01,-43.16
50,500,0.10,0.90,0.20,-46.42
200,200,0.90,1.00,0.01,-51.38
50,500,0.90,0.70,0.10,-51.43
100,200,0.10,0.80,0.10,-44.66
50,500,0.10,0.90,0.05,-44.38
100,200,0.10,0.80,0.20,-46.90
50,500,0.90,0.70,0.20,-52.75
50,500,0.10,0.90,0.01,-42.03
200,100,0.90,0.70,0.10,-51.70
100,200,0.10,0.80,0.05,-43.65
50,500,0.10,1.00,0.10,-43.06
50,500,0.90,0.70,0.05,-51.16
200,500,0.90,0.90,0.10,-53.32
100,200,0.10,0.80,0.01,-45.29
50,500,0.10,1.00,0.20,-44.50
500,100,0.50,0.70,0.20,-50.00
100,200,0.10,0.70,0.10,-46.63
200,200,0.90,0.80,0.10,-52.79
50,500,0.10,1.00,0.05,-43.97
50,500,0.90,0.70,0.01,-51.15
100,200,0.10,0.70,0.20,-45.07
50,500,0.10,1.00,0.01,-41.86
50,500,0.10,0.80,0.10,-42.91
200,100,0.90,0.70,0.20,-52.02
100,200,0.10,0.70,0.05,-43.48
50,500,0.10,0.70,0.10,-42.99
50,500,0.10,0.80,0.20,-44.00
100,200,0.10,0.70,0.01,-42.02
50,500,0.10,0.70,0.20,-44.94
50,500,0.10,0.80,0.05,-44.04
50,500,0.10,0.70,0.05,-42.37
50,500,0.10,0.80,0.01,-42.98
500,200,0.50,0.80,0.05,-53.37
200,200,0.90,0.80,0.20,-54.11
50,500,0.10,0.70,0.01,-43.73
100,500,0.50,0.90,0.10,-49.44
200,100,0.90,0.70,0.05,-52.46
200,500,0.90,0.90,0.20,-55.13
100,100,0.50,0.90,0.10,-46.95
500,100,0.50,0.70,0.05,-49.38
100,100,0.50,0.90,0.20,-47.78
100,500,0.50,0.90,0.20,-49.75
100,100,0.50,0.90,0.05,-47.58
200,200,0.90,0.80,0.05,-52.59
200,100,0.90,0.70,0.01,-52.20
100,100,0.50,0.90,0.01,-48.22
100,500,0.50,0.90,0.05,-48.06
500,50,0.50,0.90,0.10,-51.00
200,100,0.30,0.90,0.10,-47.52
100,100,0.50,1.00,0.10,-50.39
200,500,0.90,0.90,0.05,-52.57
500,100,0.50,0.70,0.01,-50.25
200,100,0.30,0.90,0.20,-45.87
100,100,0.50,1.00,0.20,-47.44
500,200,0.50,0.80,0.01,-51.45
100,500,0.50,0.90,0.01,-46.49
200,200,0.90,0.80,0.01,-51.37
100,100,0.50,1.00,0.05,-48.01
200,100,0.30,0.90,0.05,-46.05
100,500,0.50,1.00,0.10,-49.38
100,100,0.50,1.00,0.01,-46.74
500,50,0.50,0.90,0.20,-49.08
100,100,0.50,0.80,0.10,-48.09
200,100,0.30,0.90,0.01,-45.57
200,200,0.90,0.70,0.10,-52.58
100,100,0.50,0.80,0.20,-47.83
100,500,0.50,1.00,0.20,-50.28
200,100,0.30,1.00,0.10,-46.87
100,100,0.50,0.80,0.05,-47.20
200,500,0.90,0.90,0.01,-51.66
100,100,0.50,0.80,0.01,-46.50
200,100,0.30,1.00,0.20,-46.57
100,500,0.50,1.00,0.05,-48.51
500,50,0.50,0.90,0.05,-48.64
500,100,0.90,0.90,0.10,-54.32
200,200,0.90,0.70,0.20,-52.49
100,100,0.50,0.70,0.10,-48.47
500,200,0.50,0.70,0.10,-51.25
200,100,0.30,1.00,0.05,-48.90
100,100,0.50,0.70,0.20,-46.96
100,500,0.50,1.00,0.01,-47.88
100,100,0.50,0.70,0.05,-46.68
200,100,0.30,1.00,0.01,-51.15
100,100,0.50,0.70,0.01,-48.65
100,500,0.50,0.80,0.10,-48.41
200,500,0.90,1.00,0.10,-53.30
200,200,0.90,0.70,0.05,-54.53
200,100,0.30,0.80,0.10,-48.28
500,50,0.50,0.90,0.01,-50.51
100,100,0.90,0.90,0.10,-51.71
200,100,0.30,0.80,0.20,-47.09
100,500,0.50,0.80,0.20,-52.66
100,100,0.90,0.90,0.20,-52.25
200,100,0.30,0.80,0.05,-45.40
200,200,0.90,0.70,0.01,-51.66
100,500,0.50,0.80,0.05,-48.06
500,200,0.50,0.70,0.20,-50.75
100,100,0.90,0.90,0.05,-50.92
500,100,0.90,0.90,0.20,-53.66
200,100,0.30,0.80,0.01,-45.17
200,500,0.90,1.00,0.20,-55.63
500,50,0.50,1.00,0.10,-49.30
100,100,0.90,0.90,0.01,-51.05
200,200,0.30,0.90,0.10,-47.37
100,500,0.50,0.80,0.01,-46.82
200,100,0.30,0.70,0.10,-46.36
100,100,0.90,1.00,0.10,-51.23
200,100,0.30,0.70,0.20,-48.15
200,200,0.30,0.90,0.20,-49.26
100,500,0.50,0.70,0.10,-48.13
100,100,0.90,1.00,0.20,-53.17
200,100,0.30,0.70,0.05,-44.83
200,200,0.30,0.90,0.05,-46.49
100,500,0.50,0.70,0.20,-50.38
200,500,0.90,1.00,0.05,-53.69
500,200,0.50,0.70,0.05,-51.43
200,100,0.30,0.70,0.01,-45.96
100,100,0.90,1.00,0.05,-51.67
500,50,0.50,1.00,0.20,-49.94
200,100,0.10,0.90,0.10,-49.22
100,500,0.50,0.70,0.05,-48.95
200,200,0.30,0.90,0.01,-45.16
100,100,0.90,1.00,0.01,-51.21
200,100,0.10,0.90,0.20,-45.06
500,100,0.90,0.90,0.05,-52.35
200,100,0.10,0.90,0.05,-44.96
100,100,0.90,0.80,0.10,-51.43
100,500,0.50,0.70,0.01,-48.77
200,200,0.30,1.00,0.10,-48.79
200,100,0.10,0.90,0.01,-46.46
200,100,0.10,1.00,0.10,-45.36
100,100,0.90,0.80,0.20,-52.90
500,50,0.50,1.00,0.05,-52.32
200,500,0.90,1.00,0.01,-51.63
200,100,0.10,1.00,0.20,-48.12
200,200,0.30,1.00,0.20,-47.23
100,500,0.90,0.90,0.10,-52.08
100,100,0.90,0.80,0.05,-52.79
200,100,0.10,1.00,0.05,-45.55
500,200,0.50,0.70,0.01,-49.84
200,100,0.10,1.00,0.01,-47.13
200,200,0.30,1.00,0.05,-46.93
100,100,0.90,0.80,0.01,-51.16
200,100,0.10,0.80,0.10,-44.39
100,500,0.90,0.90,0.20,-53.10
100,100,0.90,0.70,0.10,-52.58
200,100,0.10,0.80,0.20,-46.66
500,50,0.50,1.00,0.01,-50.06
200,200,0.30,1.00,0.01,-48.16
500,100,0.90,0.90,0.01,-52.93
200,500,0.90,0.80,0.10,-53.99
200,100,0.10,0.80,0.05,-45.17
100,100,0.90,0.70,0.20,-51.76
100,500,0.90,0.90,0.05,-54.00
200,100,0.10,0.80,0.01,-42.75
200,200,0.30,0.80,0.10,-48.24
100,100,0.90,0.70,0.05,-51.54
200,100,0.10,0.70,0.10,-46.94
200,100,0.10,0.70,0.20,-44.90
500,50,0.50,0.80,0.10,-50.62
100,100,0.90,0.70,0.01,-51.01
100,500,0.90,0.90,0.01,-52.28
200,200,0.30,0.80,0.20,-47.78
200,100,0.10,0.70,0.05,-46.40
100,100,0.30,0.90,0.10,-45.43
200,100,0.10,0.70,0.01,-46.44
100,100,0.30,0.90,0.20,-46.93
200,500,0.90,0.80,0.20,-54.13
100,500,0.90,1.00,0.10,-52.19
100,100,0.30,0.90,0.05,-44.98
200,200,0.30,0.80,0.05,-46.15
500,200,0.90,0.90,0.10,-55.25
100,100,0.30,0.90,0.01,-44.87
200,50,0.50,0.90,0.10,-49.07
500,50,0.50,0.80,0.20,-49.82
100,100,0.30,1.00,0.10,-46.36
500,100,0.90,1.00,0.10,-54.37
200,200,0.30,0.80,0.01,-48.66
100,100,0.30,1.00,0.20,-43.97
100,500,0.90,1.00,0.20,-52.71
200,50,0.50,0.90,0.20,-48.84
100,100,0.30,1.00,0.05,-46.78
100,100,0.30,1.00,0.01,-45.78
200,200,0.30,0.70,0.10,-48.27
100,100,0.30,0.80,0.10,-45.01
200,50,0.50,0.90,0.05,-46.41
200,500,0.90,0.80,0.05,-52.62
100,100,0.30,0.80,0.20,-45.34
100,500,0.90,1.00,0.05,-52.19
500,50,0.50,0.80,0.05,-51.15
100,100,0.30,0.80,0.05,-44.13
200,50,0.50,0.90,0.01,-48.05
200,200,0.30,0.70,0.20,-48.18
100,100,0.30,0.80,0.01,-43.74
100,100,0.30,0.70,0.10,-46.41
200,50,0.50,1.00,0.10,-47.75
100,500,0.90,1.00,0.01,-51.25
100,100,0.30,0.70,0.20,-45.35
200,200,0.30,0.70,0.05,-45.54
100,100,0.30,0.70,0.05,-44.56
500,200,0.90,0.90,0.20,-56.46
100,100,0.30,0.70,0.01,-45.33
500,100,0.90,1.00,0.20,-53.79
200,50,0.50,1.00,0.20,-49.19
100,100,0.10,0.90,0.10,-41.53
200,500,0.90,0.80,0.01,-52.68
500,50,0.50,0.80,0.01,-48.59
200,200,0.30,0.70,0.01,-45.30
100,100,0.10,0.90,0.20,-44.88
100,500,0.90,0.80,0.10,-52.45
100,100,0.10,0.90,0.05,-46.44
100,100,0.10,0.90,0.01,-47.11
200,50,0.50,1.00,0.05,-48.83
100,100,0.10,1.00,0.10,-47.67
200,200,0.10,0.90,0.10,-50.69
100,100,0.10,1.00,0.20,-48.41
100,100,0.10,1.00,0.05,-44.95
100,500,0.90,0.80,0.20,-53.52
100,100,0.10,1.00,0.01,-46.59
200,50,0.50,1.00,0.01,-48.28
200,200,0.10,0.90,0.20,-48.44
100,100,0.10,0.80,0.10,-44.35
100,100,0.10,0.80,0.20,-47.81
100,100,0.10,0.80,0.05,-40.90
500,50,0.50,0.70,0.10,-48.12
200,50,0.50,0.80,0.10,-48.59
100,100,0.10,0.80,0.01,-44.53
200,200,0.10,0.90,0.05,-48.37
200,500,0.90,0.70,0.10,-53.40
100,100,0.10,0.70,0.10,-42.79
100,500,0.90,0.80,0.05,-51.80
100,100,0.10,0.70,0.20,-43.31
100,100,0.10,0.70,0.05,-43.99
200,200,0.10,0.90,0.01,-47.37
200,50,0.50,0.80,0.20,-48.09
100,100,0.10,0.70,0.01,-43.32
100,50,0.50,0.90,0.10,-47.85
500,100,0.90,1.00,0.05,-55.09
200,200,0.10,1.00,0.10,-49.55
100,500,0.90,0.80,0.01,-51.24
200,50,0.50,0.80,0.05,-48.27
100,50,0.50,0.90,0.20,-48.73
500,200,0.90,0.90,0.05,-53.96
500,50,0.50,0.70,0.20,-50.54
100,50,0.50,0.90,0.05,-47.15
200,200,0.10,1.00,0.20,-47.29
200,50,0.50,0.80,0.01,-48.08
100,50,0.50,0.90,0.01,-46.60
200,500,0.90,0.70,0.20,-57.71
100,500,0.90,0.70,0.10,-54.50
100,50,0.50,1.00,0.10,-46.83
200,200,0.10,1.00,0.05,-49.36
200,50,0.50,0.70,0.10,-48.43
100,50,0.50,1.00,0.20,-49.59
200,50,0.50,0.70,0.20,-48.62
100,500,0.90,0.70,0.20,-52.87
100,50,0.50,1.00,0.05,-50.72
200,200,0.10,1.00,0.01,-48.09
500,50,0.50,0.70,0.05,-47.27
100,50,0.50,1.00,0.01,-47.80
200,200,0.10,0.80,0.10,-47.16
200,50,0.50,0.70,0.05,-47.81
500,100,0.90,1.00,0.01,-52.54
100,50,0.50,0.80,0.10,-46.19
200,500,0.90,0.70,0.05,-52.19
100,500,0.90,0.70,0.05,-51.66
100,50,0.50,0.80,0.20,-47.22
200,200,0.10,0.80,0.20,-49.50
200,50,0.50,0.70,0.01,-47.65
100,50,0.50,0.80,0.05,-47.85
500,200,0.90,0.90,0.01,-52.00
500,50,0.50,0.70,0.01,-49.77
200,200,0.10,0.80,0.05,-46.43
100,50,0.50,0.80,0.01,-46.09
100,500,0.90,0.70,0.01,-51.84
100,50,0.50,0.70,0.10,-46.82
200,200,0.10,0.80,0.01,-44.76
200,50,0.90,0.90,0.10,-51.59
100,50,0.50,0.70,0.20,-46.30
100,500,0.30,0.90,0.10,-47.07
